"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Babii M.; Dikhtiarov A.","Babii, Mykhailo (57218108571); Dikhtiarov, Andrii (57218106801)","57218108571; 57218106801","Identification of a Person by Gait on the Basis of Wavelet Technology","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087909103&doi=10.1109%2fDESSERT50317.2020.9125043&partnerID=40&md5=5d97f4aaf89e5964f45869d2445034f8","Sumy State University, Department of Computer Science, Sumy, Ukraine","Babii M., Sumy State University, Department of Computer Science, Sumy, Ukraine; Dikhtiarov A., Sumy State University, Department of Computer Science, Sumy, Ukraine","","978-172819957-3",""
"Kovalova A.; Shushliapina N.; Avrunin O.; Zlepko A.; Pugach S.; Burennikova N.; Kotyra A.; Kalimoldayev M.; Mamyrbaev O.; Smailova S.","Kovalova, Anastasiia (57218143939); Shushliapina, Nataliia (57105541700); Avrunin, Oleg (35298713200); Zlepko, Alexandra (57189329211); Pugach, Sergiy (57218143980); Burennikova, Nataliia (57218139926); Kotyra, Andrzej (6602378430); Kalimoldayev, Mashat (56153126500); Mamyrbaev, Orken (55967630400); Smailova, Saule (55645191800)","57218143939; 57105541700; 35298713200; 57189329211; 57218143980; 57218139926; 6602378430; 56153126500; 55967630400; 55645191800","Possibilities of automated image processing at optical capillaroscopy","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088044125&doi=10.1117%2f12.2569772&partnerID=40&md5=7aa3556e03cfbbf37074361bbffb6903","Kharkiv National University of Radio Electronics, Kharkov, Ukraine; Kharkiv National Medical University, Kharkov, Ukraine; Vinnytsia National Pirogov Memorial Medical University, Vinnytsia, Ukraine; Vinnitsa Scientific-Training Institute of Economics of Ternopil National Economical University, Vinnytsia, Ukraine; Vinnytsia Natonal Technical University, Vinnytsia, Ukraine; Lublin University of Technology, Lublin, Poland; Institute of Information and Computational Technologies Cs Mes Rk, Almaty, Kazakhstan; East Kazakhstan State Technical University Named after D.Serikbayev, Ust-Kamenogorsk, Kazakhstan","Kovalova A., Kharkiv National University of Radio Electronics, Kharkov, Ukraine; Shushliapina N., Kharkiv National Medical University, Kharkov, Ukraine; Avrunin O., Kharkiv National University of Radio Electronics, Kharkov, Ukraine; Zlepko A., Vinnytsia National Pirogov Memorial Medical University, Vinnytsia, Ukraine; Pugach S., Vinnitsa Scientific-Training Institute of Economics of Ternopil National Economical University, Vinnytsia, Ukraine; Burennikova N., Vinnytsia Natonal Technical University, Vinnytsia, Ukraine; Kotyra A., Lublin University of Technology, Lublin, Poland; Kalimoldayev M., Institute of Information and Computational Technologies Cs Mes Rk, Almaty, Kazakhstan; Mamyrbaev O., Institute of Information and Computational Technologies Cs Mes Rk, Almaty, Kazakhstan; Smailova S., East Kazakhstan State Technical University Named after D.Serikbayev, Ust-Kamenogorsk, Kazakhstan","0277786X","978-151063715-3","PSISD"
"Yakymchuk M.; Korchagin I.","Yakymchuk, M. (25637865500); Korchagin, I. (6602523298)","25637865500; 6602523298","Results of a survey within gas seeps area on Brazilian offshore using frequency-resonance methods of satellite images and photo images processing","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108458452&partnerID=40&md5=ff6310c80697a4769d971ee5d1614786","Institute of Applied Problems of Ecology, Geophysics and Geochemistry; Institute of Geophysics, NAS of Ukraine, Ukraine","Yakymchuk M., Institute of Applied Problems of Ecology, Geophysics and Geochemistry; Korchagin I., Institute of Geophysics, NAS of Ukraine, Ukraine","","978-171382980-5",""
"Syrovatko Yu.V.","Syrovatko, Yu.V. (55213838600)","55213838600","Calculation of the entropy of the eutectic phases WC and W2C in alloy W - C by the method of statistical processing of photo-images; [Расчет энтропии эвтектических фаз WC и W2C в сплаве W-C методом статистической обработки фотоизображений]","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100077855&partnerID=40&md5=ea8c3a4266fa15a1d90ce3da064ec0c3","Dnipropetrovsk Branch, State Institution, “Soil Protection Institute of Ukraine”, Nauchnaya st., Dnipropetrovsk reg., Opytnyy set, 52071, Ukraine","Syrovatko Yu.V., Dnipropetrovsk Branch, State Institution, “Soil Protection Institute of Ukraine”, Nauchnaya st., Dnipropetrovsk reg., Opytnyy set, 52071, Ukraine","19960948","",""
"Yakymchuk M.; Korchagin I.","Yakymchuk, M. (25637865500); Korchagin, I. (6602523298)","25637865500; 6602523298","Results of application of frequency-resonance methods of satellite images processing at the site of an ancient burial location","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108459422&partnerID=40&md5=ddb6dfe51403cd0f72b282cc7b135067","Institute of Applied Problems of Ecology, Geophysics and Geochemistry; Institute of Geophysics, NAS of Ukraine, Ukraine","Yakymchuk M., Institute of Applied Problems of Ecology, Geophysics and Geochemistry; Korchagin I., Institute of Geophysics, NAS of Ukraine, Ukraine","","978-171382980-5",""
"Marushko R.V.; Dudina O.O.; Marushko T.L.","Marushko, R.V. (57218878993); Dudina, O.O. (57218878675); Marushko, T.L. (6506258754)","57218878993; 57218878675; 6506258754","Analysis of the health status of children of the first year of life; [Анализ состояния здоровья детей первого года жизни]; [Аналіз стану здоров'я дітей першого року життя]","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126071061&doi=10.15574%2fSP.2020.109.24&partnerID=40&md5=d1f8b3ff81dd47043b9456a2cfb32af0","SI «Institute of Pediatrics, Obstetrics and Gynecology named after Academician O.M. Lukyanova NAMS of Ukraine», Kyiv, Ukraine","Marushko R.V., SI «Institute of Pediatrics, Obstetrics and Gynecology named after Academician O.M. Lukyanova NAMS of Ukraine», Kyiv, Ukraine; Dudina O.O., SI «Institute of Pediatrics, Obstetrics and Gynecology named after Academician O.M. Lukyanova NAMS of Ukraine», Kyiv, Ukraine; Marushko T.L., SI «Institute of Pediatrics, Obstetrics and Gynecology named after Academician O.M. Lukyanova NAMS of Ukraine», Kyiv, Ukraine","26637553","",""
"Sivokorovskaya N.; Bachinsky V.; Vanchulyak O.; Ushenko A.; Dubolazov A.; Ushenko Yu.; Tomka Yu.","Sivokorovskaya, N. (57211993287); Bachinsky, V. (7801664053); Vanchulyak, O. (54883991500); Ushenko, A. (7004368950); Dubolazov, A. (55394720600); Ushenko, Yu. (6701840218); Tomka, Yu. (9279702200)","57211993287; 7801664053; 54883991500; 7004368950; 55394720600; 6701840218; 9279702200","Polarization-phase diagnostics of volume of blood loss","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092671564&doi=10.1117%2f12.2568474&partnerID=40&md5=5eb4e2cafec0cefa7b4ba7df205509ac","Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","Sivokorovskaya N., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Bachinsky V., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Vanchulyak O., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Ushenko A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Dubolazov A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Ushenko Yu., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Tomka Yu., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","0277786X","978-151063826-6","PSISD"
"Ieremeiev O.; Lukin V.; Okarma K.","Ieremeiev, O. (37121982400); Lukin, V. (7102438809); Okarma, K. (15063220000)","37121982400; 7102438809; 15063220000","COMBINED VISUAL QUALITY METRIC OF REMOTE SENSING IMAGES BASED ON NEURAL NETWORK","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111321878&doi=10.32620%2freks.2020.4.01&partnerID=40&md5=d7e7d71626415c5142b921ff5974ca9a","Associate Professor of Department of Information-communication technologies named after O.O. Zelensky, National Aerospace University “Kharkov Aviation Institute”, Kharkov, Ukraine; Head of Department of Information-communication technologies named after O. O. Zelensky, National Aerospace University “Kharkov Aviation Institute”, Kharkov, Ukraine; Doctor of Technical Science, Professor (Associate), Dean of Faculty of Electrical Engi-neering, Head of Department of Signal Processing and Multimedia Engineering, West Pomeranian University of Technology, Szczecin, Poland","Ieremeiev O., Associate Professor of Department of Information-communication technologies named after O.O. Zelensky, National Aerospace University “Kharkov Aviation Institute”, Kharkov, Ukraine; Lukin V., Head of Department of Information-communication technologies named after O. O. Zelensky, National Aerospace University “Kharkov Aviation Institute”, Kharkov, Ukraine; Okarma K., Doctor of Technical Science, Professor (Associate), Dean of Faculty of Electrical Engi-neering, Head of Department of Signal Processing and Multimedia Engineering, West Pomeranian University of Technology, Szczecin, Poland","18144225","",""
"Barannik V.; Yudin O.; Sorokun A.; Parkhomenko M.; Himenko V.","Barannik, Vladimir (27867503300); Yudin, Oleksandr (57188637896); Sorokun, Anton (57207767437); Parkhomenko, Maksym (57210415371); Himenko, Victoriya (57193611042)","27867503300; 57188637896; 57207767437; 57210415371; 57193611042","Development of a method of encoding a significant coordinate brightness component of a video image","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091287357&partnerID=40&md5=3df66d0969d16994e86cbce7ba7c5263","Kharkiv National Air Force University, Kharkiv, Ukraine; Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","Barannik V., Kharkiv National Air Force University, Kharkiv, Ukraine; Yudin O., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Sorokun A., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Parkhomenko M., Kharkiv National Air Force University, Kharkiv, Ukraine; Himenko V., Kharkiv National Air Force University, Kharkiv, Ukraine","16130073","",""
"Hashim N.; Mohsim A.H.; Rafeeq R.M.; Pyliavskyi V.","Hashim, Nameer (56674669100); Mohsim, Aram H. (57210418891); Rafeeq, Ranjdr M. (57213165362); Pyliavskyi, Volodymyr (57216680954)","56674669100; 57210418891; 57213165362; 57216680954","Color correction in image transmission with multimedia path","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087297653&partnerID=40&md5=a5ce5c9f3e6e8d1b4d219fa9f642d577","AL-Qalam University College, Kirkuk, Iraq; O. S. Popov Odessa National Academy of Telecommunications, Odessa, Ukraine","Hashim N., AL-Qalam University College, Kirkuk, Iraq; Mohsim A.H., AL-Qalam University College, Kirkuk, Iraq; Rafeeq R.M., AL-Qalam University College, Kirkuk, Iraq; Pyliavskyi V., O. S. Popov Odessa National Academy of Telecommunications, Odessa, Ukraine","18196608","",""
"Timchenko L.; Wojcik W.; Kokriatskaia N.; Tverdomed V.; Poplavskyi O.A.; Levchenko O.; Kryvinska N.","Timchenko, Leonid (7006204952); Wojcik, Waldemar (7005121594); Kokriatskaia, Natalia (6506291738); Tverdomed, Volodymyr (57204840660); Poplavskyi, Oleksandr A. (57216831949); Levchenko, Olga (57218368819); Kryvinska, Natalia (6507487726)","7006204952; 7005121594; 6506291738; 57204840660; 57216831949; 57218368819; 6507487726","New methods of network modelling using parallel-hierarchical networks for processing data and reducing erroneous calculation risk","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100893104&partnerID=40&md5=1485218751e43a98edb9b01a2eb6b512","State University of Infrastructure and Technology, Kyiv, Ukraine; Politechnika Lubelska, Lublin, Poland; National University of Construction and Architecture, Ukraine; Comenius University in Bratislava, Slovakia","Timchenko L., State University of Infrastructure and Technology, Kyiv, Ukraine; Wojcik W., Politechnika Lubelska, Lublin, Poland; Kokriatskaia N., State University of Infrastructure and Technology, Kyiv, Ukraine; Tverdomed V., State University of Infrastructure and Technology, Kyiv, Ukraine; Poplavskyi O.A., National University of Construction and Architecture, Ukraine; Levchenko O., State University of Infrastructure and Technology, Kyiv, Ukraine; Kryvinska N., Comenius University in Bratislava, Slovakia","16130073","",""
"Cherednichenko O.; Vovk M.; Ivashchenko O.","Cherednichenko, Olga (58288072500); Vovk, Maryna (57203517746); Ivashchenko, Oksana (57219922495)","58288072500; 57203517746; 57219922495","Item matching based on collection and processing customer perception of images","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096121121&partnerID=40&md5=3090f7e94cacc346966e341f2abc35ab","National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine","Cherednichenko O., National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine; Vovk M., National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine; Ivashchenko O., National Technical University, “Kharkiv Polytechnic Institute”, 2, Kyrpychova str., Kharkiv, 61002, Ukraine","16130073","",""
"Borovytsky V.; Antonenko V.","Borovytsky, Volodymyr (6602467716); Antonenko, Vitalii (57200044048)","6602467716; 57200044048","Image sensor with parallel signal processing for motion detection","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110457221&doi=10.1117%2f12.2555386&partnerID=40&md5=c54219254dd9b2fd96522a826708110d","Optical Engineering Dept., National Technical University of Ukraine Igor Sikorsky KPI, pr. Peremogy 37, Kyiv, 03 056, Ukraine","Borovytsky V., Optical Engineering Dept., National Technical University of Ukraine Igor Sikorsky KPI, pr. Peremogy 37, Kyiv, 03 056, Ukraine; Antonenko V., Optical Engineering Dept., National Technical University of Ukraine Igor Sikorsky KPI, pr. Peremogy 37, Kyiv, 03 056, Ukraine","0277786X","978-151063474-9","PSISD"
"Ivashkevich Ya.; Vanchulyak O.; Bachinsky V.; Ushenko O.; Gorsky M.; Ushenko V.; Dubolazov O.","Ivashkevich, Ya. (57219423246); Vanchulyak, O. (54883991500); Bachinsky, V. (7801664053); Ushenko, O. (7004368950); Gorsky, M. (14831433300); Ushenko, V. (54883888200); Dubolazov, O. (55394720600)","57219423246; 54883991500; 7801664053; 7004368950; 14831433300; 54883888200; 55394720600","Multichannel polarization sensing of polycrystalline blood films in the diagnosis of the causes of poisoning","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092618318&doi=10.1117%2f12.2568445&partnerID=40&md5=7e545e7a421ecf8eb93bfcc5a84037f1","Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","Ivashkevich Ya., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Vanchulyak O., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Bachinsky V., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Ushenko O., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Gorsky M., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Ushenko V., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Dubolazov O., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","0277786X","978-151063826-6","PSISD"
"Peresunko O.; Felde C.; Yermolenko S.","Peresunko, Olexander (6504046222); Felde, Christina (6506973943); Yermolenko, Sergey (57203380294)","6504046222; 6506973943; 57203380294","Differential diagnosis of adenocarcinoma and squamous cell carcinoma of the cervix by spectropolarimetry","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092637815&doi=10.1117%2f12.2568399&partnerID=40&md5=e71ce46acebe4dbb3469ccf535ab971f","Bukovinian State Medical University, Chernivtsi, Ukraine; Correlation Optics Dept., Chernivtsi National University, Chernivtsi, Ukraine","Peresunko O., Bukovinian State Medical University, Chernivtsi, Ukraine; Felde C., Correlation Optics Dept., Chernivtsi National University, Chernivtsi, Ukraine; Yermolenko S., Correlation Optics Dept., Chernivtsi National University, Chernivtsi, Ukraine","0277786X","978-151063826-6","PSISD"
"Kornienko Y.V.; Lyashenko I.; Pugach V.V.; Skuratovskiy S.I.","Kornienko, Yu. V. (9269836800); Lyashenko, I. (57216807701); Pugach, V.V. (57095786500); Skuratovskiy, S.I. (24468827000)","9269836800; 57216807701; 57095786500; 24468827000","Accumulation of Fourier Component Phases during Observation of an Object with an Orbital Telescope","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084761939&doi=10.3103%2fS0884591320010031&partnerID=40&md5=0becc5a619dbfee14f5cedf216f94c74","Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, Kharkiv, Ukraine","Kornienko Y.V., Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, Kharkiv, Ukraine; Lyashenko I., Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, Kharkiv, Ukraine; Pugach V.V., Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, Kharkiv, Ukraine; Skuratovskiy S.I., Usikov Institute for Radiophysics and Electronics, National Academy of Sciences of Ukraine, Kharkiv, Ukraine","08845913","",""
"Gutsul A.; Ushenko V.; Soltys I.; Shaplavsky M.; Sokolnyuk S.; Dubolazov A.; Ushenko A.; Motrich A.; Besaga R.","Gutsul, A. (57660638300); Ushenko, V. (54883888200); Soltys, I. (54882613300); Shaplavsky, M. (57215542960); Sokolnyuk, S. (57211566829); Dubolazov, A. (55394720600); Ushenko, A. (7004368950); Motrich, A. (14831780700); Besaga, R. (6602320185)","57660638300; 54883888200; 54882613300; 57215542960; 57211566829; 55394720600; 7004368950; 14831780700; 6602320185","Azimuthally invariant Mueller matrix tomography of the distribution of phase and amplitude anisotropy of biological tissues","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092675930&doi=10.1117%2f12.2568454&partnerID=40&md5=70828797bd0bf30389681830d0199fc7","Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","Gutsul A., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Ushenko V., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Soltys I., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Shaplavsky M., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Sokolnyuk S., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Dubolazov A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Ushenko A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Motrich A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Besaga R., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","0277786X","978-151063826-6","PSISD"
"Korobiichuk I.; Podchashinskiy Y.; Luhovykh O.; Levkivskyi V.; Rzeplińska-Rykała K.","Korobiichuk, Igor (56835659200); Podchashinskiy, Yuriy (56951192800); Luhovykh, Oksana (57193926473); Levkivskyi, Vitalii (57216270350); Rzeplińska-Rykała, Katarzyna (57192959143)","56835659200; 56951192800; 57193926473; 57216270350; 57192959143","Theoretical Estimates of the Accuracy of Determination of Geometric Parameters of Objects on Digital Images","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082997326&doi=10.1007%2f978-3-030-40971-5_27&partnerID=40&md5=bebf55c18f267f880f9a7cd820281f51","Institute of Automatic Control and Robotics, Warsaw University of Technology, Warsaw, Poland; Zhytomyr State Technological University, Zhytomyr, Ukraine; ŁUKASIEWICZ Research Network – Industrial Research Institute for Automation and Measurements PIAP, Warsaw, Poland","Korobiichuk I., Institute of Automatic Control and Robotics, Warsaw University of Technology, Warsaw, Poland; Podchashinskiy Y., Zhytomyr State Technological University, Zhytomyr, Ukraine; Luhovykh O., Zhytomyr State Technological University, Zhytomyr, Ukraine; Levkivskyi V., Zhytomyr State Technological University, Zhytomyr, Ukraine; Rzeplińska-Rykała K., ŁUKASIEWICZ Research Network – Industrial Research Institute for Automation and Measurements PIAP, Warsaw, Poland","21945357","978-303040970-8",""
"Shkarlet S.; Dubyna M.; Shtyrkhun K.; Verbivska L.","Shkarlet, Serhiy (36069871100); Dubyna, Maksym (56912277800); Shtyrkhun, Khrystyna (57216947716); Verbivska, Liudmyla (57210597185)","36069871100; 56912277800; 57216947716; 57210597185","Transformation of the paradigm of the economic entities development in digital economy","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085500760&doi=10.37394%2f232015.2020.16.41&partnerID=40&md5=f726a24929341643b4892cd65a30c71c","National University ""Chernihiv Polytechnic"", Chernihiv, 14035, Ukraine; Department of Finance, Banking and Insurance, National University ""Chernihiv Polytechnic"", Chernihiv, 14035, Ukraine; Department of Business, Trade and Stock Exchange Operations, Yuriy Fedkovych Chernivtsi National University, Chernivtsi, 58012, Ukraine","Shkarlet S., National University ""Chernihiv Polytechnic"", Chernihiv, 14035, Ukraine; Dubyna M., Department of Finance, Banking and Insurance, National University ""Chernihiv Polytechnic"", Chernihiv, 14035, Ukraine; Shtyrkhun K., Department of Finance, Banking and Insurance, National University ""Chernihiv Polytechnic"", Chernihiv, 14035, Ukraine; Verbivska L., Department of Business, Trade and Stock Exchange Operations, Yuriy Fedkovych Chernivtsi National University, Chernivtsi, 58012, Ukraine","17905079","",""
"Gorokhovatskyi V.; Tvoroshenko I.","Gorokhovatskyi, Volodymyr (6506997369); Tvoroshenko, Iryna (57211556518)","6506997369; 57211556518","Image classification based on the Kohonen network and the data space modification","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085493456&partnerID=40&md5=2c79c7c6e1c3b73e17e39e7b32442609","Kharkiv National University of Radio Electronics, Nauka Ave., 14, Kharkiv, 61166, Ukraine","Gorokhovatskyi V., Kharkiv National University of Radio Electronics, Nauka Ave., 14, Kharkiv, 61166, Ukraine; Tvoroshenko I., Kharkiv National University of Radio Electronics, Nauka Ave., 14, Kharkiv, 61166, Ukraine","16130073","",""
"Barannik V.; Kulitsa O.; Hahanova A.; Barannik V.","Barannik, Vladimir (27867503300); Kulitsa, Oleg (57189323836); Hahanova, Anna (8326375900); Barannik, Valerii (57208632571)","27867503300; 57189323836; 8326375900; 57208632571","Bit speed control method in compression of predicted frames in video sequence","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085498348&partnerID=40&md5=1e8a798be42724d01142edaa93b6433a","Kharkiv national Air Force University, Kharkiv, Ukraine; National University of Civil Defence of Ukraine, Cherkasy, Ukraine; Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Barannik V., Kharkiv national Air Force University, Kharkiv, Ukraine; Kulitsa O., National University of Civil Defence of Ukraine, Cherkasy, Ukraine; Hahanova A., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Barannik V., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","16130073","",""
"Railianu S.; Solovey Yu.; Polovyi V.; Dubolazov A.; Ushenko Yu.; Soltys I.; Motrich A.; Pidkamin L.","Railianu, S. (57219414237); Solovey, Yu. (57219386179); Polovyi, V. (57220023867); Dubolazov, A. (55394720600); Ushenko, Yu. (6701840218); Soltys, I. (54882613300); Motrich, A. (14831780700); Pidkamin, L. (6504439973)","57219414237; 57219386179; 57220023867; 55394720600; 6701840218; 54882613300; 14831780700; 6504439973","Vector-parametric structure of polarization images of networks of biological crystals for differential diagnosis of inflammatory processes","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092627851&doi=10.1117%2f12.2568404&partnerID=40&md5=b3f6ea803aacc4ccad71c643e1d9eabc","Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","Railianu S., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Solovey Yu., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Polovyi V., Bukovinian State Medical University, 3 Theatral Sq., Chernivtsi, 58000, Ukraine; Dubolazov A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Ushenko Yu., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Soltys I., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Motrich A., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine; Pidkamin L., Chernivtsi National University, 2 Kotsiubynskyi Str., Chernivtsi, 58012, Ukraine","0277786X","978-151063826-6","PSISD"
"Nechyporuk M.V.; Pavlikov V.V.; Sobkolov A.D.; Tserne E.O.; Volosyuk V.K.; Zhyla S.S.","Nechyporuk, M.V. (57210558126); Pavlikov, V.V. (23397933100); Sobkolov, A.D. (57192199954); Tserne, E.O. (57218704755); Volosyuk, V.K. (7003358846); Zhyla, S.S. (57207914339)","57210558126; 23397933100; 57192199954; 57218704755; 7003358846; 57207914339","Aperture synthesis of surface images using active remote sensing with ultra-wideband stochastic signals","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111105883&doi=10.1615%2fTELECOMRADENG.V79.I15.30&partnerID=40&md5=67b73226744cff1d49d3f52b55aa2702","National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine","Nechyporuk M.V., National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine; Pavlikov V.V., National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine; Sobkolov A.D., National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine; Tserne E.O., National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine; Volosyuk V.K., National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine; Zhyla S.S., National Aerospace University, Kharkiv Aviation Institute), 17 Chkalov St., Kharkiv, 61070, Ukraine","00402508","","TCREA"
"Voronin A.N.","Voronin, A.N. (7103245945)","7103245945","Compromise decisions. System approach","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089691533&doi=10.1615%2fJAutomatInfScien.v52.i4.20&partnerID=40&md5=732f4410a3499129d587c6c329195f23","National Aviation University of Ukraine, Kiev, Ukraine","Voronin A.N., National Aviation University of Ukraine, Kiev, Ukraine","10642315","",""
"Kofman P.; Dobosevych O.; Hryniv R.","Kofman, Philipp (57215963810); Dobosevych, Oles (57215968839); Hryniv, Rostyslav (6602147275)","57215963810; 57215968839; 6602147275","Investigation of the complex data distributions for their efficient generation","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082494049&partnerID=40&md5=aac53eb70e028d533c603973fde9acd0","Ukrainian Catholic University, Lviv, Ukraine; University of Rzeszw, Rzeszw, Poland","Kofman P., Ukrainian Catholic University, Lviv, Ukraine; Dobosevych O., Ukrainian Catholic University, Lviv, Ukraine; Hryniv R., Ukrainian Catholic University, Lviv, Ukraine, University of Rzeszw, Rzeszw, Poland","16130073","",""
