"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Kurochkin A.; Bokhan K.","Kurochkin, Andrew (57215962907); Bokhan, Kostiantyn (57191592568)","57215962907; 57191592568","Generation of memes to engage audience in social media","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082456731&partnerID=40&md5=4c34aaf0d493b6f5db197e6965585357","Ukrainian Catholic University, Applied Sciences Faculty, Lviv, Ukraine; Whirl Software, Kyiv, Ukraine","Kurochkin A., Ukrainian Catholic University, Applied Sciences Faculty, Lviv, Ukraine; Bokhan K., Whirl Software, Kyiv, Ukraine","16130073","",""
"Pirohov V.M.; Horlo A.M.; Mintii I.S.","Pirohov, Vladyslav M. (57205440436); Horlo, Anna M. (57205442322); Mintii, Iryna S. (57204971103)","57205440436; 57205442322; 57204971103","Software development of the algorithm of adaptating of the website design for people with color-blindness; [Програмна розробка алгоритму адаптації дизайну сайту для людей з порушенням кольоросприйняття]","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060027906&partnerID=40&md5=57c4168babe046442a4c0425daf01ea7","Kryvyi Rih State Pedagogical University, 54, Gagarin Ave., Kryvyi Rih, 50086, Ukraine","Pirohov V.M., Kryvyi Rih State Pedagogical University, 54, Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Horlo A.M., Kryvyi Rih State Pedagogical University, 54, Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Mintii I.S., Kryvyi Rih State Pedagogical University, 54, Gagarin Ave., Kryvyi Rih, 50086, Ukraine","16130073","",""
"Konopatskiy E.V.","Konopatskiy, E.V. (57188826034)","57188826034","Solving differential equations by geometric modelling methods","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078694922&partnerID=40&md5=7ca8aa00efb564fe73688d7d0f5f3152","Donbas National Academy of Civil Engineering and Architecture, Makeyevka, Ukraine","Konopatskiy E.V., Donbas National Academy of Civil Engineering and Architecture, Makeyevka, Ukraine","","",""
"Arsenov A.; Ruban I.; Smelyakov K.; Chupryna A.","Arsenov, Andrey (57207256674); Ruban, Igor (7004018101); Smelyakov, Kyrylo (57203149663); Chupryna, Anastasiya (57202997528)","57207256674; 7004018101; 57203149663; 57202997528","Evolution of convolutional neural network architecture in image classification problems","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062364393&partnerID=40&md5=5eaae7fb5d8ee4c6af5391aeb8e20ea4","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Arsenov A., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Ruban I., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Smelyakov K., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Chupryna A., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","16130073","",""
"Kobylin O.; Gorokhovatskyi V.; Tvoroshenko I.; Peredrii O.","Kobylin, O. (56845919400); Gorokhovatskyi, V. (6506997369); Tvoroshenko, I. (57211556518); Peredrii, O. (57202751577)","56845919400; 6506997369; 57211556518; 57202751577","The application of non-parametric statistics methods in image classifiers based on structural description components","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090159922&doi=10.1615%2fTelecomRadEng.v79.i10.30&partnerID=40&md5=4c5f14ae6492f43e50ff5d6af85f671b","Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine; Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave., Kharkiv, 61166, Ukraine","Kobylin O., Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine; Gorokhovatskyi V., Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine; Tvoroshenko I., Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine; Peredrii O., Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave., Kharkiv, 61166, Ukraine","00402508","","TCREA"
"Balitskii O.; Kolesnikov V.","Balitskii, Olexiy (6603217599); Kolesnikov, Valerii (8918120300)","6603217599; 8918120300","Identification of Wear Products in the Automotive Tribotechnical System Using Computer Vision Methods, Artificial Intelligence and Big Data","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075635042&doi=10.1109%2fELIT.2019.8892275&partnerID=40&md5=cecaa4e26bff74035e87180b0bb3770d","Ivan Franko National University of Lviv, Faculty of Electronics and Computer Technolodies, System Design Department, Lviv, Ukraine; Karpenko Physico-Mechanical Institute of the National, Academy of Sciences of Ukraine, Lviv, Ukraine; Taras Shevchenko National University in Starobilsk, Starobilsk, Ukraine","Balitskii O., Ivan Franko National University of Lviv, Faculty of Electronics and Computer Technolodies, System Design Department, Lviv, Ukraine; Kolesnikov V., Karpenko Physico-Mechanical Institute of the National, Academy of Sciences of Ukraine, Lviv, Ukraine, Taras Shevchenko National University in Starobilsk, Starobilsk, Ukraine","","978-172813561-8",""
"Boyun V.","Boyun, Vitaliy (6505900928)","6505900928","Principles of organization selection and preprocessing video information. Bioinspired approaches","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077958370&doi=10.1109%2fSTC-CSIT.2019.8929773&partnerID=40&md5=d05f0441bf8de4979c1aeb575a2ffc63","V.M.Glushkov Institute of Cybernetics, NASU, Department of Intelligent Real Time Video Systems, Kyiv, Ukraine","Boyun V., V.M.Glushkov Institute of Cybernetics, NASU, Department of Intelligent Real Time Video Systems, Kyiv, Ukraine","27663655","978-172810806-3",""
"Zadorozhnii Y.; Fedoronchak T.; Tverdokhlib Y.; Myronova N.","Zadorozhnii, Yevhen (57204557469); Fedoronchak, Tetiana (24479741800); Tverdokhlib, Yevhenii (57200176529); Myronova, Natalia (24483454400)","57204557469; 24479741800; 57200176529; 24483454400","Development and Implementation of Human Face Alignment and Tracking in Video Streams","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056202803&doi=10.1109%2fDSMP.2018.8478575&partnerID=40&md5=edcd545b978fb7419c37ba26a6db3415","Information Control Systems and Technologies Department, Uzhhorod National University, Uzhgorod, Ukraine; Software Tools Department, Zaporizhzhia National Technical University, Zaporizhzhia, Ukraine","Zadorozhnii Y., Information Control Systems and Technologies Department, Uzhhorod National University, Uzhgorod, Ukraine; Fedoronchak T., Software Tools Department, Zaporizhzhia National Technical University, Zaporizhzhia, Ukraine; Tverdokhlib Y., Information Control Systems and Technologies Department, Uzhhorod National University, Uzhgorod, Ukraine; Myronova N., Information Control Systems and Technologies Department, Uzhhorod National University, Uzhgorod, Ukraine","","978-153862874-4",""
"Voronova O.S.","Voronova, O.S. (57215321755)","57215321755","Geometrical modeling and optimization the constructive characteristics of the boiler","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078702569&partnerID=40&md5=85e6103a788813e9be95934db571f36c","Donbas National Academy of Civil Engineering and Architecture, Makeyevka, Ukraine","Voronova O.S., Donbas National Academy of Civil Engineering and Architecture, Makeyevka, Ukraine","","",""
"Gadetska S.V.; Gorokhovatsky V.О.","Gadetska, S.V. (57203515764); Gorokhovatsky, V.О. (6506997369)","57203515764; 6506997369","Statistical measures for computation of the image relevance of visual objects in the structural image classification methods","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052014012&doi=10.1615%2ftelecomradeng.v77.i12.30&partnerID=40&md5=0cd5482e5a0c070342a1878826b3179b","National Technical University “KhPI”, 2 Kyrpychova St., Kharkiv, 61002, Ukraine; Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine","Gadetska S.V., National Technical University “KhPI”, 2 Kyrpychova St., Kharkiv, 61002, Ukraine; Gorokhovatsky V.О., Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine","00402508","","TCREA"
"Boyko N.; Basystiuk O.; Shakhovska N.","Boyko, Nataliya (57191967462); Basystiuk, Oleg (57204559109); Shakhovska, Nataliya (42962320400)","57191967462; 57204559109; 42962320400","Performance Evaluation and Comparison of Software for Face Recognition, Based on Dlib and Opencv Library","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056156408&doi=10.1109%2fDSMP.2018.8478556&partnerID=40&md5=232f96a3b70b1197e173a24a19a065ba","Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine; Department of Information Systems and Networks, Lviv Polytechnic National University, Lviv, Ukraine","Boyko N., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine; Basystiuk O., Department of Information Systems and Networks, Lviv Polytechnic National University, Lviv, Ukraine; Shakhovska N., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine","","978-153862874-4",""
"Klyuvak A.; Kliuva O.; Skrynkovskyy R.","Klyuvak, Andriy (55817045200); Kliuva, Oksana (57191857590); Skrynkovskyy, Ruslan (36081006400)","55817045200; 57191857590; 36081006400","Partial Motion Blur Removal","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056191627&doi=10.1109%2fDSMP.2018.8478595&partnerID=40&md5=50b5f6632a15437f0fef61c4b401681d","ABTO Software LLC, Lviv, Ukraine; Department of Business Economy and Information Technology, Lviv University of Business and Law, Lviv, Ukraine","Klyuvak A., ABTO Software LLC, Lviv, Ukraine; Kliuva O., ABTO Software LLC, Lviv, Ukraine; Skrynkovskyy R., Department of Business Economy and Information Technology, Lviv University of Business and Law, Lviv, Ukraine","","978-153862874-4",""
"Gorokhovatskiy V.A.; Gorokhovatskiy A.V.; Peredrii Ye.O.","Gorokhovatskiy, V.A. (6506997369); Gorokhovatskiy, A.V. (23099879900); Peredrii, Ye.O. (57202751577)","6506997369; 23099879900; 57202751577","Hashing of structural descriptions at building of the class image descriptor, computing of relevance and classification of the visual objects","2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052871015&doi=10.1615%2fTelecomRadEng.v77.i13.40&partnerID=40&md5=f4160e21bd8ef3e405bad4e268e08b48","Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine; Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave., Kharkiv, 61166, Ukraine","Gorokhovatskiy V.A., Kharkiv National University of Radio Electronics, 14 Nauka Ave., Kharkiv, 61166, Ukraine; Gorokhovatskiy A.V., Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave., Kharkiv, 61166, Ukraine; Peredrii Ye.O., Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave., Kharkiv, 61166, Ukraine","00402508","","TCREA"
"Moiseyenko S.; Vasileyko A.; Ermolayev V.","Moiseyenko, Svitlana (57202892248); Vasileyko, Alexander (57202890017); Ermolayev, Vadim (13104107100)","57202892248; 57202890017; 13104107100","Building a feature taxonomy of the terms extracted from a text collection","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082440149&partnerID=40&md5=3a78df09af03fdb73a0f15c973dec82f","Department of Computer Science, Zaporizhzhia National University, Zhukovskogo st. 66, Zaporizhzhia, Ukraine","Moiseyenko S., Department of Computer Science, Zaporizhzhia National University, Zhukovskogo st. 66, Zaporizhzhia, Ukraine; Vasileyko A., Department of Computer Science, Zaporizhzhia National University, Zhukovskogo st. 66, Zaporizhzhia, Ukraine; Ermolayev V., Department of Computer Science, Zaporizhzhia National University, Zhukovskogo st. 66, Zaporizhzhia, Ukraine","16130073","",""
"Kovaliuk T.; Kobets N.; Shekhet G.; Tielysheva T.","Kovaliuk, Tetiana (57208904023); Kobets, Nataliya (57208901299); Shekhet, Grigorii (57216901073); Tielysheva, Tamara (57208905776)","57208904023; 57208901299; 57216901073; 57208905776","Analysis of streaming video content and generation relevant contextual advertising","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085197430&partnerID=40&md5=0aedc7620f7e9d13645f1f78e4ecfc56","Taras Shevchenko National University of Kyiv, 64/13, Volodymyrska str, Kyiv, 01601, Ukraine; Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str, Kyiv, 04053, Ukraine; National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37, Prospekt Peremohy, Kyiv, 03056, Ukraine","Kovaliuk T., Taras Shevchenko National University of Kyiv, 64/13, Volodymyrska str, Kyiv, 01601, Ukraine; Kobets N., Borys Grinchenko Kyiv University, 18/2 Bulvarno-Kudriavska Str, Kyiv, 04053, Ukraine; Shekhet G., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37, Prospekt Peremohy, Kyiv, 03056, Ukraine; Tielysheva T., National Technical University of Ukraine, Igor Sikorsky Kyiv Polytechnic Institute, 37, Prospekt Peremohy, Kyiv, 03056, Ukraine","16130073","",""
"Pyliavskyi V.; Patlayenko M.; Osharovska O.","Pyliavskyi, Volodymyr (57216680954); Patlayenko, Mikola (57192199570); Osharovska, Olena (57189324518)","57216680954; 57192199570; 57189324518","Software-hardware complex for measuring the sensitivity to color differences based on the generation of random sequences","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074934896&doi=10.1109%2fUKRCON.2019.8879880&partnerID=40&md5=53d85fa6665530ac81b5b302d29d8dd4","Department of Television and Sound Broadcasting, O.S. Popov Odessa National Academy of Telecommunications, Odessa, Ukraine","Pyliavskyi V., Department of Television and Sound Broadcasting, O.S. Popov Odessa National Academy of Telecommunications, Odessa, Ukraine; Patlayenko M., Department of Television and Sound Broadcasting, O.S. Popov Odessa National Academy of Telecommunications, Odessa, Ukraine; Osharovska O., Department of Television and Sound Broadcasting, O.S. Popov Odessa National Academy of Telecommunications, Odessa, Ukraine","","978-172813882-4",""
"Tiutiunnyk S.; Dyomkin V.","Tiutiunnyk, Serhii (57215967382); Dyomkin, Vsevolod (10040896900)","57215967382; 10040896900","Context-based question-answering system for the Ukrainian language","2020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082455197&partnerID=40&md5=3d943bc669c5edc2e4e971d1eedc61ad","Ukrainian Catholic University, Faculty of Applied Sciences, Lviv, Ukraine","Tiutiunnyk S., Ukrainian Catholic University, Faculty of Applied Sciences, Lviv, Ukraine; Dyomkin V., Ukrainian Catholic University, Faculty of Applied Sciences, Lviv, Ukraine","16130073","",""
"Kinoshenko D.; Kobylin O.; Mashtalir S.; Stolbovyi M.","Kinoshenko, Dmytro (8860381900); Kobylin, Oleg (56845919400); Mashtalir, Sergii (36183980100); Stolbovyi, Mykhailo (57196220518)","8860381900; 56845919400; 36183980100; 57196220518","Metric video retrieval speedup by irrelevant data elimination","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063465579&doi=10.1117%2f12.2522812&partnerID=40&md5=bbe317c01166e6856f1f35cf26ff165a","Kharkiv National University of Radio Electronics, Nauky Ave, 14, Kharkiv, Ukraine","Kinoshenko D., Kharkiv National University of Radio Electronics, Nauky Ave, 14, Kharkiv, Ukraine; Kobylin O., Kharkiv National University of Radio Electronics, Nauky Ave, 14, Kharkiv, Ukraine; Mashtalir S., Kharkiv National University of Radio Electronics, Nauky Ave, 14, Kharkiv, Ukraine; Stolbovyi M., Kharkiv National University of Radio Electronics, Nauky Ave, 14, Kharkiv, Ukraine","0277786X","978-151062748-2","PSISD"
"Lindner L.; Sergiyenko O.; Rivas-López M.; Valdez-Salas B.; Rodríguez-Quiñonez J.C.; Hernández-Balbuena D.; Flores-Fuentes W.; Tyrsa V.; Barrera M.M.; Muerrieta-Rico F.N.; Mercorelli P.; Gurko A.; Kartashov V.M.","Lindner, Lars (56368437900); Sergiyenko, Oleg (24342118700); Rivas-López, Moisés (56013576800); Valdez-Salas, Benjamin (7006543204); Rodríguez-Quiñonez, Julio C. (55357171500); Hernández-Balbuena, Daniel (56013635100); Flores-Fuentes, Wendy (55955051400); Tyrsa, Vera (18038571300); Barrera, Misael Medina (57193015805); Muerrieta-Rico, Fabian N. (36163390800); Mercorelli, Paolo (55903158200); Gurko, Alexander (35336612100); Kartashov, Vladimir M. (9534197500)","56368437900; 24342118700; 56013576800; 7006543204; 55357171500; 56013635100; 55955051400; 18038571300; 57193015805; 36163390800; 55903158200; 35336612100; 9534197500","Machine vision system for UAV navigation","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015417850&doi=10.1109%2fESARS-ITEC.2016.7841356&partnerID=40&md5=3bbc61de7c8cbb2c78c054162d2448e3","Engineering Institute, UABC, Mexicali, Mexico; Faculty of Engineering, UABC, Mexicali, Mexico; Fisica de Materiales, Centro de Investigación Cientfica y Educación Superior de Ensenada, Ensenada, Mexico; Leuphana University of Lüneburg, Lüneburg, Germany; Kharkov National Automobile and Highway University, Kharkiv, Ukraine; Department of Radio Electronic Systems, Kharkov National University of Radio Electronics, Kharkiv, Ukraine","Lindner L., Engineering Institute, UABC, Mexicali, Mexico; Sergiyenko O., Engineering Institute, UABC, Mexicali, Mexico; Rivas-López M., Engineering Institute, UABC, Mexicali, Mexico; Valdez-Salas B., Engineering Institute, UABC, Mexicali, Mexico; Rodríguez-Quiñonez J.C., Faculty of Engineering, UABC, Mexicali, Mexico; Hernández-Balbuena D., Faculty of Engineering, UABC, Mexicali, Mexico; Flores-Fuentes W., Faculty of Engineering, UABC, Mexicali, Mexico; Tyrsa V., Faculty of Engineering, UABC, Mexicali, Mexico; Barrera M.M., Faculty of Engineering, UABC, Mexicali, Mexico; Muerrieta-Rico F.N., Fisica de Materiales, Centro de Investigación Cientfica y Educación Superior de Ensenada, Ensenada, Mexico; Mercorelli P., Leuphana University of Lüneburg, Lüneburg, Germany; Gurko A., Kharkov National Automobile and Highway University, Kharkiv, Ukraine; Kartashov V.M., Department of Radio Electronic Systems, Kharkov National University of Radio Electronics, Kharkiv, Ukraine","","978-150900814-8",""
"Sizov F.; Reva V.; Golenkov O.; Petriakov V.; Shevchik-Shekera A.; Korinets S.; Sakhno M.; Lysiuk I.; Zabudsky V.; Bunchuk S.; Dvoretskii S.","Sizov, F. (35493343400); Reva, V. (7005546182); Golenkov, O. (7006539521); Petriakov, V. (6603686835); Shevchik-Shekera, A. (55778777700); Korinets, S. (6507422696); Sakhno, M. (36562638700); Lysiuk, I. (12241226400); Zabudsky, V. (6603422877); Bunchuk, S. (12240814100); Dvoretskii, S. (6701661877)","35493343400; 7005546182; 7006539521; 6603686835; 55778777700; 6507422696; 36562638700; 12241226400; 6603422877; 12240814100; 6701661877","THz/sub-THz direct detector challenges: Rectification and thermal detectors for active imaging","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908635147&doi=10.1109%2fMIKON.2014.6899989&partnerID=40&md5=0cc923af97072f8c7b3d9656172a489b","Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Institute of Semiconductor Physics SB RAS, 13 Lavrentieva Av., Novosibirsk, 630090, Russian Federation","Sizov F., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Reva V., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Golenkov O., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Petriakov V., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Shevchik-Shekera A., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Korinets S., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Sakhno M., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Lysiuk I., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Zabudsky V., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Bunchuk S., Institute of Semiconductor Physics NAS of Ukraine, 41 Nauki Av., Kyiv, 03680, Ukraine; Dvoretskii S., Institute of Semiconductor Physics SB RAS, 13 Lavrentieva Av., Novosibirsk, 630090, Russian Federation","","978-839315252-0",""
"Gorokhovatskiy V.A.; Gorokhovatskiy A.V.; Peredrii E.O.","Gorokhovatskiy, V.A. (6506997369); Gorokhovatskiy, A.V. (23099879900); Peredrii, E.O. (57202751577)","6506997369; 23099879900; 57202751577","Vector quantization, learning and recognition in the space of descriptors of structural features of images","2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049168157&doi=10.1615%2fTelecomRadEng.v76.i19.50&partnerID=40&md5=d84848fb9db00b4ba344484c06e0f5dc","Kharkiv Educ. and Sci. Institute of State Higher Educational Institution (SHEI) 'Banking University', Kharkiv, Ukraine; Simon Kuznets Kharkiv National University of Economics, 9-A, Nauka Ave, Kharkiv, 61166, Ukraine","Gorokhovatskiy V.A., Kharkiv Educ. and Sci. Institute of State Higher Educational Institution (SHEI) 'Banking University', Kharkiv, Ukraine; Gorokhovatskiy A.V., Simon Kuznets Kharkiv National University of Economics, 9-A, Nauka Ave, Kharkiv, 61166, Ukraine; Peredrii E.O., Kharkiv Educ. and Sci. Institute of State Higher Educational Institution (SHEI) 'Banking University', Kharkiv, Ukraine","00402508","","TCREA"
"Schlesinger M.; Vodolazskiy E.; Lopatka N.","Schlesinger, Michail (7202496602); Vodolazskiy, Evgeniy (47562119600); Lopatka, Nikolai (47561620200)","7202496602; 47562119600; 47561620200","Stop condition for subgradient minimization in dual relaxed (max,+) problem","2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051754546&doi=10.1007%2f978-3-642-23094-3_9&partnerID=40&md5=a890915c5b01b7f9f69c4a615a2fbb7d","International Research and Training Center of Information Technologies and Systems, National Academy of Sciences of Ukraine, Ukraine","Schlesinger M., International Research and Training Center of Information Technologies and Systems, National Academy of Sciences of Ukraine, Ukraine; Vodolazskiy E., International Research and Training Center of Information Technologies and Systems, National Academy of Sciences of Ukraine, Ukraine; Lopatka N., International Research and Training Center of Information Technologies and Systems, National Academy of Sciences of Ukraine, Ukraine","16113349","978-364223093-6",""
"Gorovyi I.M.; Sharapov D.S.","Gorovyi, Ievgen M. (36514483700); Sharapov, Dmytro S. (57188728515)","36514483700; 57188728515","Application of computer vision techniques in modern SAR systems","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962584243&doi=10.1109%2fYSF.2015.7333150&partnerID=40&md5=468cfc79dd842b436d00b9bcf2d8e7b1","Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str, Kharkov, 61002, Ukraine","Gorovyi I.M., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str, Kharkov, 61002, Ukraine; Sharapov D.S., Department of Microwave Electronics, Institute of Radio Astronomy of NAS of Ukraine, 4 Chervonopraporna Str, Kharkov, 61002, Ukraine","","978-146736977-0",""
"Diachenko L.; Minov E.; Ostapov S.; Fochuk P.; Khalavka Y.; Bolotnikov A.; James R.B.","Diachenko, L. (57053118500); Minov, E. (35795806700); Ostapov, S. (6602744324); Fochuk, P. (55879051900); Khalavka, Yu. (21933980800); Bolotnikov, A. (7004062454); James, R.B. (8719459500)","57053118500; 35795806700; 6602744324; 55879051900; 21933980800; 7004062454; 8719459500","New computer system for recognizing micro- and nano-sized objects in semiconductors and colloidal solutions","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018519280&doi=10.21272%2fjnep.8%284%282%29%29.04060&partnerID=40&md5=c8ddae2f33d22f4bc02089fc8a6dce39","Chernivtsi National University, Chernivtsi, Ukraine; Brookhaven National Laboratory, Upton, NY, United States","Diachenko L., Chernivtsi National University, Chernivtsi, Ukraine; Minov E., Chernivtsi National University, Chernivtsi, Ukraine; Ostapov S., Chernivtsi National University, Chernivtsi, Ukraine; Fochuk P., Chernivtsi National University, Chernivtsi, Ukraine; Khalavka Y., Chernivtsi National University, Chernivtsi, Ukraine; Bolotnikov A., Brookhaven National Laboratory, Upton, NY, United States; James R.B., Brookhaven National Laboratory, Upton, NY, United States","20776772","",""
"Gorokhovatsky V.A.; Gorokhovatsky A.V.; Berestovsky A.Ye.","Gorokhovatsky, V.A. (6506997369); Gorokhovatsky, A.V. (23099879900); Berestovsky, A.Ye. (57133089300)","6506997369; 23099879900; 57133089300","Intellectual data processing and self-organization of structural features at recognition of visual objects","2016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969802205&doi=10.1615%2fTelecomRadEng.v75.i2.50&partnerID=40&md5=54205967bc572a833ff301983cc29b2b","Kharkiv Educational and Scientific Institute of State Higher Educational Institution (SHEI) ""Banking University"", Kharkiv, Ukraine; Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave, Kharkiv, 61166, Ukraine; Kharkiv National University of Radio Engineering and Electronics, 14, Lenin Ave, Kharkiv, 61166, Ukraine","Gorokhovatsky V.A., Kharkiv Educational and Scientific Institute of State Higher Educational Institution (SHEI) ""Banking University"", Kharkiv, Ukraine; Gorokhovatsky A.V., Simon Kuznets Kharkiv National University of Economics, 9-A Nauka Ave, Kharkiv, 61166, Ukraine; Berestovsky A.Ye., Kharkiv National University of Radio Engineering and Electronics, 14, Lenin Ave, Kharkiv, 61166, Ukraine","00402508","","TCREA"
"Ponomarenko N.; Lukin V.; Zriakhov M.; Kaarna A.","Ponomarenko, Nikolay (7005723502); Lukin, Vladimir (7102438809); Zriakhov, Mikhail (13104908300); Kaarna, Arto (6701437524)","7005723502; 7102438809; 13104908300; 6701437524","Improved grouping and noise cancellation for automatic lossy compression of AVIRIS images","2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650860253&doi=10.1007%2f978-3-642-17691-3_24&partnerID=40&md5=3ef5c1b088fa13a2e87b3e4c7660f54a","National Aerospace University, Department of Transmitters, Receivers and Signal Processing, Kharkov 61070, 17 Chkalova Street, Ukraine; Lappeenranta University of Technology, Department of Information Technology, Machine Vision and Pattern Recognition Laboratory, Lappeenranta FI-53851, P.O. Box 20, Finland","Ponomarenko N., National Aerospace University, Department of Transmitters, Receivers and Signal Processing, Kharkov 61070, 17 Chkalova Street, Ukraine; Lukin V., National Aerospace University, Department of Transmitters, Receivers and Signal Processing, Kharkov 61070, 17 Chkalova Street, Ukraine; Zriakhov M., National Aerospace University, Department of Transmitters, Receivers and Signal Processing, Kharkov 61070, 17 Chkalova Street, Ukraine; Kaarna A., Lappeenranta University of Technology, Department of Information Technology, Machine Vision and Pattern Recognition Laboratory, Lappeenranta FI-53851, P.O. Box 20, Finland","16113349","3642176909; 978-364217690-6",""
