"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Khovrat A.; Kobziev V.","Khovrat, Artem (58128129600); Kobziev, Volodymyr (6507354120)","58128129600; 6507354120","Using Recurrent and Convulation Neural Networks to Indentify the Fake Audio Messages","2023","10.1109/MSNMC61017.2023.10329236","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180373531&doi=10.1109%2fMSNMC61017.2023.10329236&partnerID=40&md5=eff091cda24913c94fb79a2b9ca8ad9b","Kharkiv National University of Radio Electronics, Dept. of Software Engineering, Kharkiv, Ukraine","Khovrat A., Kharkiv National University of Radio Electronics, Dept. of Software Engineering, Kharkiv, Ukraine; Kobziev V., Kharkiv National University of Radio Electronics, Dept. of Software Engineering, Kharkiv, Ukraine","","979-835039515-0","",""
"Vrublevskyi V.; Marchenko O.","Vrublevskyi, V. (57216151170); Marchenko, O. (44661392700)","57216151170; 44661392700","Development and Analysis of a Sentence Semantics Representation Model","2022","10.1007/s10559-022-00430-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123822612&doi=10.1007%2fs10559-022-00430-9&partnerID=40&md5=fb4018ac2d587c135a1579854cfee2eb","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","Vrublevskyi V., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Marchenko O., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","10600396","","",""
"Derbentsev V.D.; Bezkorovainyi V.S.; Matviychuk A.V.; Pomazun O.M.; Hrabariev A.V.; Hostryk A.M.","Derbentsev, Vasily D. (57210340695); Bezkorovainyi, Vitalii S. (57210596966); Matviychuk, Andriy V. (56011088600); Pomazun, Oksana M. (57250162100); Hrabariev, Andrii V. (57163770300); Hostryk, Alexey M. (57219776521)","57210340695; 57210596966; 56011088600; 57250162100; 57163770300; 57219776521","A comparative study of deep learning models for sentiment analysis of social media texts","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171156278&partnerID=40&md5=6b8c7bdec409c9a9e2a4fe942466916a","Kyiv National Economic University named after Vadym Hetman, 54/1 Peremogy Ave., Kyiv, 03680, Ukraine; Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Odessa National Economic University, 8 Preobrazhenskaya Str., Odessa, 65082, Ukraine","Derbentsev V.D., Kyiv National Economic University named after Vadym Hetman, 54/1 Peremogy Ave., Kyiv, 03680, Ukraine; Bezkorovainyi V.S., Kyiv National Economic University named after Vadym Hetman, 54/1 Peremogy Ave., Kyiv, 03680, Ukraine; Matviychuk A.V., Kyiv National Economic University named after Vadym Hetman, 54/1 Peremogy Ave., Kyiv, 03680, Ukraine, Kryvyi Rih State Pedagogical University, 54 Gagarin Ave., Kryvyi Rih, 50086, Ukraine; Pomazun O.M., Kyiv National Economic University named after Vadym Hetman, 54/1 Peremogy Ave., Kyiv, 03680, Ukraine; Hrabariev A.V., Kyiv National Economic University named after Vadym Hetman, 54/1 Peremogy Ave., Kyiv, 03680, Ukraine; Hostryk A.M., Odessa National Economic University, 8 Preobrazhenskaya Str., Odessa, 65082, Ukraine","16130073","","",""
"Panchenko D.; Maksymenko D.; Turuta O.; Yerokhin A.; Daniiel Y.; Turuta O.","Panchenko, Dmytro (57212020095); Maksymenko, Daniil (57907544400); Turuta, Olena (57907345200); Yerokhin, Andriy (57189381444); Daniiel, Yana (57209339417); Turuta, Oleksii (57189377891)","57212020095; 57907544400; 57907345200; 57189381444; 57209339417; 57189377891","Evaluation and Analysis of the NLP Model Zoo for Ukrainian Text Classification","2022","10.1007/978-3-031-20834-8_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145217488&doi=10.1007%2f978-3-031-20834-8_6&partnerID=40&md5=4d7be6164bb1c40461a4fba7c08e1db7","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","Panchenko D., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Maksymenko D., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Turuta O., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Yerokhin A., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Daniiel Y., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Turuta O., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","18650929","978-303120833-1","",""
"Klymenko M.; Doesburg S.M.; Medvedev G.; Xi P.; Ribary U.; Vakorin V.A.","Klymenko, Mykola (57967667400); Doesburg, Sam M. (8721433400); Medvedev, George (57204760191); Xi, Pengcheng (55176928200); Ribary, Urs (6701499063); Vakorin, Vasily A. (20735841100)","57967667400; 8721433400; 57204760191; 55176928200; 6701499063; 20735841100","Byte-Pair Encoding for Classifying Routine Clinical Electroencephalograms in Adults Over the Lifespan","2023","10.1109/JBHI.2023.3236264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147297221&doi=10.1109%2fJBHI.2023.3236264&partnerID=40&md5=486a8236525f6a11fec35ed9db3343a1","Ukrainian Catholic University, Applied Science Faculty, Lviv, 79000, Ukraine; Simon Fraser University, Department of Biomedical Physiology and Kinesiology, Behavioral and Cognitive Neuroscience Institute, Burnaby, V5A 1S6, BC, Canada; Fraser Health Authority, Division of Neurology, Surrey, V3T 5X3, BC, Canada; National Research Council of Canada, Digital Technologies Research Centre, Ottawa, K1A0R6, ON, Canada; Simon Fraser University, Department of Psychology, Behavioral and Cognitive Neuroscience Institute, Burnaby, V5A 1S6, BC, Canada","Klymenko M., Ukrainian Catholic University, Applied Science Faculty, Lviv, 79000, Ukraine; Doesburg S.M., Simon Fraser University, Department of Biomedical Physiology and Kinesiology, Behavioral and Cognitive Neuroscience Institute, Burnaby, V5A 1S6, BC, Canada; Medvedev G., Fraser Health Authority, Division of Neurology, Surrey, V3T 5X3, BC, Canada; Xi P., National Research Council of Canada, Digital Technologies Research Centre, Ottawa, K1A0R6, ON, Canada; Ribary U., Simon Fraser University, Department of Psychology, Behavioral and Cognitive Neuroscience Institute, Burnaby, V5A 1S6, BC, Canada; Vakorin V.A., Simon Fraser University, Department of Biomedical Physiology and Kinesiology, Behavioral and Cognitive Neuroscience Institute, Burnaby, V5A 1S6, BC, Canada","21682194","","ITIBF","All Open Access; Green Open Access"
"Gatiatullin A.; Kubedinova L.; Prokopyev N.; Ibraim A.","Gatiatullin, Ayrat (56500678000); Kubedinova, Lenara (57200283057); Prokopyev, Nikolai (57206891311); Ibraim, Abduramanov (57964482200)","56500678000; 57200283057; 57206891311; 57964482200","Toolset of 'Turkic Morpheme' Portal for Creation of Electronic Corpora of Turkic Languages in a Unified Conceptual Space","2022","10.1109/UBMK55850.2022.9919449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141832992&doi=10.1109%2fUBMK55850.2022.9919449&partnerID=40&md5=22963669bfa1e47275036e03ee61b795","Institute of Applied Semiotics, Tatarstan Academy of Sciences, Kazan, Russian Federation; Insitute of Foreign Philology, Crimean Federal University, Simferopol, Ukraine; Institute of Computational Mathematics and Information Technologies, Kazan Federal University, Kazan, Russian Federation; Physical and Technical Institute, Crimean Federal University, Simferopol, Ukraine","Gatiatullin A., Institute of Applied Semiotics, Tatarstan Academy of Sciences, Kazan, Russian Federation; Kubedinova L., Insitute of Foreign Philology, Crimean Federal University, Simferopol, Ukraine; Prokopyev N., Institute of Computational Mathematics and Information Technologies, Kazan Federal University, Kazan, Russian Federation; Ibraim A., Physical and Technical Institute, Crimean Federal University, Simferopol, Ukraine","","978-166547010-0","",""
"Saichyshyna N.; Maksymenko D.; Turuta O.; Yerokhin A.; Turuta O.; Babii A.","Saichyshyna, Nataliia (58066372700); Maksymenko, Daniil (57907544400); Turuta, Oleksii (57189377891); Yerokhin, Andriy (57189381444); Turuta, Olena (57907345200); Babii, Andrii (57189391408)","58066372700; 57907544400; 57189377891; 57189381444; 57907345200; 57189391408","Extension Multi30K: Multimodal Dataset for Integrated Vision and Language Research in Ukrainian","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175999944&partnerID=40&md5=93e7c1c1028a0aeb798c1be2defed468","Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine","Saichyshyna N., Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine; Maksymenko D., Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine; Turuta O., Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine; Yerokhin A., Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine; Turuta O., Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine; Babii A., Kharkiv National University of Radio Electronics, Nauky Ave. 14, Kharkiv, Ukraine","","978-195942952-4","",""
"Vysotska V.; Mazepa S.; Chyrun L.; Brodyak O.; Shakleina I.; Schuchmann V.","Vysotska, Victoria (24484045400); Mazepa, Svitlana (57219591847); Chyrun, Lyubomyr (55225672300); Brodyak, Oksana (57193993937); Shakleina, Iryna (58066688800); Schuchmann, Vadim (57224193208)","24484045400; 57219591847; 55225672300; 57193993937; 58066688800; 57224193208","NLP Tool for Extracting Relevant Information from Criminal Reports or Fakes/Propaganda Content","2022","10.1109/CSIT56902.2022.10000563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146328359&doi=10.1109%2fCSIT56902.2022.10000563&partnerID=40&md5=025e9b56ce577adcb03a67be45f6f39a","Lviv Polytechnic National University, Lviv, Ukraine; Osnabrück University, Osnabrück, Germany; West Ukrainian National University, Criminal Law and Procedure Department, Ternopil, Ukraine; Ivan Franko National University of Lviv, Applied Mathematics Department, Lviv, Ukraine; Lviv Polytechnic National University, Mathematics Department, Lviv, Ukraine; Ivan Franko Drohobych State Pedagogical University, Informatics and Information Systems Department, Drohobych, Ukraine; West Ukrainian National University, Software Engineering Department, Ternopil, Ukraine","Vysotska V., Lviv Polytechnic National University, Lviv, Ukraine, Osnabrück University, Osnabrück, Germany; Mazepa S., West Ukrainian National University, Criminal Law and Procedure Department, Ternopil, Ukraine; Chyrun L., Ivan Franko National University of Lviv, Applied Mathematics Department, Lviv, Ukraine; Brodyak O., Lviv Polytechnic National University, Mathematics Department, Lviv, Ukraine; Shakleina I., Ivan Franko Drohobych State Pedagogical University, Informatics and Information Systems Department, Drohobych, Ukraine; Schuchmann V., West Ukrainian National University, Software Engineering Department, Ternopil, Ukraine","27663655","979-835033431-9","",""
"Varvaruk I.; Solowij U.; Stefurak R.; Ivanyshyn N.; Dzhochka I.","Varvaruk, Inna (58676106400); Solowij, Ulyana (58676295600); Stefurak, Roksolana (58675366000); Ivanyshyn, Nataliia (58163046300); Dzhochka, Iryna (58675555900)","58676106400; 58676295600; 58675366000; 58163046300; 58675555900","Mapping conceptual spaces in contemporary linguistics: Insights from lexical analysis","2023","10.58256/rjah.v4i4.1279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175485266&doi=10.58256%2frjah.v4i4.1279&partnerID=40&md5=c8618437a4c36123d122a07d5fdd537c","Department of Translation and Philology at Higher Educational Institution “King Danylo University”, Ukraine; Department of Ukrainian Language at Vasyl Stefanyk Precarpathian National University, Ukraine","Varvaruk I., Department of Translation and Philology at Higher Educational Institution “King Danylo University”, Ukraine; Solowij U., Department of Translation and Philology at Higher Educational Institution “King Danylo University”, Ukraine; Stefurak R., Department of Ukrainian Language at Vasyl Stefanyk Precarpathian National University, Ukraine; Ivanyshyn N., Department of Ukrainian Language at Vasyl Stefanyk Precarpathian National University, Ukraine; Dzhochka I., Department of Ukrainian Language at Vasyl Stefanyk Precarpathian National University, Ukraine","27085945","","",""
"Savytska L.; Turgut Sübay M.; Vnukova N.; Bezugla I.; Pyvovarov V.","Savytska, Larysa (57224201563); Turgut Sübay, M. (57815927800); Vnukova, Nataliya (56607137800); Bezugla, Iryna (57224193648); Pyvovarov, Vasyl (57409406200)","57224201563; 57815927800; 56607137800; 57224193648; 57409406200","Word2Vec Model Analysis for Semantic and Morphologic Similarities in Turkish Words","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134756503&partnerID=40&md5=4b5de22971a06a1170477791f3035182","Simon Kuznets Kharkiv National University of Economics, Nauky av. 9a, Kharkiv, 61166, Ukraine; Piramit Danismanlik A.S., Kadıköy, İstanbul, Turkey; Yaroslav Mudryi National Law University, Pushkinska str. 77, Kharkiv, 61024, Ukraine","Savytska L., Simon Kuznets Kharkiv National University of Economics, Nauky av. 9a, Kharkiv, 61166, Ukraine; Turgut Sübay M., Piramit Danismanlik A.S., Kadıköy, İstanbul, Turkey; Vnukova N., Simon Kuznets Kharkiv National University of Economics, Nauky av. 9a, Kharkiv, 61166, Ukraine; Bezugla I., Simon Kuznets Kharkiv National University of Economics, Nauky av. 9a, Kharkiv, 61166, Ukraine; Pyvovarov V., Yaroslav Mudryi National Law University, Pushkinska str. 77, Kharkiv, 61024, Ukraine","16130073","","",""
"Basyuk T.; Vasyliuk A.; Lytvyn V.; Vlasenko O.","Basyuk, Taras (57189387618); Vasyliuk, Andrii (57208904970); Lytvyn, Vasyl (56446930100); Vlasenko, Olha (58061034800)","57189387618; 57208904970; 56446930100; 58061034800","Features of designing and implementing an information system for studying and determining the level of foreign language proficiency","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146121148&partnerID=40&md5=088ba073e293107f8519424b6cf03114","Lviv Polytechnic National University, Bandera str.12, Lviv, 79013, Ukraine; Osnabrück University, Institute of Education Science, Heger-Tor-Wall 9, Osnabrück, 49074, Germany","Basyuk T., Lviv Polytechnic National University, Bandera str.12, Lviv, 79013, Ukraine; Vasyliuk A., Lviv Polytechnic National University, Bandera str.12, Lviv, 79013, Ukraine; Lytvyn V., Lviv Polytechnic National University, Bandera str.12, Lviv, 79013, Ukraine; Vlasenko O., Osnabrück University, Institute of Education Science, Heger-Tor-Wall 9, Osnabrück, 49074, Germany","16130073","","",""
"Kopp A.; Orlovskyi D.","Kopp, Andrii (57202887287); Orlovskyi, Dmytro (57202894400)","57202887287; 57202894400","Towards the Enterprise Architecture Web Mining Approach and Software Tool","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149406097&partnerID=40&md5=28d14038b573400c97bac6f5363f76f2","National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova str. 2, Kharkiv, 61002, Ukraine","Kopp A., National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova str. 2, Kharkiv, 61002, Ukraine; Orlovskyi D., National Technical University “Kharkiv Polytechnic Institute”, Kyrpychova str. 2, Kharkiv, 61002, Ukraine","16130073","","",""
"Smelyakov K.; Karachevtsev D.; Kulemza D.; Samoilenko Y.; Patlan O.; Chupryna A.","Smelyakov, Kirill (57203149663); Karachevtsev, Danil (57250027000); Kulemza, Denis (57249729800); Samoilenko, Yehor (57250163100); Patlan, Oleh (57249456600); Chupryna, Anastasiya (57202997528)","57203149663; 57250027000; 57249729800; 57250163100; 57249456600; 57202997528","Effectiveness of Preprocessing Algorithms for Natural Language Processing Applications","2021","10.1109/PICST51311.2020.9467919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114436038&doi=10.1109%2fPICST51311.2020.9467919&partnerID=40&md5=d6ea65b597d65b516836f0b052775d38","Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine","Smelyakov K., Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine; Karachevtsev D., Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine; Kulemza D., Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine; Samoilenko Y., Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine; Patlan O., Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine; Chupryna A., Kharkiv National University of Radio Electronics, Department of Electronic Computers, Nauky Ave., 14, Ukraine","","978-172819177-5","",""
"Ritschl V.; Sperl L.; Andrews M.R.; Björk M.; Boström C.; Cappon J.; Davergne T.; De La Torre-Aboki J.; De Thurah A.; Domján A.; Dragoi R.G.; Estévez-López F.; Ferreira R.J.O.; Fragoulis G.E.; Grygielska J.; Kõrve K.; Kukkurainen M.L.; Madelaine-Bonjour C.; Marques A.; Meesters J.; Moe R.H.; Moholt E.; Mosor E.; Naimer-Stach C.; Ndosi M.; Pchelnikova P.; Primdahl J.; Putrik P.; Rausch Osthoff A.-K.; Smucrova H.; Testa M.; Van Bodegom-Vos L.; Peter W.F.; Zangi H.A.; Zimba O.; Vliet Vlieland T.P.M.; Stamm T.A.","Ritschl, Valentin (57200656864); Sperl, Lisa (57779866700); Andrews, Margaret Renn (57221251524); Björk, Mathilda (12244766100); Boström, Carina (16738414700); Cappon, Jeannette (56732846900); Davergne, Thomas (56705425500); De La Torre-Aboki, Jenny (16424767400); De Thurah, Annette (35091070700); Domján, Andrea (57212264339); Dragoi, Razvan Gabriel (55918170000); Estévez-López, Fernando (55136041600); Ferreira, Ricardo J.O. (56370660300); Fragoulis, George E. (15764874400); Grygielska, Jolanta (25623202800); Kõrve, Katti (58293117000); Kukkurainen, Marja Leena (16506906900); Madelaine-Bonjour, Christel (58293053100); Marques, Andréa (55829355200); Meesters, Jorit (26537856500); Moe, Rikke Helene (57218377141); Moholt, Ellen (56508443400); Mosor, Erika (55787098000); Naimer-Stach, Claudia (58293204900); Ndosi, Mwidimi (25960281200); Pchelnikova, Polina (57210427927); Primdahl, Jette (36622070600); Putrik, Polina (55510665600); Rausch Osthoff, Anne-Kathrin (56458972100); Smucrova, Hana (57192173871); Testa, Marco (56602370400); Van Bodegom-Vos, Leti (55376495300); Peter, Wilfred F. (7006884242); Zangi, Heidi A. (26538224800); Zimba, Olena (57189604009); Vliet Vlieland, Theodora P.M. (7003709761); Stamm, Tanja A (7004321698)","57200656864; 57779866700; 57221251524; 12244766100; 16738414700; 56732846900; 56705425500; 16424767400; 35091070700; 57212264339; 55918170000; 55136041600; 56370660300; 15764874400; 25623202800; 58293117000; 16506906900; 58293053100; 55829355200; 26537856500; 57218377141; 56508443400; 55787098000; 58293204900; 25960281200; 57210427927; 36622070600; 55510665600; 56458972100; 57192173871; 56602370400; 55376495300; 7006884242; 26538224800; 57189604009; 7003709761; 7004321698","Educational readiness among health professionals in rheumatology: Low awareness of EULAR offerings and unfamiliarity with the course content as major barriers - Results of a EULAR-funded European survey","2023","10.1136/rmdopen-2023-003120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160458313&doi=10.1136%2frmdopen-2023-003120&partnerID=40&md5=b08ebe185b0369363de044fae7772ec8","Institute for Outcomes Research, Center for Medical Data Science, Medical University of Vienna, Wien, Austria; Ludwig Boltzmann Institute for Arthritis and Rehabilitation, Vienna, Austria; Department of Health, Medicine and Caring Sciences, Linköping University, Linkoping, Sweden; Neurobiology, Care Sciences and Society, Division of Physiotherapy, Karolinska Institute, Stockholm, Sweden; Department of Pediatric Rehabillitation, Reade Centre for Rehabillitation and Rheumatology, Amsterdam, Netherlands; Sorbonne Université, INSERM, Institut Pierre Louis d'Épidémiologie et de Santé Publique, Paris, France; Dermatology Department, Dr Balmis General and University Hospital, Alicante, Spain; Rheumatology, Aarhus University Hospital, Århus N, Denmark; Clinical Medicine, Aarhus University, Aarhus, Denmark; Department of Rheumatology, University of Debrecen, Faculty of Medicine, Debrecen, Hungary; Department of Balneology Rehabilitation and Rheumatology, University of Medicine and Pharmacy Victor Babes Timisoara, Timisoara, Romania; Department of Social and Behavioral Science, Harvard T.H. Chan School of Public Health, Harvard University, Boston, MA, United States; Rheumatology, Centro Hospitalar e Universitário de Coimbra, Coimbra, Portugal; Nursing Research, Innovation and Development Centre of Lisbon (CIDNUR), Nursing School of Lisbon (ESEL), Coimbra, Portugal; Joint Rheumatology Programme, National and Kapodistrian University of Athens, Athens, Greece; Department of Polish Rheuma Federation REF, Warsaw, Poland; Center of Rheumatology, East Tallinn Central Hospital, Tallinn, Estonia; Department of the Finnish Society of Rheumatology Nurses, Helsinki, Finland; Department of Rheumatology, Centre Hospitalier Universitaire Vaudois, Lausanne, Switzerland; Health Sciences Research Unit Nursing, Higher School of Nursing of Coimbra, Coimbra, Portugal; Department of Rheumatology, Centro Hospitalar e Universitário de Coimbra EPe, Coimbra, Portugal; Department of Orthopaedics, Rehabilitation Medicine and Physical Therapy, Leiden University Medical Center, Leiden, Netherlands; NKRR, REMEDY, Division of Rheumatology and Research, Diakonhjemmet Hospital, Oslo, Norway; 28BG/BRG Wolkersdorf, Wolkersdorf, Austria; School of Health and Social Wellbeing, University of the West of England, Bristol, United Kingdom; Academic Rheumatology, University Hospitals Bristol and Weston NHS Foundation Trust, Bristol, United Kingdom; Patient Research Partner, Moscow, Russian Federation; Danish Hospital for Rheumatic Diseases, University Hospital of Southern Denmark, Sønderborg, Denmark; Department of Regional Health Research, University of Southern Denmark, Syddanmark, Odense, Denmark; Department of Rheumatology, Internal Medicine, MUMC, Department of Health Services Research, Maastricht University, Maastricht, Netherlands; Institute of Physiotherapy, Zurich University of Applied Sciences, School of Health Professions, Winterthur, Switzerland; Orthopaedics, Rehabilitation and Physical Therapy, Leiden University Medical Center, Leiden, Netherlands; Center of Medical Rehabilitation, Institute of Rheumatology, Prague, Czech Republic; Department of Neuroscience Rehabilitation, Ophthalmology, Genetics, Maternal and Child Health, University of Genoa, Genova, Italy; Department of Biomedical Data Sciences, Medical Decision Making, Leiden University Medical Center, Leiden, Netherlands; Amsterdam Rehabilitation Research Center, Amsterdam, Netherlands; Department of Rheumatology and Research, VID Specialized University, Oslo, Norway; Department of Clinical Rheumatology and Immunology, University Hospital in Krakow, Krakow, Poland; Danylo Halytsky Lviv National Medical University, Lviv, Ukraine; Institute for Outcomes Research, Centre for Medical Data Science, Medical University of Vienna, Wien, Austria","Ritschl V., Institute for Outcomes Research, Center for Medical Data Science, Medical University of Vienna, Wien, Austria, Ludwig Boltzmann Institute for Arthritis and Rehabilitation, Vienna, Austria; Sperl L., Institute for Outcomes Research, Center for Medical Data Science, Medical University of Vienna, Wien, Austria, Ludwig Boltzmann Institute for Arthritis and Rehabilitation, Vienna, Austria; Andrews M.R., Institute for Outcomes Research, Center for Medical Data Science, Medical University of Vienna, Wien, Austria; Björk M., Department of Health, Medicine and Caring Sciences, Linköping University, Linkoping, Sweden; Boström C., Neurobiology, Care Sciences and Society, Division of Physiotherapy, Karolinska Institute, Stockholm, Sweden; Cappon J., Department of Pediatric Rehabillitation, Reade Centre for Rehabillitation and Rheumatology, Amsterdam, Netherlands; Davergne T., Sorbonne Université, INSERM, Institut Pierre Louis d'Épidémiologie et de Santé Publique, Paris, France; De La Torre-Aboki J., Dermatology Department, Dr Balmis General and University Hospital, Alicante, Spain; De Thurah A., Rheumatology, Aarhus University Hospital, Århus N, Denmark, Clinical Medicine, Aarhus University, Aarhus, Denmark; Domján A., Department of Rheumatology, University of Debrecen, Faculty of Medicine, Debrecen, Hungary; Dragoi R.G., Department of Balneology Rehabilitation and Rheumatology, University of Medicine and Pharmacy Victor Babes Timisoara, Timisoara, Romania; Estévez-López F., Department of Social and Behavioral Science, Harvard T.H. Chan School of Public Health, Harvard University, Boston, MA, United States; Ferreira R.J.O., Rheumatology, Centro Hospitalar e Universitário de Coimbra, Coimbra, Portugal, Nursing Research, Innovation and Development Centre of Lisbon (CIDNUR), Nursing School of Lisbon (ESEL), Coimbra, Portugal; Fragoulis G.E., Joint Rheumatology Programme, National and Kapodistrian University of Athens, Athens, Greece; Grygielska J., Department of Polish Rheuma Federation REF, Warsaw, Poland; Kõrve K., Center of Rheumatology, East Tallinn Central Hospital, Tallinn, Estonia; Kukkurainen M.L., Department of the Finnish Society of Rheumatology Nurses, Helsinki, Finland; Madelaine-Bonjour C., Department of Rheumatology, Centre Hospitalier Universitaire Vaudois, Lausanne, Switzerland; Marques A., Health Sciences Research Unit Nursing, Higher School of Nursing of Coimbra, Coimbra, Portugal, Department of Rheumatology, Centro Hospitalar e Universitário de Coimbra EPe, Coimbra, Portugal; Meesters J., Department of Orthopaedics, Rehabilitation Medicine and Physical Therapy, Leiden University Medical Center, Leiden, Netherlands; Moe R.H., NKRR, REMEDY, Division of Rheumatology and Research, Diakonhjemmet Hospital, Oslo, Norway; Moholt E., NKRR, REMEDY, Division of Rheumatology and Research, Diakonhjemmet Hospital, Oslo, Norway; Mosor E., Institute for Outcomes Research, Center for Medical Data Science, Medical University of Vienna, Wien, Austria; Naimer-Stach C., 28BG/BRG Wolkersdorf, Wolkersdorf, Austria; Ndosi M., School of Health and Social Wellbeing, University of the West of England, Bristol, United Kingdom, Academic Rheumatology, University Hospitals Bristol and Weston NHS Foundation Trust, Bristol, United Kingdom; Pchelnikova P., Patient Research Partner, Moscow, Russian Federation; Primdahl J., Danish Hospital for Rheumatic Diseases, University Hospital of Southern Denmark, Sønderborg, Denmark, Department of Regional Health Research, University of Southern Denmark, Syddanmark, Odense, Denmark; Putrik P., Department of Rheumatology, Internal Medicine, MUMC, Department of Health Services Research, Maastricht University, Maastricht, Netherlands; Rausch Osthoff A.-K., Institute of Physiotherapy, Zurich University of Applied Sciences, School of Health Professions, Winterthur, Switzerland, Orthopaedics, Rehabilitation and Physical Therapy, Leiden University Medical Center, Leiden, Netherlands; Smucrova H., Center of Medical Rehabilitation, Institute of Rheumatology, Prague, Czech Republic; Testa M., Department of Neuroscience Rehabilitation, Ophthalmology, Genetics, Maternal and Child Health, University of Genoa, Genova, Italy; Van Bodegom-Vos L., Department of Biomedical Data Sciences, Medical Decision Making, Leiden University Medical Center, Leiden, Netherlands; Peter W.F., Department of Orthopaedics, Rehabilitation Medicine and Physical Therapy, Leiden University Medical Center, Leiden, Netherlands, Amsterdam Rehabilitation Research Center, Amsterdam, Netherlands; Zangi H.A., NKRR, REMEDY, Division of Rheumatology and Research, Diakonhjemmet Hospital, Oslo, Norway, Department of Rheumatology and Research, VID Specialized University, Oslo, Norway; Zimba O., Department of Clinical Rheumatology and Immunology, University Hospital in Krakow, Krakow, Poland, Danylo Halytsky Lviv National Medical University, Lviv, Ukraine; Vliet Vlieland T.P.M., Department of Orthopaedics, Rehabilitation Medicine and Physical Therapy, Leiden University Medical Center, Leiden, Netherlands; Stamm T.A., Ludwig Boltzmann Institute for Arthritis and Rehabilitation, Vienna, Austria, Institute for Outcomes Research, Centre for Medical Data Science, Medical University of Vienna, Wien, Austria","20565933","","","All Open Access; Gold Open Access; Green Open Access"
"Shubin I.; Kozyriev A.","Shubin, Igor (57188703184); Kozyriev, Andrii (57208898156)","57188703184; 57208898156","Method for Solving Quantifier Linear Equations for Formation of Optimal Queries to Databases","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160827994&partnerID=40&md5=4eafc632f3858386158533f9096b7ce9","Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine","Shubin I., Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine; Kozyriev A., Kharkiv National University of Radio Electronics, Nauky ave. 14, Kharkiv, 61166, Ukraine","16130073","","",""
"Shynkarenko V.; Zhuchyi L.","Shynkarenko, V. (26635896100); Zhuchyi, L. (57224202699)","26635896100; 57224202699","Semantic checking of information support for heterogeneous resources of train speed restrictions by ontological means","2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168062881&partnerID=40&md5=b103316e08f451c78657f503a570a2bc","Ukrainian State University of Science and Technologies, Dnipro, Ukraine","Shynkarenko V., Ukrainian State University of Science and Technologies, Dnipro, Ukraine; Zhuchyi L., Ukrainian State University of Science and Technologies, Dnipro, Ukraine","","978-877022781-0; 978-877022782-7","",""
