"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Babichev S.; Spivakovskiy A.; Škvor J.","Babichev, Sergii (57189091127); Spivakovskiy, Aleksander (16431204200); Škvor, Jiří (56964898800)","57189091127; 16431204200; 56964898800","Comparison analysis of clustering quality criteria using inductive methods of objective clustering","2020","10.1007/978-3-030-61656-4_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097213260&doi=10.1007%2f978-3-030-61656-4_10&partnerID=40&md5=3a4a6098f2b361a439bccd6d339dc39e","Jan Evangelista Purkyně University in Ústí nad Labem, Ústí nad Labem, Czech Republic; Kherson State University, Kherson, Ukraine","Babichev S., Jan Evangelista Purkyně University in Ústí nad Labem, Ústí nad Labem, Czech Republic, Kherson State University, Kherson, Ukraine; Spivakovskiy A., Kherson State University, Kherson, Ukraine; Škvor J., Jan Evangelista Purkyně University in Ústí nad Labem, Ústí nad Labem, Czech Republic","18650929","978-303061655-7","",""
"Kofman P.; Dobosevych O.; Hryniv R.","Kofman, Philipp (57215963810); Dobosevych, Oles (57215968839); Hryniv, Rostyslav (6602147275)","57215963810; 57215968839; 6602147275","Investigation of the complex data distributions for their efficient generation","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082494049&partnerID=40&md5=aac53eb70e028d533c603973fde9acd0","Ukrainian Catholic University, Lviv, Ukraine; University of Rzeszw, Rzeszw, Poland","Kofman P., Ukrainian Catholic University, Lviv, Ukraine; Dobosevych O., Ukrainian Catholic University, Lviv, Ukraine; Hryniv R., Ukrainian Catholic University, Lviv, Ukraine, University of Rzeszw, Rzeszw, Poland","16130073","","",""
"Iordanov I.; Novikova Y.; Simonova Y.; Yefremov O.; Podkopayev Y.; Korol A.","Iordanov, Ihor (57212267270); Novikova, Yuliia (57201991362); Simonova, Yuliia (57212270309); Yefremov, Oleh (57218894423); Podkopayev, Yevgen (57220048961); Korol, Anton (57529464200)","57212267270; 57201991362; 57212270309; 57218894423; 57220048961; 57529464200","Experimental characteristics for deformation properties of backfill mass","2020","10.33271/mining14.03.119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090630092&doi=10.33271%2fmining14.03.119&partnerID=40&md5=ce648adddfc22deb5052aad60dbf788b","LLC “MC ELTEKO”, Kostiantynivka, 85103, Ukraine; Donetsk National Technical University, Pokrovsk, 85300, Ukraine; LLC “DTEK Dobropolyeugol”, Dobropillia, 85043, Ukraine","Iordanov I., LLC “MC ELTEKO”, Kostiantynivka, 85103, Ukraine; Novikova Y., Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Simonova Y., Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Yefremov O., Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Podkopayev Y., Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Korol A., LLC “DTEK Dobropolyeugol”, Dobropillia, 85043, Ukraine","24153435","","","All Open Access; Green Open Access; Hybrid Gold Open Access"
"Lutskiv A.; Popovych N.","Lutskiv, Andriy (57216491282); Popovych, Nataliya (57210605029)","57216491282; 57210605029","Big data approach to developing adaptable corpus tools","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085190736&partnerID=40&md5=9981de62533301b02e7512413814db5c","Computer Systems and Networks, Department Ternopil Ivan Puluj National Technical University, Ternopil', Ukraine; Department of Multicultural Education, Translation State University “Uzhhorod National University”, Uzhhorod, Ukraine","Lutskiv A., Computer Systems and Networks, Department Ternopil Ivan Puluj National Technical University, Ternopil', Ukraine; Popovych N., Department of Multicultural Education, Translation State University “Uzhhorod National University”, Uzhhorod, Ukraine","16130073","","",""
"Kiyko V.; Lytvyn V.; Chyrun L.; Vyshemyrska S.; Lurie I.; Hrubel M.","Kiyko, Vasyl (57220198250); Lytvyn, Vasyl (56446930100); Chyrun, Lubomyr (55225672300); Vyshemyrska, Svitlana (57210284358); Lurie, Iryna (57204941407); Hrubel, Mykhailo (57220194329)","57220198250; 56446930100; 55225672300; 57210284358; 57204941407; 57220194329","Forest cover type classification based on environment characteristics and machine learning technology","2020","10.1007/978-3-030-61656-4_34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097245485&doi=10.1007%2f978-3-030-61656-4_34&partnerID=40&md5=cbf7d14e145b48cbbbe43362f0e4a617","Lviv Polytechnic National University, Lviv, Ukraine; Ivan Franko National University of Lviv, Lviv, Ukraine; Kherson National Technical University, Kherson, Ukraine; Hetman Petro Sahaidachnyi National Army Academy, Lviv, Ukraine","Kiyko V., Lviv Polytechnic National University, Lviv, Ukraine; Lytvyn V., Lviv Polytechnic National University, Lviv, Ukraine; Chyrun L., Ivan Franko National University of Lviv, Lviv, Ukraine; Vyshemyrska S., Kherson National Technical University, Kherson, Ukraine; Lurie I., Kherson National Technical University, Kherson, Ukraine; Hrubel M., Hetman Petro Sahaidachnyi National Army Academy, Lviv, Ukraine","18650929","978-303061655-7","",""
"Babenko D.; Dyomkin V.","Babenko, Dmytro (57509024900); Dyomkin, Vsevolod (10040896900)","57509024900; 10040896900","Determining sentiment and important properties of Ukrainian language user reviews","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082471606&partnerID=40&md5=05e4d3423c323c8a177463b73779166c","Ukrainian Catholic University, Lviv, Ukraine","Babenko D., Ukrainian Catholic University, Lviv, Ukraine; Dyomkin V., Ukrainian Catholic University, Lviv, Ukraine","16130073","","",""
"Duda O.; Kunanets N.; Matsiuk O.; Pasichnyk V.; Veretennikova N.; Fedonuyk A.; Yunchyk V.","Duda, Oleksii (57200173815); Kunanets, Nataliia (57189375884); Matsiuk, Oleksandr (24178188900); Pasichnyk, Volodymyr (24483963200); Veretennikova, Nataliia (57189387163); Fedonuyk, Anatoliy (57218345616); Yunchyk, Valentyna (57218347265)","57200173815; 57189375884; 24178188900; 24483963200; 57189387163; 57218345616; 57218347265","Selection of effective methods of big data analytical processing in information systems of smart cities","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088881471&partnerID=40&md5=b97b0abf3c333132ac26bc2cbad04297","Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Department of Higher Mathematics and Information Science, Lesya Ukrainka Eastern European National University, Lutsk, Ukraine","Duda O., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Kunanets N., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Matsiuk O., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Pasichnyk V., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Veretennikova N., Information Systems and Networks Department, Lviv Polytechnic National University, Lviv, Ukraine; Fedonuyk A., Department of Higher Mathematics and Information Science, Lesya Ukrainka Eastern European National University, Lutsk, Ukraine; Yunchyk V., Department of Higher Mathematics and Information Science, Lesya Ukrainka Eastern European National University, Lutsk, Ukraine","16130073","","",""
"Andrunyk V.; Vasevych A.; Chyrun L.; Chernovol N.; Antonyuk N.; Gozhyj A.; Gozhyj V.; Kalinina I.; Korobchynskyi M.","Andrunyk, Vasyl (57202441589); Vasevych, Andrii (57209532261); Chyrun, Liliya (57205200124); Chernovol, Nadija (57211296464); Antonyuk, Nataliya (57204917951); Gozhyj, Aleksandr (57198358626); Gozhyj, Victor (57198357517); Kalinina, Irina (57198354193); Korobchynskyi, Maksym (57191865839)","57202441589; 57209532261; 57205200124; 57211296464; 57204917951; 57198358626; 57198357517; 57198354193; 57191865839","Development of information system for aggregation and ranking of news taking into account the user needs","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085167040&partnerID=40&md5=fd5341ba2dcfebd3c8e116f40cb0576c","Lviv Polytechnic National University, Lviv, Ukraine; Ivan Franko National University of Lviv, Lviv, Ukraine; University of Opole, Opole, Poland; Petro Mohyla Black Sea National University, Nikolaev, Ukraine; Military-Diplomatic Academy named after Eugene Bereznyak, Kyiv, Ukraine","Andrunyk V., Lviv Polytechnic National University, Lviv, Ukraine; Vasevych A., Lviv Polytechnic National University, Lviv, Ukraine; Chyrun L., Lviv Polytechnic National University, Lviv, Ukraine; Chernovol N., Lviv Polytechnic National University, Lviv, Ukraine; Antonyuk N., Ivan Franko National University of Lviv, Lviv, Ukraine, University of Opole, Opole, Poland; Gozhyj A., Petro Mohyla Black Sea National University, Nikolaev, Ukraine; Gozhyj V., Petro Mohyla Black Sea National University, Nikolaev, Ukraine; Kalinina I., Petro Mohyla Black Sea National University, Nikolaev, Ukraine; Korobchynskyi M., Military-Diplomatic Academy named after Eugene Bereznyak, Kyiv, Ukraine","16130073","","",""
"Opirskyi M.; Sarkanych P.","Opirskyi, Maksym (57215967270); Sarkanych, Petro (57189512157)","57215967270; 57189512157","Topological approach to Wikipedia page recommendation","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082462403&partnerID=40&md5=dd5ef44ad094252f3c66901a583c3aa6","Ukrainian Catholic University, Lviv, Ukraine; Institute for Condensed Matter Physics, Lviv, Ukraine; Centre for Fluid and Complex Systems, Coventry University, Coventry, CV1 5FB, United Kingdom; L4 Collaboration and Doctoral College for the Statistical Physics of Complex Systems, Leipzig-Lorraine-Lviv-Coventry, Europe, Germany","Opirskyi M., Ukrainian Catholic University, Lviv, Ukraine; Sarkanych P., Institute for Condensed Matter Physics, Lviv, Ukraine, Centre for Fluid and Complex Systems, Coventry University, Coventry, CV1 5FB, United Kingdom, L4 Collaboration and Doctoral College for the Statistical Physics of Complex Systems, Leipzig-Lorraine-Lviv-Coventry, Europe, Germany","16130073","","",""
"Lipyanina H.; Maksymovych V.; Sachenko A.; Lendyuk T.; Fomenko A.; Kit I.","Lipyanina, Hrystyna (58616012300); Maksymovych, Valeriya (57220202294); Sachenko, Anatoliy (35518445600); Lendyuk, Taras (57711749100); Fomenko, Andrii (57209662420); Kit, Ivan (57208674228)","58616012300; 57220202294; 35518445600; 57711749100; 57209662420; 57208674228","Assessing the investment risk of virtual it company based on machine learning","2020","10.1007/978-3-030-61656-4_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097241710&doi=10.1007%2f978-3-030-61656-4_11&partnerID=40&md5=e163371538aabd3aab4f9b1271a29028","Ternopil National Economic University, Lvivska Str., 11, Ternopil, 46000, Ukraine; Dnipropetrovsk State University of Internal Affairs, Gagarin Avenue 26, Dnipro, Ukraine","Lipyanina H., Ternopil National Economic University, Lvivska Str., 11, Ternopil, 46000, Ukraine; Maksymovych V., Ternopil National Economic University, Lvivska Str., 11, Ternopil, 46000, Ukraine; Sachenko A., Ternopil National Economic University, Lvivska Str., 11, Ternopil, 46000, Ukraine; Lendyuk T., Ternopil National Economic University, Lvivska Str., 11, Ternopil, 46000, Ukraine; Fomenko A., Dnipropetrovsk State University of Internal Affairs, Gagarin Avenue 26, Dnipro, Ukraine; Kit I., Ternopil National Economic University, Lvivska Str., 11, Ternopil, 46000, Ukraine","18650929","978-303061655-7","",""
"Yarovyi A.; Polhul T.","Yarovyi, Andrii (6507296188); Polhul, Tetiana (57208223530)","6507296188; 57208223530","Applied aspects of implementation of intelligent information technology for fraud detection during mobile applications installation","2020","10.1007/978-3-030-33695-0_26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077015007&doi=10.1007%2f978-3-030-33695-0_26&partnerID=40&md5=b53152507372e6aa0d8631136855752b","Vinnytsia National Technical University, Vinnytsia, Ukraine","Yarovyi A., Vinnytsia National Technical University, Vinnytsia, Ukraine; Polhul T., Vinnytsia National Technical University, Vinnytsia, Ukraine","21945357","978-303033694-3","",""
"Gorokhovatskyi V.; Gadetska S.; Gorokhovatskyi O.; Ponomarenko R.","Gorokhovatskyi, Volodymyr (6506997369); Gadetska, Svitlana (57203515764); Gorokhovatskyi, Oleksii (23099879900); Ponomarenko, Roman (57215374156)","6506997369; 57203515764; 23099879900; 57215374156","Statistical methods for analyzing and processing data components when recognizing visual objects in the space of key point descriptors","2020","10.1007/978-3-030-61656-4_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097236895&doi=10.1007%2f978-3-030-61656-4_15&partnerID=40&md5=61eba179afebdf916c9df9422fa0052c","Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Kharkiv National Automobile and Highway University, Kharkiv, Ukraine; Simon Kuznets Kharkiv National University of Economics, Kharkiv, Ukraine","Gorokhovatskyi V., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Gadetska S., Kharkiv National Automobile and Highway University, Kharkiv, Ukraine; Gorokhovatskyi O., Simon Kuznets Kharkiv National University of Economics, Kharkiv, Ukraine; Ponomarenko R., Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","18650929","978-303061655-7","",""
"Hrendus M.; Andrunyk V.; Yavir M.; Ryshkovets Y.; Khudyi A.; Hryhorovych V.; Korobchynskyi M.","Hrendus, Mariya (57201781103); Andrunyk, Vasyl (57202441589); Yavir, Maksym (57216895192); Ryshkovets, Yuriy (57207206470); Khudyi, Andrii (57189329580); Hryhorovych, Viktor (57216896155); Korobchynskyi, Maksym (57191865839)","57201781103; 57202441589; 57216895192; 57207206470; 57189329580; 57216896155; 57191865839","Developing an intelligent online learning system for foreign language vocabulary training based on gamification","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085178724&partnerID=40&md5=5f2b5d868354083179fca4b48ef1928c","Lviv Polytechnic National University, Lviv, Ukraine; SoftServe, Lviv, Ukraine; Drohobych Ivan Franko State Pedagogical University, Drohobych, Ukraine; Military-Diplomatic Academy named after Eugene Bereznyak, Kyiv, Ukraine","Hrendus M., Lviv Polytechnic National University, Lviv, Ukraine; Andrunyk V., Lviv Polytechnic National University, Lviv, Ukraine; Yavir M., Lviv Polytechnic National University, Lviv, Ukraine; Ryshkovets Y.; Khudyi A., SoftServe, Lviv, Ukraine; Hryhorovych V., Drohobych Ivan Franko State Pedagogical University, Drohobych, Ukraine; Korobchynskyi M., Military-Diplomatic Academy named after Eugene Bereznyak, Kyiv, Ukraine","16130073","","",""
"Alexeyev A.; Solianyk T.","Alexeyev, Alexander (57216412439); Solianyk, Tetiana (57203141190)","57216412439; 57203141190","Decision-Making Support System for Experts of Penal Law","2020","10.1007/978-3-030-35649-1_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083420592&doi=10.1007%2f978-3-030-35649-1_8&partnerID=40&md5=bb3cf117942e3dc1a6fbe09f579c7d37","National Aerospace University “Kharkiv Aviation Institute”, Kharkiv, Ukraine","Alexeyev A., National Aerospace University “Kharkiv Aviation Institute”, Kharkiv, Ukraine; Solianyk T., National Aerospace University “Kharkiv Aviation Institute”, Kharkiv, Ukraine","23674512","","",""
"Franchuk V.V.; Mikhaylichenko B.V.; Franchuk M.V.","Franchuk, V.V. (57201718225); Mikhaylichenko, B.V. (57214788830); Franchuk, M.V. (57226188119)","57201718225; 57214788830; 57226188119","Application of the decision tree method in forensic-medical practice in the analysis of «doctors proceedings»","2020","10.17116/sudmed2020630119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079110024&doi=10.17116%2fsudmed2020630119&partnerID=40&md5=66d710c039e3094c8c64f99ad249b0cb","Gorbachevsky Ternopol National Medical University, Ternopol, 46000, Ukraine; Bogomolets National Medical University of the Ministry of Healthcare of Ukraine, Kiev, 01601, Ukraine","Franchuk V.V., Gorbachevsky Ternopol National Medical University, Ternopol, 46000, Ukraine; Mikhaylichenko B.V., Bogomolets National Medical University of the Ministry of Healthcare of Ukraine, Kiev, 01601, Ukraine; Franchuk M.V., Gorbachevsky Ternopol National Medical University, Ternopol, 46000, Ukraine","00394521","","SMEZA",""
"Polukarov O.I.; Prakhovnik N.A.; Polukarov Yu.O.; Kruzhilko O.Ye.; Demchuk H.V.","Polukarov, O.I. (6506602058); Prakhovnik, N.A. (57219024686); Polukarov, Yu.O. (57217296081); Kruzhilko, O.Ye. (57210943957); Demchuk, H.V. (57218616971)","6506602058; 57219024686; 57217296081; 57210943957; 57218616971","Stratification of expenses of insurance funds to cover risk situations of production process; [Стратифікація витрат страхових фондів на покриття ризикових ситуацій виробничого процесу]; [Стратификация расходов страховых фондов на покрытие рисковых ситуаций производственного процесса]","2020","10.33271/nvngu/2020-3/137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089810927&doi=10.33271%2fnvngu%2f2020-3%2f137&partnerID=40&md5=7d9df27051439f51293dda182c1bf7b5","National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Public Agency “National Research Institute of Industrial Safety and Occupational Safety and Health”, Kyiv, Ukraine","Polukarov O.I., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Prakhovnik N.A., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Polukarov Yu.O., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; Kruzhilko O.Ye., Public Agency “National Research Institute of Industrial Safety and Occupational Safety and Health”, Kyiv, Ukraine; Demchuk H.V., National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine","20712227","","","All Open Access; Bronze Open Access"
"Kosa V.; Ermolayev V.","Kosa, Victoria (57194768574); Ermolayev, Vadim (13104107100)","57194768574; 13104107100","Toward a theoretical framework of terminological saturation for ontology learning from texts","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082439125&partnerID=40&md5=b5d040b0b7d5855b30cdfb644593d8e5","Department of Computer Science, Zaporizhzhia National University, Zaporizhzhia, Ukraine","Kosa V., Department of Computer Science, Zaporizhzhia National University, Zaporizhzhia, Ukraine; Ermolayev V., Department of Computer Science, Zaporizhzhia National University, Zaporizhzhia, Ukraine","16130073","","",""
"Martyn Y.; Smotr O.; Burak N.; Prydatko O.; Malets I.","Martyn, Yevgen (57194787567); Smotr, Olga (57204557554); Burak, Nazarii (57204558265); Prydatko, Oleksandr (57192544987); Malets, Igor (57188567411)","57194787567; 57204557554; 57204558265; 57192544987; 57188567411","Software for shelter’s fire safety and comfort levels evaluation","2020","10.1007/978-3-030-61656-4_31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097217911&doi=10.1007%2f978-3-030-61656-4_31&partnerID=40&md5=a658432d50e8290e6c5c4ffd7c238bc9","Lviv State University of Life Safety, Lviv, Ukraine","Martyn Y., Lviv State University of Life Safety, Lviv, Ukraine; Smotr O., Lviv State University of Life Safety, Lviv, Ukraine; Burak N., Lviv State University of Life Safety, Lviv, Ukraine; Prydatko O., Lviv State University of Life Safety, Lviv, Ukraine; Malets I., Lviv State University of Life Safety, Lviv, Ukraine","18650929","978-303061655-7","",""
"Gamiy Y.; Kostenko V.; Zavialova O.; Kostenko T.; Zhurbynskyi D.","Gamiy, Yuriy (57209573563); Kostenko, Viktor (55857860700); Zavialova, Olena (57209574984); Kostenko, Tetiana (57196148971); Zhurbynskyi, Dmytro (57216221814)","57209573563; 55857860700; 57209574984; 57196148971; 57216221814","Identifying sources of coal spontaneous heating in mine workings using aerogas control automatic systems","2020","10.33271/mining14.01.120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082876292&doi=10.33271%2fmining14.01.120&partnerID=40&md5=86a934d0dcdc6b297b823e0b863a95a8","The Public Militarized Mine-Rescue Service, Myrnohrad, 85323, Ukraine; Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defense of Ukraine, Cherkasy, 18034, Ukraine","Gamiy Y., The Public Militarized Mine-Rescue Service, Myrnohrad, 85323, Ukraine; Kostenko V., Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Zavialova O., Donetsk National Technical University, Pokrovsk, 85300, Ukraine; Kostenko T., Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defense of Ukraine, Cherkasy, 18034, Ukraine; Zhurbynskyi D., Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defense of Ukraine, Cherkasy, 18034, Ukraine","24153435","","","All Open Access; Green Open Access; Hybrid Gold Open Access"
"Arsirii O.; Antoshchuk S.; Babilunha O.; Manikaeva O.; Nikolenko A.","Arsirii, Olena (54419480900); Antoshchuk, Svitlana (8393582500); Babilunha, Oksana (35316966900); Manikaeva, Olha (57190488371); Nikolenko, Anatolii (57197491335)","54419480900; 8393582500; 35316966900; 57190488371; 57197491335","Intellectual Information Technology of Analysis of Weakly-Structured Multi-Dimensional Data of Sociological Research","2020","10.1007/978-3-030-26474-1_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070187634&doi=10.1007%2f978-3-030-26474-1_18&partnerID=40&md5=71823d4c45cb252c59fb605967a02e36","Odessa National Polytechnic University, Odessa, Ukraine","Arsirii O., Odessa National Polytechnic University, Odessa, Ukraine; Antoshchuk S., Odessa National Polytechnic University, Odessa, Ukraine; Babilunha O., Odessa National Polytechnic University, Odessa, Ukraine; Manikaeva O., Odessa National Polytechnic University, Odessa, Ukraine; Nikolenko A., Odessa National Polytechnic University, Odessa, Ukraine","21945357","978-303026473-4","",""
"Lukinov V.V.; Bezruchko K.A.; Zhykalyak M.V.; Prykhodchenko O.V.; Berdyk H.O.","Lukinov, V.V. (55321271400); Bezruchko, K.A. (55958302000); Zhykalyak, M.V. (49161297800); Prykhodchenko, O.V. (50961576700); Berdyk, H.O. (57219004867)","55321271400; 55958302000; 49161297800; 50961576700; 57219004867","Forecast of Methane Emission from the undermined coalrock massif; [Прогноз эмиссии метана из подработанного углепородного массива]; [Прогноз емісії метану з підробленого вуглепородного масиву]","2020","10.33271/nvngu/2020-4/017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091003729&doi=10.33271%2fnvngu%2f2020-4%2f017&partnerID=40&md5=788fca6cdacf15b18e3581347eb1c939","Dnipro University of Technology, Dnipro, Ukraine; Institute of Geotechnical Mechanics named by N. Poljakov of National Academy of Sciences of Ukraine, Dnipro, Ukraine; State Regional Geological Enterprise “Donetskheolohiia” of the State Service of Geology and Mineral Resources of Ukraine, Bakhmut, Ukraine","Lukinov V.V., Dnipro University of Technology, Dnipro, Ukraine; Bezruchko K.A., Institute of Geotechnical Mechanics named by N. Poljakov of National Academy of Sciences of Ukraine, Dnipro, Ukraine; Zhykalyak M.V., State Regional Geological Enterprise “Donetskheolohiia” of the State Service of Geology and Mineral Resources of Ukraine, Bakhmut, Ukraine; Prykhodchenko O.V., Institute of Geotechnical Mechanics named by N. Poljakov of National Academy of Sciences of Ukraine, Dnipro, Ukraine; Berdyk H.O., Dnipro University of Technology, Dnipro, Ukraine","20712227","","","All Open Access; Bronze Open Access"
"Strutynska I.; Kozbur H.; Dmytrotsa L.; Hlado O.; Melnyk L.; Aleksander M.","Strutynska, Iryna (57209802337); Kozbur, Halyna (57210559535); Dmytrotsa, Lesia (57209798658); Hlado, Olha (57216331921); Melnyk, Liliya (57210564563); Aleksander, Marek (57408135600)","57209802337; 57210559535; 57209798658; 57216331921; 57210564563; 57408135600","Comparative analysis of two approaches to the clustering of respondents (Based on survey results)","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091271106&partnerID=40&md5=84acec840c4e4a3741d4444798a5357c","Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; State Higher Vocational School in Nowy Sącz, Nowy Sącz, Poland","Strutynska I., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Kozbur H., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Dmytrotsa L., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Hlado O., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine; Melnyk L., State Higher Vocational School in Nowy Sącz, Nowy Sącz, Poland; Aleksander M., Ternopil Ivan Puluj National Technical University, Ternopil, Ukraine","16130073","","",""
"Kulykovska N.; Skrupsky S.; Diachuk T.","Kulykovska, Nataliia (57208667683); Skrupsky, Stepan (56466008400); Diachuk, Tetiana (35868154000)","57208667683; 56466008400; 35868154000","A model of semantic web service in a distributed computer system","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085490040&partnerID=40&md5=d937ceedc7df42b56018dd4dfa908542","""Zaporizhzhia Polytechnic"" National University, Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; ""Zaporizhzhia Polytechnic"" National University, Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; ""Zaporizhzhia Polytechnic"" National University, Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine","Kulykovska N., ""Zaporizhzhia Polytechnic"" National University, Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; Skrupsky S., ""Zaporizhzhia Polytechnic"" National University, Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; Diachuk T., ""Zaporizhzhia Polytechnic"" National University, Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine","16130073","","",""
"Martyniuk H.; Lazarenko S.; Kozlovskiy V.; Balanyuk Y.; Yakoviv I.; Skladannyi P.","Martyniuk, Hanna (57170878400); Lazarenko, Serhii (57222474797); Kozlovskiy, Valeriy (57193065119); Balanyuk, Yuriy (57211292766); Yakoviv, Ivan (57211295978); Skladannyi, Pavlo (57204922790)","57170878400; 57222474797; 57193065119; 57211292766; 57211295978; 57204922790","Data mining usage for social networks","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091283441&partnerID=40&md5=40c50761357da8b3a9b2f3677ef33cb8","National Aviation University, Kyiv, Ukraine; Borys Grinchenko Kyiv University, Kyiv, Ukraine","Martyniuk H., National Aviation University, Kyiv, Ukraine; Lazarenko S., National Aviation University, Kyiv, Ukraine; Kozlovskiy V., National Aviation University, Kyiv, Ukraine; Balanyuk Y., National Aviation University, Kyiv, Ukraine; Yakoviv I., National Aviation University, Kyiv, Ukraine; Skladannyi P., Borys Grinchenko Kyiv University, Kyiv, Ukraine","16130073","","",""
"Boyun V.","Boyun, Vitaliy (6505900928)","6505900928","The principles of organizing the search for an object in an image, tracking an object and the selection of informative features based on the visual perception of a person","2020","10.1007/978-3-030-61656-4_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097245808&doi=10.1007%2f978-3-030-61656-4_2&partnerID=40&md5=883e4b8cc30ca69ec979073443425b3c","National Academy of Sciences of Ukraine, Kyiv, Ukraine","Boyun V., National Academy of Sciences of Ukraine, Kyiv, Ukraine","18650929","978-303061655-7","",""
"Onyshchak O.; Redi M.","Onyshchak, Oleh (57215965590); Redi, Miriam (41862317300)","57215965590; 41862317300","Image recommendation for Wikipedia articles","2020","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082440560&partnerID=40&md5=c6afcb86a1bbebdbad8949738ba5377f","Ukrainian Catholic University, Lviv, Ukraine; Wikimedia Foundation, London, United Kingdom","Onyshchak O., Ukrainian Catholic University, Lviv, Ukraine; Redi M., Wikimedia Foundation, London, United Kingdom","16130073","","",""
