"Authors","Author full names","Author(s) ID","Title","Year","DOI","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN","Open Access"
"Maslak M.; Yakovenko Y.; Maslak O.; Pererva P.; Grishko N.","Maslak, Mariya (57189353945); Yakovenko, Yaroslava (57211325182); Maslak, Olga (55367910400); Pererva, Petro (57201056432); Grishko, Natalya (57196472683)","57189353945; 57211325182; 55367910400; 57201056432; 57196472683","Problems of Intellectual Property in the Information Economy Through the Prism of Artificial Intelligence as a Dual-Purpose Technology","2022","10.1109/MEES58014.2022.10005671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147327943&doi=10.1109%2fMEES58014.2022.10005671&partnerID=40&md5=4384825f70a82fde025340ae621e2cbd","National Technical University 'Kharkiv Polytechnic Institute', The Department of Business Economics and International Economic Relations, Kharkiv, Ukraine; Kremenchuk Mykhailo Ostrohradskyi National University, The Department of Economics and Management, Kremenchuk, Ukraine","Maslak M., National Technical University 'Kharkiv Polytechnic Institute', The Department of Business Economics and International Economic Relations, Kharkiv, Ukraine; Yakovenko Y., Kremenchuk Mykhailo Ostrohradskyi National University, The Department of Economics and Management, Kremenchuk, Ukraine; Maslak O., Kremenchuk Mykhailo Ostrohradskyi National University, The Department of Economics and Management, Kremenchuk, Ukraine; Pererva P., National Technical University 'Kharkiv Polytechnic Institute', The Department of Business Economics and International Economic Relations, Kharkiv, Ukraine; Grishko N., Kremenchuk Mykhailo Ostrohradskyi National University, The Department of Economics and Management, Kremenchuk, Ukraine","","979-835034683-1","",""
"Zima D.; Ivashchenko O.","Zima, Dmytro (58078548600); Ivashchenko, Olha (57218114932)","58078548600; 57218114932","PATTERN RECOGNITION: THE SPECIFIC FEATURES OF TEACHING THE STANDING LONG JUMP TO 14-YEAR-OLD GIRLS; [РОЗПІЗНАННЯ ОБРАЗІВ: ОСОБЛИВОСТІ ПРОЦЕСУ НАВЧАННЯ СТРИБКУ У ДОВЖИНУ З МІСЦЯ ДІВЧАТ 14 РОКІВ]","2022","10.17309/tmfv.2022.4.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146882999&doi=10.17309%2ftmfv.2022.4.19&partnerID=40&md5=6288d2c30e7289b0485feb3477b9442e","Department of Theory, Methodology and Practice of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Alchevskykh St, 29, Kharkiv, 61002, Ukraine","Zima D., Department of Theory, Methodology and Practice of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Alchevskykh St, 29, Kharkiv, 61002, Ukraine; Ivashchenko O., Department of Theory, Methodology and Practice of Physical Education, H. S. Skovoroda Kharkiv National Pedagogical University, Alchevskykh St, 29, Kharkiv, 61002, Ukraine","19937989","","","All Open Access; Gold Open Access"
"Goltsev A.; Gritsenko V.","Goltsev, Alexander (56229052600); Gritsenko, Vladimir (7101892671)","56229052600; 7101892671","A neural network with competitive layers for character recognition","2022","10.5565/rev/elcvia.1392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133741769&doi=10.5565%2frev%2felcvia.1392&partnerID=40&md5=9d856d1996a8032a5f2a3a6e670846a7","International Research and Training Center of Informational Technologies and Systems, National Academy of Sciences of Ukraine, Kiev, Ukraine","Goltsev A., International Research and Training Center of Informational Technologies and Systems, National Academy of Sciences of Ukraine, Kiev, Ukraine; Gritsenko V., International Research and Training Center of Informational Technologies and Systems, National Academy of Sciences of Ukraine, Kiev, Ukraine","15775097","","","All Open Access; Gold Open Access; Green Open Access"
"Martsenyuk V.; Bychkov O.; Merkulova K.; Zhabska Y.","Martsenyuk, Vasyl (6603347161); Bychkov, Oleksii (7005440517); Merkulova, Kateryna (57216147633); Zhabska, Yelyzaveta (57216148997)","6603347161; 7005440517; 57216147633; 57216148997","Exploring Image Unified Space for Improving Information Technology for Person Identification","2023","10.1109/ACCESS.2023.3297488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165411572&doi=10.1109%2fACCESS.2023.3297488&partnerID=40&md5=37ae67e9778c08a4f2611765013f87b9","University of Bielsko-Biala, Department of Computer Science and Automatics, Bielsko-Biala, 43-309, Poland; Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, 01601, Ukraine","Martsenyuk V., University of Bielsko-Biala, Department of Computer Science and Automatics, Bielsko-Biala, 43-309, Poland; Bychkov O., Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, 01601, Ukraine; Merkulova K., Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, 01601, Ukraine; Zhabska Y., Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, 01601, Ukraine","21693536","","","All Open Access; Gold Open Access"
"Bychkov O.; Merkulova K.; Zhabska Y.","Bychkov, Oleksii (7005440517); Merkulova, Kateryna (57216147633); Zhabska, Yelyzaveta (57216148997)","7005440517; 57216147633; 57216148997","Information Technology for Person Identification by Occluded Face Image","2022","10.1109/TCSET55632.2022.9766867","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130619563&doi=10.1109%2fTCSET55632.2022.9766867&partnerID=40&md5=7c1812363f034b0cdf68d9585379159e","Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, Ukraine","Bychkov O., Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, Ukraine; Merkulova K., Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, Ukraine; Zhabska Y., Taras Shevchenko National University of Kyiv, Department of Software Systems and Technologies, Kyiv, Ukraine","","978-166546861-9","",""
"Molodetska K.; Veretiuk S.; Rahimova I.; Milevskyi S.; Khvostenko V.","Molodetska, Kateryna (57192958984); Veretiuk, Sergiy (55819787500); Rahimova, Irada (58753535400); Milevskyi, Stanislav (57211218421); Khvostenko, Vladyslav (57218950543)","57192958984; 55819787500; 58753535400; 57211218421; 57218950543","Information Influence on the Virtual Community: Implementation Features and Method of Detection in Social Internet Services","2023","10.1109/ISMSIT58785.2023.10305001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179132580&doi=10.1109%2fISMSIT58785.2023.10305001&partnerID=40&md5=218d4f0e8d9103333bdb75e68166c8d2","Polissia National University, Center of Information Technilogies, Zhytomyr, Ukraine; Polissia National University, Computer Technology and Systems Modeling Department, Zhytomyr, Ukraine; Azerbaijan Technical University, Department of 'Computer Technologies, Baku, Azerbaijan; National Technical University, 'Kharkiv Polytechnic Institute', Cybersecurity Department, Kharkiv, Ukraine","Molodetska K., Polissia National University, Center of Information Technilogies, Zhytomyr, Ukraine; Veretiuk S., Polissia National University, Computer Technology and Systems Modeling Department, Zhytomyr, Ukraine; Rahimova I., Azerbaijan Technical University, Department of 'Computer Technologies, Baku, Azerbaijan; Milevskyi S., National Technical University, 'Kharkiv Polytechnic Institute', Cybersecurity Department, Kharkiv, Ukraine; Khvostenko V., National Technical University, 'Kharkiv Polytechnic Institute', Cybersecurity Department, Kharkiv, Ukraine","","979-835034215-4","",""
"Boyko N.; Khomyshyn I.; Ortynska N.; Terletska V.; Bilyk O.; Hasko O.","Boyko, Nataliya (57191967462); Khomyshyn, Iryna (57195506070); Ortynska, Natalia (57216484132); Terletska, Viktoria (57816723300); Bilyk, Oksana (57815615000); Hasko, Oleksandra (57210409232)","57191967462; 57195506070; 57216484132; 57816723300; 57815615000; 57210409232","Analysis of the Application of Stochastic Gradient Descent to Detect Network Violations","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134742745&partnerID=40&md5=19f9a911c65f36899efc05422095d792","Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine","Boyko N., Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine; Khomyshyn I., Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine; Ortynska N., Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine; Terletska V., Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine; Bilyk O., Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine; Hasko O., Lviv Polytechnic National University, Profesorska Street 1, Lviv, 79013, Ukraine","16130073","","",""
"Vysotska V.; Mazepa S.; Chyrun L.; Brodyak O.; Shakleina I.; Schuchmann V.","Vysotska, Victoria (24484045400); Mazepa, Svitlana (57219591847); Chyrun, Lyubomyr (55225672300); Brodyak, Oksana (57193993937); Shakleina, Iryna (58066688800); Schuchmann, Vadim (57224193208)","24484045400; 57219591847; 55225672300; 57193993937; 58066688800; 57224193208","NLP Tool for Extracting Relevant Information from Criminal Reports or Fakes/Propaganda Content","2022","10.1109/CSIT56902.2022.10000563","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146328359&doi=10.1109%2fCSIT56902.2022.10000563&partnerID=40&md5=025e9b56ce577adcb03a67be45f6f39a","Lviv Polytechnic National University, Lviv, Ukraine; Osnabrück University, Osnabrück, Germany; West Ukrainian National University, Criminal Law and Procedure Department, Ternopil, Ukraine; Ivan Franko National University of Lviv, Applied Mathematics Department, Lviv, Ukraine; Lviv Polytechnic National University, Mathematics Department, Lviv, Ukraine; Ivan Franko Drohobych State Pedagogical University, Informatics and Information Systems Department, Drohobych, Ukraine; West Ukrainian National University, Software Engineering Department, Ternopil, Ukraine","Vysotska V., Lviv Polytechnic National University, Lviv, Ukraine, Osnabrück University, Osnabrück, Germany; Mazepa S., West Ukrainian National University, Criminal Law and Procedure Department, Ternopil, Ukraine; Chyrun L., Ivan Franko National University of Lviv, Applied Mathematics Department, Lviv, Ukraine; Brodyak O., Lviv Polytechnic National University, Mathematics Department, Lviv, Ukraine; Shakleina I., Ivan Franko Drohobych State Pedagogical University, Informatics and Information Systems Department, Drohobych, Ukraine; Schuchmann V., West Ukrainian National University, Software Engineering Department, Ternopil, Ukraine","27663655","979-835033431-9","",""
"Karpenko O.; Myrontsov M.; Anpilova Y.","Karpenko, Oleksiy (56086421000); Myrontsov, Mykyta (56358823000); Anpilova, Yevheniia (57211297040)","56086421000; 56358823000; 57211297040","Application of Discriminant Analysis in the Interpretation of Well-Logging Data","2022","10.1007/978-3-030-87675-3_16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120859982&doi=10.1007%2f978-3-030-87675-3_16&partnerID=40&md5=f9f62de831fa452e13744b3bcfd635fd","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine","Karpenko O., Taras Shevchenko National University of Kyiv, Kyiv, Ukraine; Myrontsov M., Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine; Anpilova Y., Institute of Telecommunications and Global Information Space of the National Academy of Sciences of Ukraine, Kyiv, Ukraine","21984182","","",""
"Voytenko V.; Denisov Y.; Yershov R.; Solodchuk M.","Voytenko, Volodymyr (36167678700); Denisov, Yuriy (56338219200); Yershov, Roman (57188719994); Solodchuk, Maksym (58450114500)","36167678700; 56338219200; 57188719994; 58450114500","A Conceptual Model for Increasing the Speed of Decision-Making Based on Images Obtained from UAVs","2023","10.1007/978-3-031-30251-0_23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163969678&doi=10.1007%2f978-3-031-30251-0_23&partnerID=40&md5=4cd87d8577201758f77043bba6433c56","Lund University, Naturvetarvägen 18, Lund, 223 62, Sweden; Chernihiv Polytechnic National University, Shevchenko Str. 95, Chernihiv, 14035, Ukraine; State Scientific Research Institute of Armament and Military Equipment Testing and Certification, Chernihiv, Ukraine","Voytenko V., Lund University, Naturvetarvägen 18, Lund, 223 62, Sweden, Chernihiv Polytechnic National University, Shevchenko Str. 95, Chernihiv, 14035, Ukraine; Denisov Y., Chernihiv Polytechnic National University, Shevchenko Str. 95, Chernihiv, 14035, Ukraine; Yershov R., Chernihiv Polytechnic National University, Shevchenko Str. 95, Chernihiv, 14035, Ukraine; Solodchuk M., State Scientific Research Institute of Armament and Military Equipment Testing and Certification, Chernihiv, Ukraine","23673370","978-303130250-3","",""
"Bodyanskiy Y.; Chala O.; Kasatkina N.; Pliss I.","Bodyanskiy, Yevgeniy (13105377000); Chala, Olha (57211128569); Kasatkina, Natalia (57200327321); Pliss, Iryna (6506130334)","13105377000; 57211128569; 57200327321; 6506130334","Modified generalized neo-fuzzy system with combined online fast learning in medical diagnostic task for situations of information deficit","2022","10.3934/mbe.2022374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131763178&doi=10.3934%2fmbe.2022374&partnerID=40&md5=5b9e78a2a5f2354c340e3b5b3afe42ac","Control systems research laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Artificial intelligence department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Division of doctoral and post-graduate, National University of Food Technology, Kyiv, Ukraine","Bodyanskiy Y., Control systems research laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Chala O., Artificial intelligence department, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine; Kasatkina N., Division of doctoral and post-graduate, National University of Food Technology, Kyiv, Ukraine; Pliss I., Control systems research laboratory, Kharkiv National University of Radio Electronics, Kharkiv, Ukraine","15471063","","","All Open Access; Gold Open Access"
"Khlamov S.; Tabakova I.; Trunova T.; Deineko Z.","Khlamov, Sergii (56866386100); Tabakova, Iryna (57194480930); Trunova, Tetiana (57775882100); Deineko, Zhanna (57199330199)","56866386100; 57194480930; 57775882100; 57199330199","Machine Vision for Astronomical Images Using the Canny Edge Detector","2022","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159562235&partnerID=40&md5=d8996df9a82eac504cfb248dec1350c2","Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61000, Ukraine","Khlamov S., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61000, Ukraine; Tabakova I., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61000, Ukraine; Trunova T., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61000, Ukraine; Deineko Z., Kharkiv National University of Radio Electronics, Nauki avenue 14, Kharkiv, 61000, Ukraine","16130073","","",""
"Aubakirova G.F.; Gerassimova Y.V.; Ivel V.P.; Arestenko T.V.; Prymyska S.","Aubakirova, Gailya F. (57783146200); Gerassimova, Yuliya V. (57783794700); Ivel, Victor P. (57200412147); Arestenko, Tetiana V. (58295333200); Prymyska, Svitlana (55321574100)","57783146200; 57783794700; 57200412147; 58295333200; 55321574100","System Analysis and Forecast of Yield Time Series Based on Neural Network Technologies","2023","10.18280/ijdne.180224","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163397258&doi=10.18280%2fijdne.180224&partnerID=40&md5=008b7965d7f2b19ff1bb23bac293e174","Department of Energy and Radioelectronics, M. Kozybayev North Kazakhstan University, 86 Pushkin Str., Petropavlovsk, 150000, Kazakhstan; Department of Marketing, Dmytro Motornyi Tavria State Agrotechnological University, 18 B. Khmelnitsky Ave., Melitopol, 72310, Ukraine; Department of Organic Chemistry and Technology of Organic Substances, National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, 37 Peremohy Ave., Kyiv, 03056, Ukraine","Aubakirova G.F., Department of Energy and Radioelectronics, M. Kozybayev North Kazakhstan University, 86 Pushkin Str., Petropavlovsk, 150000, Kazakhstan; Gerassimova Y.V., Department of Energy and Radioelectronics, M. Kozybayev North Kazakhstan University, 86 Pushkin Str., Petropavlovsk, 150000, Kazakhstan; Ivel V.P., Department of Energy and Radioelectronics, M. Kozybayev North Kazakhstan University, 86 Pushkin Str., Petropavlovsk, 150000, Kazakhstan; Arestenko T.V., Department of Marketing, Dmytro Motornyi Tavria State Agrotechnological University, 18 B. Khmelnitsky Ave., Melitopol, 72310, Ukraine; Prymyska S., Department of Organic Chemistry and Technology of Organic Substances, National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”, 37 Peremohy Ave., Kyiv, 03056, Ukraine","17557437","","",""
"Avramenko V.V.; Kalashnykova N.I.; Kalashnikov V.V.; Watada J.","Avramenko, Viktor V. (57195345847); Kalashnykova, Nataliya I. (55995925100); Kalashnikov, Viacheslav V. (23492504900); Watada, Junzo (57189052014)","57195345847; 55995925100; 23492504900; 57189052014","Derivative of disproportion functions for pattern recognition","2023","10.3233/AERD230022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172818146&doi=10.3233%2fAERD230022&partnerID=40&md5=db428a564c568b85097ca6ecb80d5a83","Waseda University, Tokyo, Japan; SumDU, (Sumy State University), Sumy, 40007, Ukraine; Universidad Autónoma de Nuevo León (UANL), Ciudad Universitaria, ave. Universidad S/N, San Nicolás de los Garza, Nuevo León, 66455, Mexico","Avramenko V.V., SumDU, (Sumy State University), Sumy, 40007, Ukraine; Kalashnykova N.I., Universidad Autónoma de Nuevo León (UANL), Ciudad Universitaria, ave. Universidad S/N, San Nicolás de los Garza, Nuevo León, 66455, Mexico; Kalashnikov V.V., Universidad Autónoma de Nuevo León (UANL), Ciudad Universitaria, ave. Universidad S/N, San Nicolás de los Garza, Nuevo León, 66455, Mexico; Watada J., Waseda University, Tokyo, Japan","","978-164368419-2; 978-164368418-5","","All Open Access; Hybrid Gold Open Access"
