University Name;Count
Department of Metrology and Life Safety;2
false  Institute of Geology;2
Ukrainian State Research and Design Institute of Mining Geology;2
Department of Environmental Psychology and Sociology;2
Institute of Radio Astronomy of the National Academy of Sciences of Ukraine;2
State University of Intellectual Technologies And Telecommunications;2
Zhytomyr Military Institute Named after S. P. Korolov;2
PAO Ukrgrafit;2
Department of Management of Enterprises;2
Carpathians State Center of Informative Tools and Technologies of NASU;2
Air Navigation Systems Department;2
Neurosurgery;2
International Research and Training Centre of Information Technologies and Systems;2
Department of Computer Equipment and Programming;2
Academic and Research Institute of Law;2
National Forestry University of Ukraine;2
Institute of Cell Biology;2
Software engineering department;2
King Danylo University;2
'Ntu ''KhPI''';2
Faculty for Computer Systems and Automation;2
Department of Computer Science and Applied Mathematics;2
'NTUU ''Igor Sikorsky Kyiv Polytechnic Institute''';2
Khmelnitskiy National University;2
'National University ''Odessa Maritime Academy''';2
Dept. of Receivers;2
Department of Dermatology and Venereology;2
Karpenko Physico-Mechanical Institute of the Nas of Ukraine;2
"L’vivs’ka Politekhnika" National University;2
Department of Solid State Physics;2
Shevchenko Kyiv National University;2
Department of Mathematical and Software Automated Control Systems;2
Space Research Institute of National Academy of Sciences of Ukraine and State Space Agency of Ukraine;2
Electronics Department;2
National University «Zaporizhzhia Polytechnic»;2
M. V. Lomonosov Moscow State University;2
Space Research Institute of National Academy of Sciences of Ukraine;2
ChemEx Laboratory;2
State Agrarian and Engineering University;2
SoftServe Inc.;2
Department of Designing and Operation of Machines;2
Institute of Archaeology;2
Department of Information Security Management;2
Department of Engineering and Computer Graphics;2
National Scientific Centre "Institute of Agrarian Economics";2
Institute of Applied Systems Analysis;2
Samsung R and D Institute;2
Mykhailo Kotsiubynsky Vinnytsia State Pedagogical University;2
ICF Alliance for Public Health;2
Tneu;2
Department of Life Safety and Law;2
Institute of Animal Biology;2
Institute of Applied Optics;2
N.S. Polyakov Institute of Geotechnical Mechanics;2
Donbass National Academy of Civil Engineering and Architecture;2
Department of Applied Linguistics;2
Institute of Higher Education;2
Doctor of Public Administration Sciences;2
Institute of Geophysics NAS of Ukraine;2
Technical College;2
Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine;2
Department of Fire and Rescue Training;2
Institute for Sorption and Problems of Endoecology of National Academy of Sciences of Ukraine;2
National University of Ostroh Academy;2
Higher State Educational Establishment Of Ukraine;2
Ptoukha Institute for Demography and Social Studies;2
Research Institute Group;2
Institute of Astronomy of Kharkiv National University;2
Department of Computational Mathematics and Programming;2
Department of Entrepreneurship and Business;2
Department of Mechanics;2
Institute for Problems of Cryobiology and Cryomedicine;2
Organizational and Scientific Division;2
Eastern European Scientific Society;2
'Ivano-Frankivs''k National Technical University of Oil and Gas';2
G.E. Pukhov Institute for Modelling in Energy Engineering of Nas of Ukraine;2
Department of Finance and Banking;2
Department of Inorganic Materials Technology and Ecology;2
National University Lvivska Politechnika;2
Department of Automation and Intelligent Information Technologies;2
Institute of Geological Sciences of the National Academy of Sciences of Ukraine;2
Yuriy Fedkovich National University;2
Kerch State Maritime Technological University;2
C-Job Nikolayev;2
Taurida National University;2
Kundiiev Institute of Occupational Health;2
Danylo Halytsky;2
Department of Computer Engineering and Electronics;2
Institute for Condensed Matter Physics of the National Academy of Sciences of Ukraine;2
Pukhov Institute for Modeling in Energy Engineering;2
Radio Engineering Faculty;2
IC Institute of Applied Optics;2
Software Systems and Technologies Department;2
'false  ''Khai''';2
Vinnitsya National Technical University;2
Faculty of Cybersecurity;2
AI Department;2
Vinnytsia State Pedagogical University named after Mykhailo Kotsiubynsky;2
Department of Radioelectronic Systems of Control Points of Air Forces;2
National University "Lvivska politechnika";2
Institute of Telecommunication Systems;2
Department of Higher Mathematics;2
V. Karazin National University of Kharkiv;2
PADCFM Department;2
Faculty of informatics;2
Department of Public;2
National University of Life and Environmental;2
International Center for Molecular Physiology (Dnipropetrovsk Division);2
State Ecological Academy of Postgraduate Education and Management;2
Department of Genetics and Biotechnology;2
Kherson Academy of Life-Long Education;2
Research Institute for Environment Treatment;2
Department of Parasitology;2
Lviv Center of Institute of Space Research;2
National University "Lviv Polytechnic";2
Kharkiv International Medical University;2
Economics;2
Road Transport Faculty;2
Lang-uk;2
Scientific Centre for Aerospace Research of the Earth NAS of Ukraine;2
Kharkiv V. N. Karazin National University;2
The false  "Igor Sikorsky Kyiv Polytechnic Institute";2
R. Glier Kyiv Municipal Academy of Music;1
Bohdan Khmelnytsky National University Of Cherkasy;1
Business And Administratiom State Biotechnological University;1
Research Unit;1
Institute For Digitalisation Of Education Of The Naes Of Ukraine;1
NSC "Institute of Metrology";1
Institute of Market Problems and Economic and Ecological Research;1
Department of Genetics;1
Institute of agriculture of Carpathian region of the NAAS;1
Department of Social and Humanitarian Education;1
Institute of Public Administration and Research in Civil Protection;1
Department of Chemical and Pharmaceutical Disciplines;1
Limited Liability Company Technical University Metinvest Polytechnic;1
Department of Applied Language Studies;1
Department of Prosthetic Dentistry;1
Kyiv Cooperative Institute of Business and Law;1
National Academy of Security;1
Faculty of Information Technologies and Systems;1
Krivoy Rog National University;1
Computer Engineering and Information Systems Department;1
National University Of Kyiv Mohyla Academy;1
Telecommunication Systems and Networks Department;1
Therapeutic Dentistry;1
Institute of applied physics and computer sciences;1
Dept. of Informatics;1
Lviv University of Trade and Economics;1
Department of Multimedia Information Technologies and Systems;1
National Research Center for Radiation Medicine of the National Academy of Medical Science;1
Department of Innovative Entrepreneurship Management and International Economic Relations;1
Department of Strategic Management;1
Uzhgorod State University;1
Department of Mechatronics and Mashine Elements;1
Research and Design Institute Of Micrography;1
National University "Odesa Law Academy";1
Drohobych State Pedagogical University Of Ivan Franko;1
Department of Clinical Pharmacology and Clinical Pharmacy;1
Kyiv National University Of Technologies And Design;1
Department of Livestock Production Technology;1
Space Research Institute of the National Academy of Sciences of Ukraine;1
Department of Management and Civil Service;1
Abto Software LLC;1
State Inst. the Institute of Environmental Geochemistry of National Academy of Sciences of Ukraine;1
NSC «Institute for Soil Science and Agrochemistry Research named after O. N. Sokolovsky»;1
Kharkiv National University ofRadio Electronics;1
Scientific Company;1
Department of Public Administration and International Economics;1
Department of Mathematical Analysis and Probability Theory;1
National University "Odesa Polytechnic";1
Institute of Post-Diploma Training;1
Educational and Scientific Institute of Public Administration and Civil Service;1
Institute of Information Technologies and Learning Tools of Naes of Ukraine;1
Medical Clinic «Bern-Yu-Med»;1
State Institution «Romodanov Neurosurgery Institute of the National Academy of Medical Sciences of Ukraine»;1
Department of Nuclear Medicine;1
'L''viv National Polytechnic University';1
Department of Information and Cyber Security Scientific Center;1
Branch "R&D Institute of Gas Transportation" Ukrtransgaz Joint Stock Company;1
State Institution «Kundiiev Institute of Occupational Health of the National Academy of Medical Sciences of Ukraine»;1
Department of Information Technologies Employment and Information Security;1
Grigoriev Institute For Medical Radiology And Oncology;1
false  "Kharkiv polytechnic institute";1
Scientific-research center of missile troops and artillery;1
Ukraine Open International University of Human Development;1
Emergency Rescue Service of Kharkiv;1
Information Managing Systems and Technologies Department;1
Dept. of Radio-Frequency Engineering;1
Yalantis;1
Vice-Rector for Administrative Policy and Research;1
Department of Therapy of Shupyk National Healthcare;1
Bogdan Khmelnytsky Melitopol State Pedagogical University;1
O.Ya.Usikov Institute for Radiophysics and Electromics;1
false  «Igor Sikorsky Kyiv Polytechnic Institute» of the Ministry of Education and Science of Ukraine;1
Astronomical Observatory of the I. I. Mechnikov National University of Odesa;1
Institute for Social and Political Psychology;1
A.V. Dumansky Institute of Colloid Chemistry and Water Chemistry of the National Academy of Sciences of Ukraine;1
Kharkiv National Automobile and Road University;1
Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine;1
Educational and Scientific Institute;1
false  (NULES);1
Institute for Nuclear Research of NASU;1
'Engineering And Technological Institute ''Biotechnica''';1
I.I.Mechnikov Odessa National University;1
Department of International;1
Kruty Military Institute of Telecommunications and Informatization;1
Bohdan Khmelnytskyi National Academy;1
Kyiv University of Culture;1
National Defense University of Ukraine Named After Ivan Cherniakhovskyi;1
Vladimir Dal Lugansk State University;1
Networks and Cybersecurity Department;1
Department of Finance and Credit Kharkiv;1
Department of Economic of Enterprise;1
State Enterprise State Land Cadastre Center;1
Institute Information Technologies In Economics;1
false (NURE);1
Heroes of KrutyMilitary Institute of Telecommunicationsand Informatization;1
false  Ukraine;1
Department of Machines and Apparatuses;1
false  "Dnipro Polytechnic";1
State Institution the Institute of Environmental Geochemistry;1
Department of informative and operating Systems and Technologies;1
Supreme Court;1
Department of Banking and Insurance;1
Department of Geoinformation Technologies and Earth Space Monitoring;1
Bogomolets National Medical University of the Ministry of Health of Ukraine;1
Department of Molecular Genetics and Biotechnology;1
International Research and Training Center for Information Technologies and Systems of the National Academy of Sciences (NAS) of Ukraine and Ministry of Education and Science (MES) of Ukraine;1
Department of Business Economics and Investment;1
Department of English Language and Methods of Teaching;1
Centre for Mental Health and Psychosocial Support;1
Department of Automated Control Systems Military institute of Telecommunications and Informatization named after Heroes of Kruty;1
Real Estate Development;1
Economic and Management Department;1
Accounting;1
National institute of phthisiology and pulmonology named after F.G. Yanovsky National Academy of Medical Sciences of Ukraine;1
National Space Management and Testing Center;1
Faculty of Informatics and Computer Science;1
Taras Shevchenko;1
Department for Special Branches of Historical Science and Electronic Information Resources of Institute of History of Ukraine;1
SI "Institute of Gastroenterology of NAMS of Ukraine";1
Department of Photonic Processes;1
Professional College of Engineering and Management of the false ;1
'NGO ''Ukrainian Nature Conservation Group''';1
'Department of Botany (and Oleksii Vasyliuk''s Lab)';1
Scientific-Practical Center of Endovascular Neuroradiology of the National Academy of Medical Sciences of Ukraine;1
Head of Department of Electrothermal Processes of Materials Processing;1
Faculty of International Economics and Management;1
Department of New Physical and Chemical Ways of Welding;1
Institute for Applied System Analysis of the false  "Igor Sikorsky Kyiv Polytechnic Institue";1
Department of Viticulture and Horticulture;1
Mykolaiv Astronomical Observatory;1
Department of Service and Training National University of Civil Defence of Ukraine;1
Department of International Tourism and Country Studies;1
Center of Neurosurgery;1
Department of Business and Human Resource Management;1
Department of Computer Sciences;1
Radiation Therapist of Department of Radio-neurosurgery;1
Department of Cyber Security National Technical University;1
Melitopol Gymnasium 22 of Melitopol City Council of Zaporizhia Region;1
Management;1
Department of Computer-Integrated Technologies Automation and Mechatronics (CITAM);1
Department of Biochemistry and Physiology of the Faculty of Biology and Ecology Oles Gonchar of the Dnipro National University;1
P-Product Inc;1
Educational and Scientific Center;1
Burn Center;1
Dep. of Automated Control Systems;1
Melitopol Inst. of Ecol. and Social Technol. of the Higher Educ. Inst. Open Intl. University Ukraine;1
Department of Information Warfare;1
Quantum Radiophysics Department;1
Division of doctoral and post-graduate;1
Department of Automation and Information and Measurement Technology;1
Department of Electronics and Nanosystems;1
E.O. Paton Institute of Electric Welding of the National Academy of Sciences of Ukraine;1
Department of Information Systems and Technologies Poltava;1
Informatics and Applied Mathematics;1
Academy of Mining Sciences;1
Department of Electrical Engineering and Electronics Zhytomyr;1
State Organization "Grigoriev Institute for Medical Radiology and Oncology of the National Academy of Medical Sciences of Ukraine";1
Medical Institute Kharkiv Medical Academy of Postgraduate Education;1
PhD Student of the Department of Computer Engineering and Programming;1
PhD (Engineering Sciences);1
Research Laboratory of Automation of Scientific Researches;1
Kamianets-Pod³lskyi National Ivan Ohiienko University;1
Educational and Research Center of Strategic Communications in the Sphere of National Security and Defence;1
Ukrainian State;1
The National Center "junior Academy of Sciences of Ukraine";1
Sumy Makarenko State Pedagogical University;1
Test Automation Engineer Softserve;1
Scientific Center Air Force;1
Z.I. Nekrasov Iron and Steel Institute of NAS;1
Scientific Department of Organizing Ivan Kozhedub Kharkiv National Air Force University;1
Department of Intellectual Control International Research and Training Center for Information Technologies and Systems of the National Academy of Sciences (NAS) of Ukraine and Ministry of Education and Science (MES) of Ukraine Akademika;1
Kryvyi Rih State University of Economics and Technology;1
Ukrainian Logistics Oil and Gas Company;1
SI the Filatov Institute of Eye Diseases and Tissue Therapy of the NAMS of Ukraine;1
Kharkiv Polytechnic Institute;1
Department of Technological Systems of Repair Production;1
State Enterprise "Southern State Design and Research Institute of Aviation Industry";1
Department of Automatics and Computer-Integrated Technologies;1
Vinnytsyia National Technical University;1
3D GENERATION UA;1
Central Scientific Research Institute of the Army of the Armed Forces of Ukraine;1
Head of Laboratory;1
Ivano-Frankivsk National Medical Universitó;1
Measuring Systems and Telecommunications in Yuzhnoye SDO;1
Department of Aerospace Radio-electronic Systems;1
Department of Aerospace Radioelectronic Systems;1
false  "Kharkov Aviation Institute";1
Department of Software Engineering and Business Faculty;1
Department of artificial intelligence and software;1
M.G. Kholodny Institute of Botany of the National Academy of Sciences of Ukraine;1
Institute of Hydrobiology of the National Academy of Sciences of Ukraine;1
Military Institute of Telecommunication and Information Technologies named after Heroiv Krut;1
Department of National Economy;1
Institute of Gerontology named after D.F. Chebotaryov of the National Academy of Medical Sciences of Ukraine;1
Doctor of Pedagogical Sciences;1
Department of Machine Usage;1
Department of Chemistry of Natural Compounds;1
Department of Neurology and Neurosurgery;1
Institute of Mathematical Machines & Systems Problems;1
Department of Informatics and Computer Technology;1
Department of Statistics and Demography;1
RE Kavetsky Institute Experimental Pathology;1
Department of Business-Economic and Administration;1
Department of Information Systems in Management and Accounting;1
Romodanov Neurosurgery Institute;1
Stepan Gzhytskyi National University of Veterinary Mediñine and Bioteñhnologies Lviv;1
Institute of Animal Biology of NAAS;1
State Scientific-Research Control Institute of Veterinary Medicinal Products and Feed Additives;1
M. M. Gryshko National Botanical Garden of National Academy of Science of Ukraine;1
Scientific researcher;1
Zhytomyr Military Institute;1
Department of Occupational Safety and Environmental Engineering;1
Department of Geodesy;1
Clinical Immunology and Allergology Department;1
Hospital Nephrology and Dialysis Department;1
Surgery and Transplantation Department;1
Institute of Electromechanics Energy Saving and Automatic Control Systems;1
Kharkiv Air Force;1
'NTU ''Khpi''';1
Doctor of technical sciences professor;1
'Private Joint-stock Company ''Elaks''';1
UkrSURT;1
Department of Occupational;1
Department of Mechanization of Animal Husbandry;1
Department of Medical and Biological Basics of Physical Culture and Sports;1
Department of Physical Therapy and Ergotherapy;1
Department of Regional Administration;1
Department of the English Language and Methods of Teaching;1
Institute of business;1
Noosphere;1
Sumy A. Makarenko Pedagogical University;1
Department of Economics Entrepreneurship and Management Educational and Research;1
Department of Engineering and Technology of the Azov Maritime Institute;1
Department of Business Automation;1
Academician Stashis Scientific Research Institute for the Study of Crime Problems;1
"Igor Sikorsky Kyiv Polytechnic Institute";1
Institute for Contemporary China Studies Named after Borys Kurts;1
A. Yu. Krymskyi Institute of Oriental Studies;1
Department of Radioengineering and Information Security;1
STATE INSTITUTION «INSTITUTE OF PEDIATRICS;1
Department of Innovative Management and Financial Analytics;1
Department of Administrative Activity;1
Igor Sikorsky Kiev Polytechnic Institute;1
German Language Instructor;1
Department of Translation;1
Department of the German Language and Methodology of Teaching;1
English Language Instructor;1
Department of Olympic and Professional Sports;1
Department of Cyclic Sports;1
Department of Technologies and Life Safety;1
Department of Automobile and Transport Infrastructure;1
Department of Mathematical Modeling and Statistics;1
Department of Hotel and Restaurant Services;1
Department of Geobotany;1
Lesya Ukrainka Volyn State University (Ukraine);1
Donbass State Pedagogical University (Ukraine);1
University Hryhorii Skovoroda in Pereiaslav (Ukraine);1
Kharkiv National Technical;1
Laboratory of Neuroorthopedics and Pain Problems;1
Procter&Gamble;1
Poltava Gravimetric Observatory;1
Karpenko Physiko-Mechanical Institute;1
Kharkiv Radioångineering College of the Ministry of Education and Science of Ukraine;1
Ivan Kozhedub Kharkiv National University of the Air Force of the Ministry of Defense of Ukraine;1
Kharkiv National University of Radio Ålectronics of the Ministry of Education and Science of Ukraine;1
Kharkiv Medical Academy of Postgraduate Education of the Ministry of Health of Ukraine;1
Naval-Scientific Medical Institute of Kharkiv false  «Kharkiv Polytechnic Institute» of the Ministry of Education and Science of Ukraine;1
Department of World Economy and International Economic Relations;1
Institute of Engineering Thermophysics of Nas of Ukraine;1
Lemberg Solutions LLC;1
Institute for Applied Problems of Ecology;1
S.I. Subbotin Institute of Geophysics of the NAS of Ukraine;1
State Enterprise "Scientific Research and Design Urban Development Institute";1
Department of Automobiles;1
Department of Optimization of Technological Systems Named after T. Yevsiukov;1
Department of Fashion and Show Business;1
Department of Tractors and Automobiles;1
Department of Technical Operation and Service of Automobiles Named M. Govorushchenko;1
The Department of Automobile and Transport Technologies;1
State University "Uzhhorod National University";1
Kyiv National Univ. of Construction and Architecture;1
National Pirogov Memorial Medical Univ.;1
Department of Accounting and Taxation and Marketing;1
Department of X-ray Diffraction Studies and Quantum Chemistry;1
G.V. Kurdyumov Institute for Metal Physics;1
National University "Odessa Law Academy";1
Department of Oncology and Medical Radiology;1
Engineer;1
Ultrasound Department;1
Senior Lecturer;1
Kyiv Regional Employment Center;1
Institute of Renewable Energy of the National Academy the Sciences of Ukraine;1
Postgraduate Student;1
Dept of Propedeutic of Internal Medicine;1
Faculty of Physics of false ;1
Diagnostic Radiology Department;1
Diagnostic Radiology Department of Kharkiv Medical Academy of Postgraduate Education;1
Pukhov Institute for Modelling in Energy Engineering NAS of Ukraine;1
Department of Cyber Security and Information Protection Faculty of Information Technology;1
Department of Molecular Pathology and Genetics;1
Department of Military Training;1
Biomedicine;1
Department of Thoracic Tumors;1
– Limited Liability Company "SHEDRO";1
Dept 507;1
National Aerospase University;1
Department of Economic Cybernetics and Applied Economics;1
Simon Kuznets Kharkiv University of Economics;1
Parimatch Tech;1
O. M. Beketov National University of Urban Economy;1
Kremenchuk Myhailo Ostrohradskyi National University;1
Vinnitsa State Pedagogical University named after M. Kotsiubynskyi;1
Department of Internal Medicine #2;1
Institute for Mechanical Engineering and Transport;1
Institute of Civil Protection;1
Institute of Public Administration in the Sphere of Civil Protection;1
Department of Astronomy and Space Computer Science;1
Kyiv National University of Economics named after Vadym Hetman;1
Academy of Labour Social Relations and Tourism;1
Ivan Franko Lviv national University;1
Kherson city neuropsychiatric center;1
Military Institute of Telecommunications and Informatization;1
false  "Igor Sikorsky Kyiv Polytechnic University";1
Ternopil National Ivan Puluj Technical University;1
Faculty of Veterinary Hygiene;1
Department of Information System and Technology;1
PJSC Zaporizhzhia Iron-Ore Plant;1
Kirovograd Flight Academy of the false ;1
National Pedagogical University named after M.P. Drahomanov;1
Department of Radio Astronomy Equipment and Methods of Observations;1
Viacheslav Chornovil Institute of Sustainable Development;1
MindCraft AI LLC;1
Kamianets-Podilsky Ivan Ohiienko National University;1
Variety Art Department;1
Department of International Relations and Tourism;1
Institute of Geological Science;1
Department of Physical Geography;1
Department of Plant Biology Department;1
Educational and Research Center of Strategic Communications in the Sphere of National Security and Defense;1
NoviNano Lab LLC;1
Law School;1
Military Diplomatic Academy named after Yevheniy Bereznyak;1
Lviv Department of the National Ecological Center of Ukraine;1
Carpathian National Natural Park;1
State Institution "Scientific Hydrophysical Centre of the National Academy of Sciences of Ukraine";1
Institute of Geophysics by. S. I. Subbotin name of the NAS of Ukraine;1
SI «Institute of Urology of the National Academy of Medical Sciences of Ukraine»;1
Department of Mathematics and Methods of its Teaching;1
Lyft Ukraine Llc;1
false  ‘Kharkiv Polytechnic Institute’;1
Institute of Electrodynamics of NAS of Ukraine;1
Head of Department of Information-communication technologies named after O. O. Zelensky;1
JSC "Institute of Information Technologies";1
Department of Electrical Engineering and Information Measuring Technologies;1
National University Chernihiv Polytechnic;1
Associate Professor of Department of Information-communication technologies named after O.O. Zelensky;1
Odesa;1
NAU Kharkiv Aviation Institut;1
Odessa International Medical University;1
Department of Environmental Safety;1
ESI "Institute of Geology";1
Department of Computer-aided Management and Data Processing Systems;1
Data & Analytics;1
Institute of Applied PhysicsNational Academy of Sciences of Ukraine;1
I Hoirbachevsky Ternopil National Medical University;1
Rivne State University of Humanities;1
National Defense University of Ukraine Named after Ivan Cherniakhovskyi;1
National University of Water Management and Nature Resources;1
Peak Terskol Observatory;1
Zaporizhzhja National Technical University;1
Applied Radiophysics;1
ITRE;1
Department of Applied Ecology and Environmental Sciences;1
Odessa Ukraine;1
Department of Automared Systems Control;1
V.S. Martynovsky Institute of Refrigeration;1
Wilson;1
ESI "Institute of Geology";1
NAS of Ukraine (Marine Geology);1
Ukrainian Research Institute of Forestry and Forest Melioration named after G. M. Vysotskyi;1
Department of Cainozoic Deposits;1
FreshCode;1
Odesa Military Academy Odesa;1
Institute Information Technologies in Economics;1
Stepan Gzytsky Natoinal University of Veterinary Medicine and Biotechnologies;1
Institute for Nuclear Research NASU (KINR);1
Deputy Dean of Scientific Work of the Faculty of Information Technology Taras Shevchenko National;1
Lviv Danylo Halytsky National Medical University;1
State University of Intelligence Technologies and Telecommunications;1
SE «Dnipropetrovsk medical academy of Health Ministry of Ukraine»;1
Community non-profit enterprise "Center for primary health care Pavlograd city";1
Center for Information Medicine "Medin";1
Community non-profit enterprise;1
Institute of Evolutionary Ecology of the National Academy of Sciences of Ukraine;1
Faculty of Law;1
Institute of Renewable Energy of the National Academy of Science of Ukraine;1
Institute Electrodynamics of the National Academy of Science of Ukraine;1
department of cybersecurity;1
Samsung Research;1
Odessa State Academy Regulation and Quality;1
Department of Geoinformatics and Photogrammetry;1
Ukrainian Catholic University in Lviv;1
Private institution of higher education "Odessa University of Technology "Shah"";1
false  named after N.Zhukovsky "Kharkiv Aviation Institute";1
Research and Production Enterprise "LTU" (RPE LTU);1
The State University of Telecommunications;1
Department of Economic Policy and Management;1
Department of National Economy and Public Administration;1
Department of Audit;1
Department of Information and Communication Technologies of Institute of Information Technology of V. I. Vernadskyi National Library of Ukraine;1
Department of Equipment and Technology of Welding Production;1
Department of International Organizations and Diplomatic Service;1
Department of International Regional Studies;1
Limited Liability Company;1
SI «Dnipropetrovsk Medical Academy of Ministry of Health of Ukraine»;1
false  ‘‘Igor Sikorsky Kyiv Polytechnic Institute’’;1
Department of Design Automation;1
false  ‘‘Kharkiv Aviation Institute’’;1
The Taras Shevchenko National University;1
Department of General Problems of Formation and Implementation of Innovation Policy;1
Khark³v Medical Academy of Postgraduate Education;1
V.N. Karazin Khark³v National University;1
Burisma;1
Department of Tactics;1
Faculty of Information Technology false ;1
Department of Artificial Intelligence and Software;1
Department of Foreign Philology;1
Department of Telecommunications and Radio Engineering;1
The Odesa Archaeological Museum;1
Epidemiology department;1
Mathematics and Informatics faculty;1
Sociology faculty;1
Department of Regional Policy;1
Research Laboratory of Problems of Legal and Organizational Support of the Ministry Activities;1
Institute of Market Problems and Economic-Ecological;1
interdepartmental Research Center for Combating Organized Crime;1
Public Agency "National Scientific and Research Institute of Industrial Safety and Occupational Safety and Health";1
Department of Logistics and Technical Support of Rescue Operations;1
Department of Language Training;1
false  "Igor Sikorsky Kiev Polytechnic Institute";1
Interregional Academy of personal management;1
Student of false ;1
Associate Professor at the Computer Science Department;1
information Systems and Technologies Department;1
Senior Specialist of the Computer Science Department of false ;1
Department Military institute of Telecommunications and information Technologies named after Heroes of Kruty;1
College of Information Technologies and Land Management of the false ;1
Department of Comprehensive Risk Reduction for Chronic Non-Communicable Diseases;1
Department of Software Engineering of Automated Systems;1
SI «National Research Center for Radiation Medicine of National Academy of Medical Sciences of Ukraine»;1
Department of Network and internet Technologies;1
Department of Applied Mathematics and informatics;1
intellectual Technologies Department;1
M. S. Hrushesky Institute of Ukrainian Archeography and Source Studies of the National Academy of Sciences of Ukraine;1
Kamianets-Podilskyi National ivan Ohiienko University;1
Department of Software and Hardware Automation;1
Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of the Ukraine;1
Department of State and Legal Disciplines;1
Department International Economics;1
The Institute of Legislation of the Verkhovna Rada of Ukraine;1
The Kherson National Technical University;1
Institute of Physics And Technology;1
Mathematical Modelling and Artificial Intelligence department;1
V.V. Popovskyy Department of Infocommunication Engineering;1
Eos Data Analytics Ukraine;1
Institute of Radio Astronomy of NAS of Ukraine The Institute of Radio Astronomy;1
Department of Drug Technology and Biopharmaceutics;1
Sector of Mobilization and Conservation of Plant Resources;1
JSC UkrGasVydobuvannya UGV;1
National Healthcare University of Ukraine;1
Institution of Hydromechaniks of the National Academy of Sciences of Ukraine;1
Department of Morphology;1
Instruments and Control-measurement Systems Department Ternopil Ivan Puluj National Technical University;1
Telecommunications and Radio Engineering Department Zhytomyr S. P. Koroliov Military Institute;1
Decameter Radio Astronomy Department The Institute of Radio Astronomy;1
Research and Development Division National Space Facilities Control and Test Center;1
SHEE false ;1
State Institution "Scientific Hydrophysical Centre;1
Kyiv Astronomical Club "Astropolis";1
Department of Physics and Electrical Engineering;1
V. Ye. Lashkaryov Institute of Semiconductor Physics of NAS of Ukraine;1
V. Ye. Lashkaryov Institute of Semiconductor Physics of the National Academy of Sciences of Ukraine;1
G. V. Kurdyumov Institute for Metal Physics of the National Academy of Sciences of Ukraine;1
STATE ORGANIZATION «GRIGORIEV INSTITUTE FOR MEDICAL RADIOLOGY AND ONCOLOGY OF THE NATIONAL ACADEMY OF MEDICAL SCIENCES OF UKRAINE»;1
MUNICIPAL ENTERPRISE «KHARKIV CITY CLINICAL HOSPITAL ¹27»;1
Department of Remote Sensing Information Technologies;1
V.E. Lashkaryov Institute of Semiconductor Physics of National Academy of Sciences of Ukraine;1
Main Centre of Special Monitoring;1
SI «V. Danilevsky Institute for Endocrine Pathology Problems of the NAMS of Ukraine»;1
Kyiv Scientific Research Institute of Forensic Expertise;1
Kyiv Scientifically-Research Expertly-Criminalistics Center Ministries of Internal Affairs of Ukraine;1
Odessa Research Institute of Forensic Expertise;1
State Institution «Institute of Pediatrics;1
Faculty of Geoinformation Systems and Territory Management Technologies;1
Institute of Renewable Energy;1
Institute for Applied Systems Analysis false  «Igor Sikorsky Kyiv Polytechnic Institute» of the Ministry of Education and Science of Ukraine;1
Ukrrestavratsiia Corporation;1
STATE HIGHER EDUCATIONAL INSTITUTION "UZHHOROD NATIONAL UNIVERSITY";1
Central Research Institute of Armaments And Military;1
Poltava State Agrarian Academy;1
Faculty of Information and Applied Technologies;1
Faculty of Veterinary Medicine;1
POLTAVA INSTITUTE OF BUSINESS PHEE «ISTU»;1
Department of Physical Rehabilitation and Vital Sequrity;1
Department of biochemistry and biotechnology;1
Institute of Archaeology of the Crimea Russian Academy of Sciences;1
Department of Architectural Environment Design;1
STATE HIGHER EDUCATIONAL ESTABLISHMENT «UZHHOROD NATIONAL UNIVERSITY»;1
Department of Innovative Technologies and Methods of Teaching Natural Sciences;1
Department of Computer Engineering and Information Systems;1
Kyiv National University of Constraction and Architecture;1
Center of the Special Information Receiving and Processing;1
Institute of Geological Sciences NAS of Ukraine;1
Department of Accounting and Analysis;1
State Institution "Scientific Hydrophysical Centre of the National Academy of Sciences of Ukraine";1
Dean of the Faculty of Arts;1
Ivan Ohienko Kamianets-Podilsky National University;1
"Zaporizhzhia Polytechnic National University;1
Institute of Telecommunication and Global Information Space of NASU;1
Shupik National Healthcare University of Ukraine of the Ministry of Health of Ukraine;1
State Institution «Romodanov Neurosurgery Institute National Academy of Medical Sciences of Ukraine»;1
Technical University «Metinvest polytechnic»;1
Faculty of Computer and Information Technologies false  "KhPI";1
Department of Mycology and Phytoimmunology;1
V.I. Vernadsky Crimean Federal University;1
Department of Service and Training;1
Department of Educational and Information Technologies;1
Central Scientific Research Institute of Armament and Military Equipment of the Armed Forces of Ukraine;1
Department of Project Management in Urban Economy and Construction;1
Department of Metrology and Industrial Safety;1
Department of Communication and Automated Control Systems;1
Department of Social and Humanitarian Desciplines;1
'Department of Information Technology and Multimedia Systems false  &#x201C;Kharkiv Polytechnic Institute&#x201D';1
Department of Networking and Internet Technologies;1
Department of Software Systems and Technologies;1
Department of Computational Mathematics and Computer Modeling;1
S. P. Korolyov Zhytomyr Military Institute;1
