index;name;#publications;#publishers;publishers;density
2333;Department of Journalism;2;3;"57216202180; 57216494271; 57204534157";0,666666667
2336;LLC “DTEK Energy”;2;3;"57203935603; 57209980242; 57209570435";0,666666667
2340;Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defense of Ukraine;2;4;"57216221814; 57196148971; 57450131600; 57451203200";0,5
2346;Department of Optimal Control and Economical Cybernetics;2;1;57216272430;2
2347;VITech Lab;2;1;54791442900;2
2353;Ciklum;2;3;"57219007212; 45861384900; 57216367426";0,666666667
2369;National Technical University of Oil and Gas;2;6;"57194426734; 57693386400; 35093092400; 57189322677; 8342928100; 57217114020";0,333333333
2374;Department of Environmental Management and Entrepreneurship;2;2;"57200968744; 55367865700";1
2376;State Scientific and Technical Library of Ukraine;2;1;57201528033;2
2378;Information Research Institute;2;4;"57205532394; 36443046100; 57203011156; 55624435000";0,5
2387;Department of International Relations;2;2;"57222123118; 57216654383";1
2411;Donbas State Pedagogical University;2;2;"57216939173; 57204961309";1
2414;Institute of Geophysics of Ukraine National Academy of Science;2;1;6602523298;2
2416;"National University ""Odessa Maritime Academy""";2;1;57205501123;2
2418;Donetsk State University of Management;2;2;"57216944908; 35321905500";1
2451;Zhytomyr Military Institute Named after S. P. Korolov;2;5;"57217113170; 57439911200; 55696433000; 57211300421; 57439911100";0,4
2461;NTUU 'Igor Sikorsky false Polytechnic Institute';2;3;"8366229800; 57217114301; 26662433900";0,666666667
2462;National University 'Odessa Maritime Academy';2;5;"57191840060; 57191838593; 57163842100; 57205502510; 57170877600";0,4
2473;Department of Public;2;4;"57199997202; 57208127961; 57212144390; 57217256749";0,5
2477;Research Institute for Environment Treatment;2;1;6603327806;2
2486;National Aerospace University 'false';2;4;"58309781700; 57194517520; 55842633400; 22034616000";0,5
2502;Taras Shevchenko National University of false Institute of Geology;2;5;"57200162018; 57194454213; 57194459071; 57194448061; 57200165109";0,4
2518;Kremenchuk Mykhailo Ostrohradskyi;2;4;"55367910400; 58089348900; 58089348800; 58089229000";0,5
2528;Astronomical Institute of false V.N. false National University;2;2;"8522953400; 6508015051";1
2533;Dge Dniproheofizyka;2;2;"57218570682; 35758022500";1
2545;National Aviation University of Ukraine;2;2;"7103245945; 57217113894";1
2565;M. M. Gryshko National Botanical Garden;2;3;"57316781400; 35775078200; 57196237370";0,666666667
2567;Department of Pedagogy and Management of Education;2;3;"57203141806; 57218835031; 6507897615";0,666666667
2600;Dobrov Institute for Scientific and Technological Potential and Science History Studies;2;6;"57219049974; 57413569200; 57219050634; 57413429200; 57219052229; 57413294500";0,333333333
2601;Ihor Sikorsky false Polytechnic Institute;2;4;"56105504500; 56825986500; 58247671300; 58246840200";0,5
2604;National Science Center “Kharkov Institute of Physics and Technology”;2;6;"36632848400; 6505624201; 58580421100; 36619982100; 57218379359; 8582386800";0,333333333
2616;Samsung RandD Institute Ukraine;2;6;"57405364100; 57219240592; 36561380700; 57892242800; 57210106356; 57892114000";0,333333333
2627;Faculty of Nursing;2;2;"58528778800; 57219437288";1
2630;Department of Geodesy and Cartography;2;9;"57195807663; 57219450175; 57219452096; 57219455561; 57219452323; 57494975600; 57219453261; 57193763396; 57217127850";0,222222222
2639;Systems Engineering Department;2;1;57189386760;2
2648;National University falseska Politechnika;2;2;"27867964800; 24484045400";1
2649;Eastern European Scientific Society;2;1;57191729424;2
2658;National Forestry University of Ukraine;2;4;"57219538221; 22981645200; 57188571993; 57219533243";0,5
2663;State Agrarian and Engineering University;2;4;"57226832226; 57219908892; 57203663904; 57209275308";0,5
2665;Tneu;2;8;"57219592005; 36068957200; 56008186500; 27867794600; 57190575875; 57264119000; 16479742300; 57204559267";0,25
2692;Modis;2;2;"57219928966; 57433417000";1
2693;Balatskyi Academic and Research Institute of Finance;2;1;57202816090;2
2727;Department of the theory of wave processes and optical systems of diagnostics;2;5;"8878713100; 6506425007; 57189325983; 6507972970; 55502616000";0,4
2739;National University “falseska politechnika”;2;3;"26868037300; 57219859769; 24484045400";0,666666667
2742;Department of Finance and Banking;2;3;"57220578822; 57210994337; 57224211390";0,666666667
2745;State Ecological Academy of Postgraduate Education and Management;2;2;"57192835230; 57208663569";1
2753;Ntu 'KhPI';2;7;"25628931200; 57957178400; 57202582006; 6506478274; 10043594600; 57209310769; 58170690600";0,285714286
2760;Donbass National Academy of Civil Engineering and Architecture;2;2;"57220929849; 57209777338";1
2762;Doctor of Public Administration Sciences;2;2;"57221206999; 57209981052";1
2831;Dnipro National University of Railway Transport Named after Academician V. Lazaryan;2;4;"57195566216; 57224202699; 57212528706; 26635896100";0,5
2833;Karpenko Physico-Mechanical Institute of the Nasu;2;6;"7003965488; 14044776000; 6507619885; 8630747800; 6507074177; 57192204405";0,333333333
2843;National University of Construction and Architecture;2;3;"7004385368; 57216831949; 57990104000";0,666666667
2850;Dept. of Geo-information Technologies and Space Monitoring of the Earth;2;2;"58125788500; 57203139152";1
2853;Department Propaedeutics of Internal Medicine;2;1;57218435074;2
2854;NTUU “Igor Sikorsky KPI”;2;5;"57222087472; 55819400100; 6603099454; 57222082342; 57190372142";0,4
2862;Department of Oncology;2;3;"57931469900; 57222127485; 57209283249";0,666666667
2867;Department of Public Administration;2;2;"57203944807; 57222125739";1
2873;National Technical University of Ukraine 'Igor Sikorsky false;2;5;"57205575164; 57211270659; 57190444874; 56669961200; 57192819298";0,4
2885;Department of Forest Mensuration and Forest Management;2;7;"56019506300; 57222197428; 57188721115; 57218293808; 57208819117; 57221500406; 57208823347";0,285714286
2886;King’s College London;2;1;35867981700;2
2911;National Technical University KhPI;2;7;"57845103200; 57003477900; 57209619300; 24722815200; 57222569081; 57204824595; 24723278200";0,285714286
2915;Economics;2;3;"57210957688; 57211509532; 57194574570";0,666666667
2917;Ukrainian Engineering Pedagogics Academy;2;6;"57200206683; 57198156271; 57216508623; 57207844419; 57222626003; 57218570492";0,333333333
2918;Institute of Molecular Biology and Genetics of NASU;2;4;"57189096099; 6507133675; 57189093230; 55312470700";0,5
2928;BUKOVINIAN STATE MEDICAL UNIVERSITY;2;4;"58788643300; 57195933570; 57202737807; 57222739616";0,5
2934;PU 'Kiev Department' Branch of the Main Information and Computing Center of the JSC 'Ukrzaliznytsya';2;1;55580999500;2
2944;Department of Criminal Law Disciplines;2;2;"57218622876; 57210807196";1
2946;V. I. Vernadsky Crimean Federal University;2;2;"57222871255; 56809272400";1
2948;false NATIONAL MEDICAL UNIVERSITY;2;7;"57224523247; 57222955715; 57221567532; 57222954960; 57572161400; 56571298100; 57208077442";0,285714286
2960;Verkhovna Rada of Ukraine;2;2;"58500036200; 57216587372";1
2961;false International University;2;1;54387596000;2
2982;Dnieper National University Named by Oles Honchar;2;3;"57210286756; 6507443621; 58290539500";0,666666667
2995;National Defence University of Ukraine;2;2;"58123830900; 57223977010";1
2996;National Science Center “false Institute of Physics and Technology”;2;5;"6603630963; 6508299844; 6506522300; 56386102300; 15070249400";0,4
3012;Department of Software Engineering and Cybersecurity;2;4;"57962484000; 56505221900; 57223192989; 57201748093";0,5
3018;Department of Computer Engineering and Electromechanics;2;5;"57219315080; 58497668800; 57189090865; 57196146994; 57196150930";0,4
3025;Department of Automation and Intelligent Information Technologies;2;2;"57204585944; 57105837600";1
3027;National Pedagogical Dragomanov University;2;2;"57846871100; 57224474172";1
3040;Ukrainian Research and Design Institute of Industrial Technology;2;1;8915855500;2
3046;University of the State Fiscal Service of Ukraine;2;2;"57226541077; 57224906028";1
3050;Department of Finance and Entrepreneurship;2;2;"57303070900; 57202816090";1
3054;POLTAVA STATE MEDICAL UNIVERSITY;2;7;"57203497400; 55782043200; 57203499436; 57204086124; 57209690523; 57217604861; 57205370253";0,285714286
3059;Scientific and Organizational Department;2;3;"58173101300; 57207757558; 35796112800";0,666666667
3064;Educational and Scientific Complex “Institute for Applied System Analysis” of the National Technical University of Ukraine “Igor Sikorsky false Polytechnic Institute”;2;2;"57220190228; 57225145039";1
3067;Doctor of Technical Science;2;2;"36052468600; 6508061815";1
3071;Odesa Mechnikov National University;2;4;"57208337259; 57220805603; 57225955266; 57221522649";0,5
3086;Department of International Trade and Entrepreneurship;2;2;"57211334374; 57302914000";1
3090;Department of International Finance;2;3;"57200629207; 57217874909; 58162718900";0,666666667
3095;Institute of Telecommunication Systems;2;5;"57226367887; 55226282100; 57200923626; 57197188333; 15770119900";0,4
3105;Kamianets-Podilskyi Ivan Ohiienko National University;2;1;57226387325;2
3124;National Tech. University of Oil and Gas;2;3;"8342928100; 35093092400; 57189322677";0,666666667
3145;Odesa Polytechnic State University;2;7;"56667638800; 57191858904; 57219779480; 57226775084; 54419480900; 57226777180; 57226780165";0,285714286
3147;Ukrainian Lingua-Information Fund of NAS of Ukraine;2;1;57226798341;2
3148;Institute of Telecommunications and Global Information Space of NAS of Ukraine;2;1;57226791977;2
3149;Scientific and Research Institute of Geodesy and Cartography;2;1;57222569734;2
3151;International University of Finance;2;2;"57227424800; 56607304100";1
3153;Institute for Problems of Cryobiology and Cryomedicine of the National Academy of Sciences of Ukraine;2;12;"6602778501; 56229052700; 57811664900; 57215214905; 7003360449; 12779047200; 57555790200; 57063398800; 56272841200; 12779340900; 56272804700; 6507763775";0,166666667
3156;Department of Transplantology Surgery;2;1;57213072743;2
3157;false Emergency Hospital;2;1;57964773300;2
3177;"National Technical University of Ukraine ""igor Sikorsky false Polytechnic Institute""";2;2;"6503906914; 26532936000";1
3184;Department of Invertebrate Fauna and Systematics;2;3;"56267260600; 12544628600; 6508016964";0,666666667
3185;National University 'Zaporizhzhia Polytechnic';2;9;"7003406517; 55120940800; 24479741800; 57207759425; 8326364500; 57249317700; 57211625706; 57207762109; 57200940453";0,222222222
3189;Kryvyi Rih College National Aviation University;2;1;57217113190;2
3196;Department of Systems Management Life Safety;2;2;"57193439866; 57196472934";1
3207;Department of Economic and Mathematical Modelling;2;2;"57219838140; 57266643100";1
3217;Space Research Institute of National Academy of Sciences of Ukraine;2;11;"6507365226; 23994121800; 56667743100; 25223087400; 56335387700; 57214233531; 56177710200; 57208256914; 57209536574; 6602485938; 12780133600";0,181818182
3235;School of Radio Physics;2;3;"56784201500; 57211774973; 57200139427";0,666666667
3239;Department of Life Safety;2;2;"57203146990; 57144568200";1
3241;Department of Media Systems and Technology;2;1;56712496800;2
3258;Zhytomyr National Agroecological University;2;5;"57314853600; 57208642802; 57324956400; 57218570293; 58524657100";0,4
3260;Department of Aerospace Geodesy and Land Management;2;3;"57214231319; 57204324241; 58034558900";0,666666667
3268;Scientific Research and Design Institute 'Molniya';2;1;57192545080;2
3277;Ternopil National Medical University;2;3;"57211311669; 57337043000; 57211323941";0,666666667
3278;National Amosov Institute of Cardiovascular Surgery;2;12;"57208321910; 7003966153; 57338684800; 57212215088; 6504120488; 57221735440; 36856211400; 57337822300; 57216730488; 57216727856; 58349938200; 57203548955";0,166666667
3283;National University «Yuri Kondratyuk Poltava Polytechnic»;2;6;"57214218290; 57214755328; 7004385368; 57195071299; 57349387000; 58019352700";0,333333333
3287;Research Institute Group;2;1;7004240035;2
3288;Office of Special Forces;2;1;57351141600;2
3289;Department of Fire and Rescue Training;2;6;"55328392300; 57200139662; 57202999907; 57213113700; 57215217052; 57212030973";0,333333333
3290;Department of Engineering and Computer Graphics;2;1;7007074195;2
3297;Institute of Animal Biology;2;1;12808498600;2
3307;Radio Engineering Faculty;2;3;"57293090900; 6506585140; 55193069200";0,666666667
3311;Kundiiev Institute of Occupational Health;2;1;57225319847;2
3318;State Institution “The Institute of Environmental Geochemistry of National Academy of Sciences of Ukraine”;2;8;"57367910400; 57204368232; 58099755200; 57497138300; 56416406100; 58099684900; 57367701800; 56103575200";0,25
3323;National Academy of Medical Sciences of Ukraine;2;2;"16304186700; 57200091913";1
3327;Kharkiv National University of Civil Engineering and Architecture;2;5;"35868273500; 57373462100; 57201780674; 57373105100; 57207765241";0,4
3328;National university “Zaporizhzhia polytechnic”;2;7;"55120940800; 57208667532; 57221812771; 57216955972; 7006531104; 57223799522; 57710057200";0,285714286
3337;Faculty of Geography;2;3;"57210747971; 57210750713; 57462813400";0,666666667
3381;Dmytro Yavornytsky National Historical Museum of Dnipro;2;1;57203923377;2
3389;Department of Robotics and specialized computer systems;2;5;"58558076000; 57216488854; 47161155900; 57670690300; 57193454434";0,4
3400;National Technical University «false Polytechnic Institute»;2;3;"57189353945; 57201056432; 57190440690";0,666666667
3415;Organizational and Scientific Division;2;1;57433125700;2
3422;Department of Radioelectronic Systems of Control Points of Air Forces;2;2;"57432839600; 57715599700";1
3428;Faculty of Cybersecurity;2;5;"57433771100; 57432766000; 57211620576; 57670707400; 6506326427";0,4
3429;Faculty of Management;2;2;"57224223381; 57211968274";1
3446;Karpenko Physico-Mechanical Institute of the Nas of Ukraine;2;9;"57200140058; 24479471100; 7003965488; 14044776000; 6507619885; 36069376300; 24484062600; 24479946200; 24479899900";0,222222222
3494;Scientific and Technical Library;2;1;57214448146;2
3496;Library;2;3;"57201528033; 57457487100; 57457582300";0,666666667
3501;National University of “false Mohyla Academy”;2;1;57201618561;2
3517;ivan Kozhedub false National Air Force University;2;2;"56535420500; 35796112800";1
3518;Military institute of Telecommunications and information Technologies named after Heroes of Kruty;2;2;"57439911000; 57216158519";1
3526;Department of intelligent Software Systems;2;3;"57224009110; 57216639228; 57224011132";0,666666667
3532;Department of Finance and Economics;2;2;"57469611600; 57534210500";1
3547;Department of Financial Law;2;3;"57962126000; 57225067989; 57484463800";0,666666667
3557;State Institution “Scientific Centre for Aerospace Research of the Earth of the Institute of Geological Science of the National Academy of Sciences”;2;4;"57200088769; 57209293419; 6506945131; 56084502600";0,5
3590;Educational and Research Institute of Physics and Technology;2;6;"57981157800; 6507365226; 57202424721; 36021629800; 6506561715; 6602485938";0,333333333
3597;Ukrainian National Tchaikovsky Academy of Music;2;3;"57561071200; 57401915400; 58736267200";0,666666667
3606;State Institution National Antarctic Scientific Center;2;3;"57205541065; 6506884281; 16420555500";0,666666667
3609;Depatment of Artificial Intelligence;2;4;"57566406800; 56125026000; 6506666531; 57565826300";0,5
3614;Space Research and Communication Center;2;2;"57021260000; 57567167100";1
3623;Yangel Yuzhnoye State Design Office;2;4;"57574299300; 57281646800; 13808147800; 24342029700";0,5
3631;State University of Intellectual Technologies and Communications;2;2;"57209800321; 56294054900";1
3634;Odessa I.I. Mechnikov National University;2;3;"57211272775; 57201065209; 57210814263";0,666666667
3636;Department of Molecular Biology;2;12;"36100499800; 57211845025; 57222545125; 55926952700; 7005583749; 56499257800; 56741442800; 57459267000; 57211843959; 57810037300; 57210186658; 57190575734";0,166666667
3642;Research Unit;2;2;"57200318868; 57209368798";1
3654;Department of Management of Organizations;2;3;"56527109700; 57214298464; 36080430000";0,666666667
3678;Odesa State Agrarian University;2;2;"57219094447; 57209496866";1
3685;false National Medical University (KhNMU);2;1;57188767683;2
3688;Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defence of Ukraine;2;3;"57196148971; 57451203200; 57226603233";0,666666667
3691;Department of Applied Mathematics and Information Technologies;2;3;"36104775700; 16202975800; 58771245100";0,666666667
3692;Department of Informatics and Teleinformatics;2;1;35518445600;2
3700;State University of Intellectual Technologies And Telecommunications;2;4;"57200142045; 57204021243; 57200269417; 57716887000";0,5
3702;Department of Management of Enterprises;2;3;"56530735700; 57716843700; 56328435200";0,666666667
3717;Department of Air Navigation Systems;2;2;"57202443723; 58099286600";1
3721;Artificial intelligence department;2;1;57211128569;2
3730;Epidemiology Department;2;1;57209537448;2
3738;false State Academy of Design and Arts;2;2;"57131412000; 56576365900";1
3765;Cadabra Studio;2;1;57787199300;2
3767;Zhytomyr Ivan Franko State University;2;3;"57362301100; 57224617866; 57216897880";0,666666667
3795;T. Shevchenko National University;2;1;55578458900;2
3796;Department of Design;2;3;"57216845001; 57259536900; 57210104640";0,666666667
3798;National Aerospace University false Aviation Institute;2;3;"57210558126; 58194260300; 57211621104";0,666666667
3800;State Biotechnology University;2;3;"57830089100; 57829899400; 19934020100";0,666666667
3806;Ukrainian State University of Science and Technology;2;2;"57222714023; 57217281140";1
3814;Department of the Theory and Practice of Translation;2;1;57218103019;2
3835;Ender Turing OÜ;2;1;57218347049;2
3841;State University of Intellectual Technologies and Telecommunications;2;7;"57216680954; 57194242086; 57192199570; 57872242000; 57871900100; 57189324518; 57189323674";0,285714286
3844;M. Ye. Zhukovsky National Aerospace University “false Aviation Institute,”;2;4;"57202229519; 58194260300; 57202239038; 7006718461";0,5
3856;Cherkasy state technological university;2;1;57885108000;2
3857;University of the State fiscal service of Ukraine;2;1;57884612400;2
3862;State Scientific Research Institute of Armament and Military Equipment Testing and Certification;2;2;"58450114500; 57884108500";1
3868;National Scientific Centre “Institute of Agrarian Economics”;2;2;"57221412961; 57821489400";1
3870;Institute of Higher Education;2;3;"57884863300; 58601673800; 56244928700";0,666666667
3907;Department of the Theory of Wave Processes and Optical Systems of Diagnostics;2;7;"6602083599; 7003965488; 14044776000; 6507619885; 6506358676; 6701329693; 57200140058";0,285714286
3917;I. I. Mechnikov Odessa National University;2;2;"57220805603; 57647176300";1
3921;Ptoukha Institute for Demography and Social Studies;2;2;"57949496100; 57225029294";1
3923;Academic and Research Institute of Law;2;4;"57211756809; 57195611683; 57202751067; 57226654171";0,5
3931;Western Radio Technical Surveillance Center State Space Agency of Ukraine;2;1;56866310000;2
3966;Scientific and Research Department of Tests of Missile and Artillery Weapons;2;1;57961918400;2
3967;Military Institute of Telecommunications and Information Technologies named after Heroes of Kruty;2;3;"57962973600; 57703996200; 57210357169";0,666666667
3977;Aviation University;2;3;"58101166300; 58100637100; 6601983603";0,666666667
4002;Department of Entrepreneurship and Business;2;2;"58797903800; 57217591146";1
4005;Department of Dermatology and Venereology;2;6;"57221558396; 57200520504; 57992289900; 58764306800; 57221563029; 57992098900";0,333333333
4012;Neurosurgery;2;1;57208352662;2
4050;Space Research Institute National Academy of Sciences of Ukraine and State Space Agency of Ukraine;2;6;"57202006988; 58249157200; 57209536574; 25223087400; 12780133600; 56335387700";0,333333333
4074;Odesa Scientific Research Institute of Forensic Expertise of the Ministry of Justice of Ukraine;2;1;58044042300;2
4088;Department of Business Economics and Entrepreneurship;2;4;"58062254200; 57223008045; 57211506238; 58119303000";0,5
4101;false National University of Radio Electronics (NURE);2;4;"58489549200; 56337811900; 58066372700; 15833942400";0,5
4108;Institute of Artificial Intelligence Problems of MES and NAS of Ukraine;2;3;"6602324472; 57221867526; 57188766815";0,666666667
4126;Department of Theory;2;3;"58023891600; 57218114932; 58078548600";0,666666667
4129;V.P. Kukhar Institute of Bioorganic Chemistry and Petrochemistry of the National Academy of Science of Ukraine;2;9;"57205476268; 56160092400; 6603929049; 36674573300; 58080925800; 15760599300; 57194614164; 7005099780; 8430489400";0,222222222
4136;Independent Researcher;2;3;"57194193042; 57191408081; 57204397260";0,666666667
4139;false National University of Radio Electronic;2;4;"57211027250; 57216434058; 15519673800; 58375766100";0,5
4148;Department of Administrative and Information Law;2;2;"58499278900; 57200369105";1
4166;Marketing and Logistics Department;2;2;"57208109894; 56647807400";1
4172;Kamianets-Podilskyi National Ivan Ohiienko University;2;4;"57200174193; 16460785000; 57366214600; 57202395774";0,5
4201;Scientific Library;2;3;"57214448146; 57459046100; 58117184300";0,666666667
4204;Institute of Archaeology National Academy of Sciences of Ukraine;2;1;58118460600;2
4218;Department of Pedagogy and Psychology of Social Systems Management;2;5;"57217045232; 57211885577; 58126816300; 57217046799; 57794938200";0,4
4231;PU “Kiev Department” Branch of the Main Information and Computing Center of the JSC “Ukrzaliznytsya”;2;1;55580999500;2
4235;Department of Applied Geodesy;2;3;"57190021687; 58328573500; 57292121900";0,666666667
4243;Ben-Gurion University of the Negev;2;1;6602488378;2
4244;Institute for Digitalisation of Education of the NAES of Ukraine;2;7;"56375008500; 57211133927; 57219969645; 56289490700; 57190124417; 57211134081; 57204971103";0,285714286
4250;Bila Tserkva National Agrarian University;2;2;"58156184500; 57214232255";1
4255;Division Molecular Biotechnology and Functional Genomics;2;1;57189386760;2
4262;Institute for Digitalisation of Education of NAES of Ukraine;2;3;"57219969645; 56289490700; 57208627941";0,666666667
4273;The Department of Pediatrics 2;2;3;"57216583207; 57219770024; 57203510555";0,666666667
4276;General Staff of the Armed Forces of Ukraine;2;2;"57831991100; 58683416000";1
4283;Central Scientifically-Research Institute of Armaments and Military Equipment of the Armed Forces of Ukraine;2;3;"57220834257; 58577800200; 58577559600";0,666666667
4284;Department of Computer Sciences and Software Engineering;2;1;57196074907;2
4292;Academy of Cognitive and Natural Sciences;2;3;"57194524952; 57211133927; 56375008500";0,666666667
4296;Department of Software Systems;2;3;"57205289168; 58244430900; 57189376248";0,666666667
4300;false University of Business and Law;2;2;"57218330885; 58487426900";1
4340;Scientific-Research Institute of Military Intelligence;2;4;"58243902100; 58243902000; 58244543700; 58729909500";0,5
4347;TernopilIvan Puluj National Technical University;2;4;"58562566100; 6602372899; 37076165500; 57201334745";0,5
4348;Institute of Geodesy;2;3;"57194688820; 58494526800; 58494150900";0,666666667
4350;Multi-profile clinic Into-Sana;2;3;"56301109500; 58245602800; 6701918811";0,666666667
4365;Guild of Geodesist Engineers;2;1;57224946515;2
4398;Department of Clinical Rheumatology and Immunology;2;1;57189604009;2
4421;National University «Zaporizhzhia Polytechnic»;2;4;"57205436062; 58298235800; 57202151469; 57208904976";0,5
4453;Lang-uk;2;1;58684553700;2
4468;Observatory “URAN-4”;2;4;"58410386900; 7004551125; 56572403400; 58410386800";0,5
4470;SI «National Institute of Phthisiology and Pulmonology named after F.G. Yanovsky;2;4;"58405920900; 57215334651; 58405216500; 58407338400";0,5
4477;false Ivan Franko National University;2;2;"26868037300; 58421899000";1
4480;Polish Society of Disaster Medicine;2;2;"57209368798; 57192700596";1
4504;Department of Anesthesiology and Intensive Care;2;6;"57210203072; 57220174554; 57219170817; 44861043500; 57214225362; 57219236816";0,333333333
4514;National Academy of Statistics;2;2;"57219313687; 57215473796";1
4563;Department of Informatics and Computer Engineering;2;2;"55930369500; 57202751577";1
4607;C-Job Nikolayev;2;1;56007918300;2
4618;The National Technical University of Ukraine “Igor Sikorsky false Polytechnic Institute”;2;2;"56225214600; 24503168100";1
4624;Software engineering department;2;4;"57203149663; 57202997528; 57207757448; 58266323400";0,5
4645;Department of Computer Engineering and Electronics;2;4;"55339054400; 58577679100; 57188576389; 57202610196";0,5
4650;Department of Anesthesiology;2;2;"58401202000; 57193324337";1
4662;Higher Educational Institution Podillia State University;2;2;"58723619500; 57222225610";1
4668;Department of Technology of Biologically Active Substances;2;2;"8636372500; 12768497000";1
4685;Institute of Food Biotechnology and Genomics NAS of Ukraine;2;4;"7004388611; 55973759700; 7004819447; 55488426300";0,5
4790;Department of Surgery;2;2;"56503787600; 57201094763";1
4819;Computer Engineering and Programming Department;2;4;"58759207300; 57202229410; 58759078500; 57211278112";0,5
4844;Odessa State Academy of Civil Engineering and Architecture;2;5;"58723008200; 58722750700; 58722750600; 58540037200; 57194398000";0,4
4863;Department of Information and Communication Systems Security;2;5;"58290509500; 58738938400; 57194029246; 57090779600; 58738528700";0,4
4880;Zaporozhzhia National University;2;5;"57205075887; 58757765600; 58305016400; 57196319153; 57208315114";0,4
4899;Faculty of informatics;2;1;55193511400;2
4989;UZHHOROD NATIONAL UNIVERSITY;2;10;"7004335702; 57216406268; 58784064000; 57995575500; 58783891800; 58783454300; 57194759621; 58783301400; 58784371700; 57194759711";0,2
0;Pisarenko Institute for Problems of Strength;1;6;"6701772999; 9742026900; 7006707350; 35091323800; 12141143000; 25938654300";0,166666667
3;Kharkov Institute of Physics and Technology;1;1;15042883300;1
13;Zaporozhe State University;1;1;7102737846;1
32;Ternopil National Technical University;1;1;36069980700;1
37;Kharkov University of Aircraft of the Name of Ivan Kozheduba;1;3;"55816400300; 35796112800; 27867503300";0,333333333
57;Usikov Institute for Radio-Physics and Electronics;1;1;6701500234;1
60;I.N. Frantsevich Institute for Problems of Materials Science;1;1;23569120600;1
61;Institute of Molecular Biology and Genetics of NAS of Ukraine;1;4;"35615926500; 9844966400; 6507133675; 6506047339";0,25
67;Computer Science Faculty;1;2;"13105377000; 36183980100";0,5
69;Center of Mathematical Modeling;1;2;"6508050220; 6506872241";0,5
74;L'viv College of State University of Informational and Communicational Technologies;1;3;"36195336200; 36196047100; 36195741800";0,333333333
78;Department of Molecular Biophysics;1;5;"7005476485; 6603867112; 6507006224; 6507904190; 7007058019";0,2
81;Physicotechnical Institute of the National Technical University of Ukraine;1;1;6506633908;1
84;Pirogov National Medical University;1;5;"36183732900; 35844775200; 6602161273; 8962663700; 36500588400";0,2
85;State Workshop Science Research Institute Helii;1;1;36183858000;1
89;Institute of Information Recording Problems;1;1;35581496000;1
92;B. Verkin Institute for Low temperature Physics and Engineering;1;1;8683956000;1
111;All-Ukraine State Sci. and Prod. Ctr. for Standardization;1;3;"25228206000; 57225239177; 36627242500";0,333333333
112;Institute of Applied Problems of Mechanics and Mathematics;1;1;6505859507;1
115;Dnepropetrovsk State Medical Academy;1;2;"57207650975; 35769274500";0,5
116;Southern Filial of Ukraine National University of Bioresources and Environmental Management;1;1;16406488100;1
119;School of Engineering;1;2;"55290327000; 34976254000";0,5
124;V. M. Glushkov Cybernetics Institute;1;3;"7006221914; 7006570179; 6602740665";0,333333333
125;Institute of Innovative and Postgraduate Education (IIPE);1;1;36659590800;1
126;Institute of Technical Thermophysics;1;3;"15081894500; 6602745577; 7003313701";0,333333333
131;Research and Design Institute Molniya;1;1;36675862800;1
133;Paton Institute;1;1;10043136500;1
134;Vladimir Dal' East-Ukrainian National University;1;1;7202049508;1
136;State Metallurgical Academy of Ukraine;1;1;7004564616;1
138;Institute of Microbiology and Virology;1;4;"6506279821; 6602958817; 6602185202; 8426343300";0,25
139;Odessa National Marine University;1;1;36669201300;1
140;DK UkrtransgazOperative Management of Gas Mains and Gas-Distribution Systems;1;1;6505673834;1
142;Kharkov Polytechnic Institute;1;2;"6602294185; 6602890228";0,5
146;Centre for the study of Environmental Change and Sustainability (CECS);1;1;7006286938;1
147;Kiev Polytechnical Institute (National Technical University);1;2;"6603226698; 6603439820";0,5
148;Pirogov Vinnitsa State Medical University;1;1;57197812806;1
150;The University of Edinburgh School of GeoSciences;1;1;7006286938;1
152;B.Verkin Institute for Low Temperature Physics and Engineering;1;3;"6603453827; 6701434479; 6602135963";0,333333333
154;Department of Combinatorial Chemistry;1;3;"6603270307; 6603498681; 35584616500";0,333333333
156;Chernivtsi Branch of Ya. S. Pidstryhach Institute of Applied Problems of Mechanics and Mathematics;1;1;36961414200;1
158;Komissarenko Institute of Endocrinology and Metabolism;1;3;"7003695691; 7004255118; 7102270295";0,333333333
161;Board of Education of the Vinnytsya Regional State Administration;1;1;36925116300;1
164;Zhytomir State University;1;1;6507869772;1
168;Institute of Linguistics NAS of Ukraine;1;1;37061818800;1
169;NII (Scientific Research Institute) Crimean Astrophysical Observatory and Taurida National;1;1;8351552800;1
170;NII Crimean Astrophysical Observatory;1;1;6701869965;1
172;NPF Marlin-Yug Ltd.;1;1;57215365188;1
173;Institute of Endocrinology and Metabolism;1;1;36864127100;1
176;REQUIMTE and CQFB;1;1;56160092400;1
183;MMAS Department;1;1;55817045200;1
188;Vinnitsa State Agrarian Univ.;1;2;"37125640900; 6503931931";0,5
189;Institute for Physics;1;1;35571352700;1
190;Astronomical Observatory of false National Taras Shevchenko University;1;1;12244903800;1
191;B. Verkin Institute for Low Temperature Physics and Engineering;1;3;"7003927970; 15132826000; 6603448173";0,333333333
197;International Center for Electronic Materials Science and Applied Problems of Aerospace Technology;1;2;"15842779100; 7102820833";0,5
198;Solid State Microelectronics Laboratory;1;1;57220358576;1
199;Department of Computer-Aided Management Systems;1;1;24401700900;1
