"Authors","Author full names","Author(s) ID","Title","Year","Link","Affiliations","Authors with affiliations","ISSN","ISBN","CODEN"
"Pyatchanina T.V.; Ogorodnik A.M.; Vasilyev O.V.; Mazur M.G.","Pyatchanina, T.V. (7801656332); Ogorodnik, A.M. (57214932724); Vasilyev, O.V. (57214938642); Mazur, M.G. (57191376480)","7801656332; 57214932724; 57214938642; 57191376480","Analysis of patent activity in re Kavetsky Institute of Experimental pathology, Oncology and radiobiology of the NAS of Ukraine; [АНАЛИЗ РЕЗУЛЬТАТОВ ПАТЕНТНОЙ АКТИВНОСТИ В ИНСТИТУТЕ ЭКСПЕРИМЕНТАЛЬНОЙ ПАТОЛОГИИ, ОНКОЛОГИИ И РАДИОБИОЛОГИИ им. Р.Е. КАВЕЦКОГО НАН УКРАИНЫ]; [АНАЛІЗ ПАТЕНТНОЇ АКТИВНОСТІ В ІНСТИТУТІ ЕКСПЕРИМЕНТАЛЬНОЇ ПАТОЛОГІЇ, ОНКОЛОГІЇ І РАДІОБІОЛОГІЇ ІМ. Р.Є. КАВЕЦЬКОГО НАН УКРАЇНИ]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079557080&doi=10.15407%2fscine15.03.053&partnerID=40&md5=edd203d1c221c6e058156ce0539f5eaf","RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology, NAS of Ukraine, 45, Vasylkivska St, Kyiv, 03022, Ukraine; Informatio LTD, Kyiv-10, a / c-110, Kyiv, 01010, Ukraine","Pyatchanina T.V., RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology, NAS of Ukraine, 45, Vasylkivska St, Kyiv, 03022, Ukraine; Ogorodnik A.M., RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology, NAS of Ukraine, 45, Vasylkivska St, Kyiv, 03022, Ukraine; Vasilyev O.V., Informatio LTD, Kyiv-10, a / c-110, Kyiv, 01010, Ukraine; Mazur M.G., RE Kavetsky Institute of Experimental Pathology, Oncology and Radiobiology, NAS of Ukraine, 45, Vasylkivska St, Kyiv, 03022, Ukraine","24099066","",""
"Protsailo M.D.; Kryckyy I.O.","Protsailo, M.D. (57711658500); Kryckyy, I.O. (57711808400)","57711658500; 57711808400","Family case of Legg-Calve-Perthes disease; [Семейный случай болезни Легг-Кальве-Пертеса]; [Сімейний випадок хвороби Легг–Кальве–Пертеса]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150246528&doi=10.15574%2fPS.2019.63.104&partnerID=40&md5=8ad68f9800cc19f89a1c6c7797839712","I. Horbachevsky Ternopil State Medical University, Ukraine","Protsailo M.D., I. Horbachevsky Ternopil State Medical University, Ukraine; Kryckyy I.O., I. Horbachevsky Ternopil State Medical University, Ukraine","23040041","",""
"Besh L.V.; Slyuzar Z.L.","Besh, L.V. (57216583207); Slyuzar, Z.L. (57219770024)","57216583207; 57219770024","Allergen-specific immunotherapy in the treatment of bronchial asthma in children; [Aллерген-спеöиôичесêая иммунотерапия в лечении бронхиальноé астмы у детеé]; [Алерген-спеöиôічна імунотерапія в ліêуванні бронхіальної астми в дітеé]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151838116&doi=10.22141%2f2224-0551.14.7.2019.184625&partnerID=40&md5=58b48a87f25940d3f32ab810eba3b158","The Department of Pediatrics 2, Danylo Halytsky Lviv National Medical University, Lviv, Ukraine","Besh L.V., The Department of Pediatrics 2, Danylo Halytsky Lviv National Medical University, Lviv, Ukraine; Slyuzar Z.L., The Department of Pediatrics 2, Danylo Halytsky Lviv National Medical University, Lviv, Ukraine","22240551","",""
"Kurkchi E.U.; Abkhairova S.V.; Yagyaev E.E.","Kurkchi, E.U. (57209793652); Abkhairova, S.V. (55225602000); Yagyaev, E.E. (57197732844)","57209793652; 55225602000; 57197732844","Processing of Tungsten-Containing Tool Using Electrolytic Method","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068790790&doi=10.1088%2f1755-1315%2f272%2f2%2f022201&partnerID=40&md5=f2c3990623ee50aa2fbf4c9f8aba5ee7","Department of Technologic Education, State Budget Educational Institution of Higher Education of the Republic of Crimea, Crimean Engineering and Pedagogical University, Simferopol, Ukraine; Department of Electrical Engineering and Welding, State Budget Educational Institution of Higher Education of the Republic of Crimea, Crimean Engineering and Pedagogical University, Simferopol, Ukraine","Kurkchi E.U., Department of Technologic Education, State Budget Educational Institution of Higher Education of the Republic of Crimea, Crimean Engineering and Pedagogical University, Simferopol, Ukraine; Abkhairova S.V., Department of Electrical Engineering and Welding, State Budget Educational Institution of Higher Education of the Republic of Crimea, Crimean Engineering and Pedagogical University, Simferopol, Ukraine; Yagyaev E.E., Department of Electrical Engineering and Welding, State Budget Educational Institution of Higher Education of the Republic of Crimea, Crimean Engineering and Pedagogical University, Simferopol, Ukraine","17551307","",""
"Krishtafor A.A.","Krishtafor, A.A. (57832322200)","57832322200","The structure of modern civilian multiple trauma at the stage of providing tertiary care in the intensive care unit of regional hospital; [Структура современной гражданской политравмы на этапе оказания третичной помощи в отделении интенсивной терапии областной больницы]; [Структура сучасної цивільної політравми на етапі надання третинної допомоги у відділенні інтенсивної терапії обласної лікарні]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074657918&doi=10.22141%2f2224-0586.1.96.2019.158753&partnerID=40&md5=bd1ac10aadcef90cd2e2d3edd7befd94","State Institution “Dnipropetrovsk Medical Academy of the Ministry of Health of Ukraine”, Dnipro, Ukraine","Krishtafor A.A., State Institution “Dnipropetrovsk Medical Academy of the Ministry of Health of Ukraine”, Dnipro, Ukraine","22240586","",""
"Belykh S.I.; Oleynik O.S.","Belykh, S.I. (56310263900); Oleynik, O.S. (57211387980)","56310263900; 57211387980","Kick as key combat technique for success in kickboxing","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073711151&partnerID=40&md5=e475c3f5563411119715fc404e4cbdcf","Donetsk National University, Donetsk, Ukraine","Belykh S.I., Donetsk National University, Donetsk, Ukraine; Oleynik O.S., Donetsk National University, Donetsk, Ukraine","00403601","",""
"Grabis J.; Haidabrus B.; Protsenko S.; Protsenko I.; Rovna A.","Grabis, Janis (57220987167); Haidabrus, Bohdan (56310222100); Protsenko, Serhiy (6701618311); Protsenko, Iryna (57211213807); Rovna, Anna (57211215743)","57220987167; 56310222100; 6701618311; 57211213807; 57211215743","Data science approach for it project management","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073035715&doi=10.17770%2fetr2019vol2.4163&partnerID=40&md5=d0ed9d89471e5b77666604b351747379","Department of Management Information, Riga Technical University, Riga, Latvia; Computer Science Department, Sumy State University, Sumy, Ukraine; Department of Electronics, General and Applied Physics, Sumy State University, Sumy, Ukraine","Grabis J., Department of Management Information, Riga Technical University, Riga, Latvia; Haidabrus B., Computer Science Department, Sumy State University, Sumy, Ukraine; Protsenko S., Department of Electronics, General and Applied Physics, Sumy State University, Sumy, Ukraine; Protsenko I., Computer Science Department, Sumy State University, Sumy, Ukraine; Rovna A., Computer Science Department, Sumy State University, Sumy, Ukraine","16915402","",""
"Gandzyuk V.А.","Gandzyuk, V.А. (58616682400)","58616682400","STUDY OF ATTITUDE TO OWN HEALTH PATIENTS OF MULTIPROFILE INSTITUTION: INSTRUMENTS AND MAIN RESULTS","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172179902&doi=10.31612%2f2616-4868.2%288%29.2019.03&partnerID=40&md5=68593ed0e8b0b384649ac82756c250f4","State Institution of Science «Research and Practical Centre of Preventive and Clinical Medicine» State Administration Department, Kyiv, Ukraine","Gandzyuk V.А., State Institution of Science «Research and Practical Centre of Preventive and Clinical Medicine» State Administration Department, Kyiv, Ukraine","26164868","",""
"Hretskyi I.; Zelena L.; Gromozova E.","Hretskyi, I. (56330084400); Zelena, L. (6506970298); Gromozova, E. (6602594365)","56330084400; 6506970298; 6602594365","Effect of radiofrequency electromagnetic radiation on Photobacterium phosphoreum luminescence","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077288584&doi=10.15407%2fmicrobiolj81.06.058&partnerID=40&md5=3cd94dc85074c58b0668e167622c7d84","D.K. Zabolotny Institute of Microbiology and Virology, NAS of Ukraine, 154 Acad. Zabolotny Str, Kyiv, 03143, Ukraine; Kyiv National University of Technologies and Design, 2 Nemyrovycha-Danchenko Str., Kyiv, 01011, Ukraine","Hretskyi I., D.K. Zabolotny Institute of Microbiology and Virology, NAS of Ukraine, 154 Acad. Zabolotny Str, Kyiv, 03143, Ukraine, Kyiv National University of Technologies and Design, 2 Nemyrovycha-Danchenko Str., Kyiv, 01011, Ukraine; Zelena L., D.K. Zabolotny Institute of Microbiology and Virology, NAS of Ukraine, 154 Acad. Zabolotny Str, Kyiv, 03143, Ukraine; Gromozova E., D.K. Zabolotny Institute of Microbiology and Virology, NAS of Ukraine, 154 Acad. Zabolotny Str, Kyiv, 03143, Ukraine","10280987","",""
"Dluhopolskyi O.; Dluhopolska T.; Farion A.; Karp I.; Zhukovska A.; Kryvokulska N.","Dluhopolskyi, Oleksandr (57207756465); Dluhopolska, Tetiana (57204113520); Farion, Antonina (57204100701); Karp, Iryna (57210556886); Zhukovska, Alina (36070237700); Kryvokulska, Nataliia (57210565137)","57207756465; 57204113520; 57204100701; 57210556886; 36070237700; 57210565137","The Implementation of the Ehealth System and Anticorruption Reforms (Case of EU Countries for Ukraine)","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070883173&doi=10.1109%2fACITT.2019.8779933&partnerID=40&md5=9ce25db1361a192d894c278a463e6200","Economic Theory Department, Ternopil National Economic University, Ternopil, Ukraine; International Economic Relations Department, Ternopil National Economic University, Ternopil, Ukraine; Management and Public Administration Department, Ternopil National Economic University, Ternopil, Ukraine","Dluhopolskyi O., Economic Theory Department, Ternopil National Economic University, Ternopil, Ukraine; Dluhopolska T., International Economic Relations Department, Ternopil National Economic University, Ternopil, Ukraine; Farion A., Economic Theory Department, Ternopil National Economic University, Ternopil, Ukraine; Karp I., Economic Theory Department, Ternopil National Economic University, Ternopil, Ukraine; Zhukovska A., Management and Public Administration Department, Ternopil National Economic University, Ternopil, Ukraine; Kryvokulska N., Management and Public Administration Department, Ternopil National Economic University, Ternopil, Ukraine","","978-172810449-2",""
"Harkushenko O.М.; Kniaziev S.I.","Harkushenko, O.М. (57214937079); Kniaziev, S.I. (57214932279)","57214937079; 57214932279","Analysis of economic and mathematical models of information and communication technology (ICT) effect on the production output: Does the solow paradox exist?; [АНАЛИЗ ЭКОНОМИКО-МАТЕМАТИЧЕСКИХ МОДЕЛЕЙ ВЛИЯНИЯ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ НА РЕЗУЛЬТАТЫ ПРОИЗВОДСТВА: СУЩЕСТВУЕТ ЛИ ПАРАДОКС СОЛОУ?]; [АНАЛІЗ ЕКОНОМІКО-МАТЕМАТИЧНИХ МОДЕЛЕЙ ВПЛИВУ ІНФОРМАЦІЙНО-КОМУНІКАЦІЙНИХ ТЕХНОЛОГІЙ НА РЕЗУЛЬТАТИ ВИРОБНИЦТВА: ЧИ ІСНУЄ ПАРАДОКС СОЛОУ?]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079538600&doi=10.15407%2fscine15.04.005&partnerID=40&md5=888d5ff658de4e993e39ccb965419078","Institute of Industrial Economics of the, NAS of Ukraine, 2, Zheliabova St., Kyiv, 03057, Ukraine; Department of Economics of the NAS of Ukraine, 54, Volodymyrska St., Kyiv, 01030, Ukraine","Harkushenko O.М., Institute of Industrial Economics of the, NAS of Ukraine, 2, Zheliabova St., Kyiv, 03057, Ukraine; Kniaziev S.I., Department of Economics of the NAS of Ukraine, 54, Volodymyrska St., Kyiv, 01030, Ukraine","24099066","",""
"Petrauskas O.; Avramenko M.","Petrauskas, Oleg (26322687500); Avramenko, Mariana (57209913249)","26322687500; 57209913249","The settlement komariv - Glass-production centre in the European Barbaricum: A cultural and natural environment; [Așezarea Komariv - Un centru de producție a sticei în Barbaricum-ul european: Mediul cultural și natural]","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091044490&doi=10.37710%2fPLURAL.V7I2_5&partnerID=40&md5=74bc84b50157312e2a6b0f5ac6654339","National Academy of Sciences of Ukraine, Ukraine","Petrauskas O., National Academy of Sciences of Ukraine, Ukraine; Avramenko M., National Academy of Sciences of Ukraine, Ukraine","23451262","",""
"Ryznychuk M.A; Lastivka I.V; Ivanivna K.M.; Luchko E.N","Ryznychuk, Mariana Alesandrovna (57202737807); Lastivka, Iryna Vladimirovna (57202741791); Ivanivna, Kryvchanska Mariana (57202738816); Luchko, Ekaterina Nikolayevna (57190187500)","57202737807; 57202741791; 57202738816; 57190187500","Congenital hydrocephalus in northern Bukovina: Probability and risk factors","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073708024&doi=10.12996%2fgmj.2019.62&partnerID=40&md5=43ec7f59fcdaa62541f9c301339e01d8","Pediatrics and Medical Genetics Department, Higher State Educational Establishment of Ukraine Bukovinian State Medical University, Chernivtsi, Ukraine; Medical Biology and Genetics Department, Higher State Educational Establishment of Ukraine Bukovinian State Medical University, Chernivtsi, Ukraine; Biology Department, National University of Pharmacy, Kharkov, Ukraine","Ryznychuk M.A, Pediatrics and Medical Genetics Department, Higher State Educational Establishment of Ukraine Bukovinian State Medical University, Chernivtsi, Ukraine; Lastivka I.V, Pediatrics and Medical Genetics Department, Higher State Educational Establishment of Ukraine Bukovinian State Medical University, Chernivtsi, Ukraine; Ivanivna K.M., Medical Biology and Genetics Department, Higher State Educational Establishment of Ukraine Bukovinian State Medical University, Chernivtsi, Ukraine; Luchko E.N, Biology Department, National University of Pharmacy, Kharkov, Ukraine","21472092","","GMJOF"
"Zaichko E.; Adakhovskaya A.; Ivanitskaya E.; Katsan S.","Zaichko, E. (57200656297); Adakhovskaya, A. (57209779396); Ivanitskaya, E. (6602170172); Katsan, S. (57200650497)","57200656297; 57209779396; 6602170172; 57200650497","The thickness and volume of the choroid according to spectral optical coherence tomography in preterm and term babies 4–6 years old","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073791471&partnerID=40&md5=f573650769b317a185d7538c8a32e182","The Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine, Odessa, Ukraine","Zaichko E., The Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine, Odessa, Ukraine; Adakhovskaya A., The Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine, Odessa, Ukraine; Ivanitskaya E., The Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine, Odessa, Ukraine; Katsan S., The Filatov Institute of Eye Diseases and Tissue Therapy of the National Academy of Medical Sciences of Ukraine, Odessa, Ukraine","22260803","",""
"Artemenko G.V.; Ganotzkiy V.I.; Kanunikova L.I.; Grechanovskaya E.Е.; Taraschan А.А.","Artemenko, G.V. (24280906100); Ganotzkiy, V.I. (58493394900); Kanunikova, L.I. (58494150700); Grechanovskaya, E.Е. (58493954400); Taraschan, А.А. (58493198500)","24280906100; 58493394900; 58494150700; 58493954400; 58493198500","Occurrence of wolfram, copper, cobalt and gold mineralization in the area of the Argentine Islands (West Antarctica)","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165199220&doi=10.33275%2f1727-7485.2%2819%29.2019.147&partnerID=40&md5=d02c393e897c0ebfeb813ed20658c675","M.P. Semenenko Institute of Geochemistry, Mineralogy and Ore Formation of the National Academy of Sciences of Ukraine, 34 Acad. Palladina Ave, Kyiv, 03680, Ukraine; National Technical University ""Dneprovskaya Polytechnica"", 19 D. Yavornytsky Ave, Dnipro, 49005, Ukraine","Artemenko G.V., M.P. Semenenko Institute of Geochemistry, Mineralogy and Ore Formation of the National Academy of Sciences of Ukraine, 34 Acad. Palladina Ave, Kyiv, 03680, Ukraine; Ganotzkiy V.I., National Technical University ""Dneprovskaya Polytechnica"", 19 D. Yavornytsky Ave, Dnipro, 49005, Ukraine; Kanunikova L.I., M.P. Semenenko Institute of Geochemistry, Mineralogy and Ore Formation of the National Academy of Sciences of Ukraine, 34 Acad. Palladina Ave, Kyiv, 03680, Ukraine; Grechanovskaya E.Е., M.P. Semenenko Institute of Geochemistry, Mineralogy and Ore Formation of the National Academy of Sciences of Ukraine, 34 Acad. Palladina Ave, Kyiv, 03680, Ukraine; Taraschan А.А., M.P. Semenenko Institute of Geochemistry, Mineralogy and Ore Formation of the National Academy of Sciences of Ukraine, 34 Acad. Palladina Ave, Kyiv, 03680, Ukraine","17277485","",""
"Polishchuk Y.; Ivashchenko A.; Dyba O.","Polishchuk, Yevheniia (56895913800); Ivashchenko, Alla (57194156942); Dyba, Oleksandr (57214913413)","56895913800; 57194156942; 57214913413","Smart-contracts via blockchain as the innovation tool for smes development","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079486198&partnerID=40&md5=70731081b5e4edb12517f98237af1e2b","Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine","Polishchuk Y., Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine; Ivashchenko A., Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine; Dyba O., Corporate Finance and Controlling Department, Kyiv National Economic University named after Vadym Hetman, Ukraine","02053292","",""
"Veira-Ramos A.; Liubyva T.; Golovakha E.","Veira-Ramos, Alberto (55824840900); Liubyva, Tetiana (56893717700); Golovakha, Evgenii (7801397436)","55824840900; 56893717700; 7801397436","Ukraine in transformation: From Soviet Republic to European society","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086197251&doi=10.1007%2f978-3-030-24978-6&partnerID=40&md5=5c622135604bc70e85baad24b37060b9","Carlos III University of Madrid, Madrid, Spain; National Academy of Sciences of Ukraine, Kyiv, Ukraine","Veira-Ramos A., Carlos III University of Madrid, Madrid, Spain; Liubyva T., National Academy of Sciences of Ukraine, Kyiv, Ukraine; Golovakha E., National Academy of Sciences of Ukraine, Kyiv, Ukraine","","978-303024978-6; 978-303024977-9",""
"Serdiuk V.; Ustymenko S.; Fokina S.; Ivantsov I.","Serdiuk, V. (57202450903); Ustymenko, S. (57213143594); Fokina, S. (57213152603); Ivantsov, I. (57213150919)","57202450903; 57213143594; 57213152603; 57213150919","Comparison of visual functions and degree of satisfaction with vision quality in patients after implantation of diffraction-refraction and diffraction intraocular lenses","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077574493&partnerID=40&md5=cd81444b3c3ad55092d09651b1559f16","Dnipropetrovsk Regional Ophthalmological Clinical Hospital, Dnipro, Ukraine","Serdiuk V., Dnipropetrovsk Regional Ophthalmological Clinical Hospital, Dnipro, Ukraine; Ustymenko S., Dnipropetrovsk Regional Ophthalmological Clinical Hospital, Dnipro, Ukraine; Fokina S., Dnipropetrovsk Regional Ophthalmological Clinical Hospital, Dnipro, Ukraine; Ivantsov I., Dnipropetrovsk Regional Ophthalmological Clinical Hospital, Dnipro, Ukraine","22260803","",""
"Guo Q.; Zheng Y.; Chernogor L.F.; Rozumenko V.T.; Shevelev M.B.","Guo, Qiang (57077098600); Zheng, Yu (57200913434); Chernogor, L.F. (6603410837); Rozumenko, V.T. (6603578904); Shevelev, M.B. (57204847894)","57077098600; 57200913434; 6603410837; 6603578904; 57204847894","The parameters of the infrasonic waves generated by the Chelyabinsk meteoroid: System statistic analysis results","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074920124&doi=10.1109%2fUKRCON.2019.8879852&partnerID=40&md5=11dafd2c29c3130b2d41c7ddb2333277","College O F Information and Communication Engineering, Harbin Engineering University, Harbin, China; School of Electronics and Information Engineering, Qingdao University, Qingdao, China; Space Radio Physics Department, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine","Guo Q., College O F Information and Communication Engineering, Harbin Engineering University, Harbin, China; Zheng Y., School of Electronics and Information Engineering, Qingdao University, Qingdao, China; Chernogor L.F., Space Radio Physics Department, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; Rozumenko V.T., Space Radio Physics Department, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine; Shevelev M.B., Space Radio Physics Department, V. N. Karazin Kharkiv National University, Kharkiv, Ukraine","","978-172813882-4",""
"Dronyuk I.; Fedevych O.; Lizanets D.; Kryvinska N.","Dronyuk, Ivanna (26867619200); Fedevych, Olga (56287826100); Lizanets, Danylo (56340209800); Kryvinska, Natalia (6507487726)","26867619200; 56287826100; 56340209800; 6507487726","An overview of ateb-theory mathematical apparatus for data confidentiality in medical computer networks","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074640225&partnerID=40&md5=a3c7603fabdf22edcba469ee3b91bd06","Lviv Polytechnic National University, Lviv, Ukraine; Wroclaw University of Science and Technology, Wroclaw, Poland; Comenius University, Bratislava, Slovakia","Dronyuk I., Lviv Polytechnic National University, Lviv, Ukraine, Comenius University, Bratislava, Slovakia; Fedevych O., Lviv Polytechnic National University, Lviv, Ukraine; Lizanets D., Wroclaw University of Science and Technology, Wroclaw, Poland; Kryvinska N., Comenius University, Bratislava, Slovakia","16130073","",""
"Bubniak I.M.; Bubniak A.M.; Gavrilenko O.D.; Nikulishyn V.I.; Golubinka I.I.","Bubniak, I.M. (6506907031); Bubniak, A.M. (55402306800); Gavrilenko, O.D. (56370626900); Nikulishyn, V.I. (56148982600); Golubinka, I.I. (53868907100)","6506907031; 55402306800; 56370626900; 56148982600; 53868907100","Using laser scanning and digital photogrammetry for creation of virtual geological outcrops: Case studies from the west of Ukraine","2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071391800&doi=10.3997%2f2214-4609.201902078&partnerID=40&md5=1035a982a95ee3f1b1650c192b240745","Institute of Geodesy National University Lviv Polytechnic, Ukraine; D. Serikbayev East-Kazakhstan State Techbical University, Kazakhstan; General Commission of Survey, Saudi Arabia","Bubniak I.M., Institute of Geodesy National University Lviv Polytechnic, Ukraine; Bubniak A.M.; Gavrilenko O.D., D. Serikbayev East-Kazakhstan State Techbical University, Kazakhstan; Nikulishyn V.I., Institute of Geodesy National University Lviv Polytechnic, Ukraine; Golubinka I.I., General Commission of Survey, Saudi Arabia","","978-151088967-5",""
