University Name,Count
Institute of Geophysics of Ukraine National Academy of Science,2
Institute of Humanitarian Studies,2
Kyiv Academic University,2
Department of Foreign Languages and Professional Communication,2
Department of Banking,2
Institute of Electrodynamics National Academy of Science of Ukraine,2
Odessa I.I. Mechnikov National University,2
State Economic Technological University of Transport,2
Multi-profile clinic Into-Sana,2
State University of Transport Economy and Technologies,2
Department of Economic and Mathematical Modelling,2
Department of Criminal Law Disciplines,2
Cherkasy Institute of Fire Safety named after Chornobyl Heroes of National University of Civil Defence of Ukraine,2
Office of Special Forces,2
International Scientific and Training Center of Information Technologies and Systems,2
Department of Computer Science and Information Technology,2
Dnieper National University Named by Oles Honchar,2
Donbas State Pedagogical University,2
Department of Forest Mensuration and Forest Management,2
Institute of Plant Variety Examination,2
Scientific and Technical Library,2
International Research and Training Center for Information Technologies,2
Department of Automated Systems of Information Processing,2
Department of Food Technology,2
State Scientific Research Institute of Armament and Military Equipment Testing and Certification,2
Faculty of Computer Systems and Automation,2
Department of Methods and Systems of Remote Sensing,2
Department of International Relations,2
Department of Systems Management Life Safety,2
University of the State fiscal service of Ukraine,2
Department of Internal Medicine N2,2
Institute of Mathematical Machines and Systems Problems of National Academy of Sciences of Ukraine,2
Informatics and Applied Mathematics Department,2
Amosov National Institute of Cardiovascular Surgery,2
Software Supply Systems Department,2
Guild of Geodesist Engineers,2
S.I. Subbotin Institute of Geophysics,2
National University of "Kyiv Mohyla Academy",2
Institute of Technical Thermal Physics,2
Doctor of Technical Science,2
Ministry of Health of Ukraine,2
Dnipropetrovsk State Agrarian University,2
International Research and Training,2
Kamianets-Podilskyi Ivan Ohiienko National University,2
Department of Radio Electronic Systems,2
Department of Mathematical Support of Computer Systems,2
Remote Sensing Department,2
V. I. Vernadsky Crimean Federal University,2
Odesa Mechnikov National University,2
Institute for Low Temperature Physics,2
Library,2
Scientific-Research Institute of Military Intelligence,2
Department of Finance and Economics,2
L.M. Litvinenko Institute of Physical Organic and Coal Chemistry,2
International Research and Training Center for IT and Systems,2
Polytechnic National University,2
Institute of Applied Mathematics and Mechanics of the NAS of Ukraine,2
National Air Force University,2
Ukrainian Lingua-Information Fund of NAS of Ukraine,2
Magnetic Sensor Laboratory,2
Department of Finance and Entrepreneurship,2
Odesa Polytechnic State University,2
State Biotechnology University,2
Educational and Research Institute of Physics and Technology,2
Ukrainian State University of Science and Technology,2
Space Research and Communication Center,2
Institute of Transport Systems and Technologies,2
Dept. of Geo-information Technologies and Space Monitoring of the Earth,2
Department of Business Economics and Entrepreneurship,2
Aerospace Radio-Electronic Systems Department,2
Kyiv School of Economics,2
Odessa National Polytechnical University,2
Ukrainian Research and Design Institute of Industrial Technology,2
Department of Software Tools and Technologies,2
Department of System Programming and Specialized Computer Systems,2
International University of Finance,2
Engineering Cybernetics Department,2
Computer Engineering and Programming Department,2
JSC Dneprospetsstal,2
Lviv Centre of Institute for Space Research,2
Department of Informatics (INF),2
Scientific and Research Institute of Geodesy and Cartography,2
POLTAVA STATE MEDICAL UNIVERSITY,2
Ivano-Frankivsk National University of Oil and Gas,2
National University of Construction and Architecture,2
Karpenko Physico-Mechanical Institute of NASU,2
Institute of Telecommunications and Global Information Space of NAS of Ukraine,2
Department of Accounting and Auditing,2
Department Propaedeutics of Internal Medicine,2
Department for Information Technologies of Inductive Modelling,2
LLC "DTEK Energy",2
Department of Transmitters Receivers and Signal Processing,2
Department of Radio and Television Broadcasting,2
Marketing and Logistics Department,2
Department of Reinforced Concrete and Stone Structures,2
Department of Oncology,2
University of the State Fiscal Service of Ukraine,2
Kharkiv National University of Air Force,2
Kharkiv State Academy of Culture,2
Department of Infocommunication Engineering,2
Banking University,2
Depatment of Artificial Intelligence,2
Odessa State Academy of Civil Engineering and Architecture,2
Kharkiv V.N. Karazin National University,2
The National University of Ostroh Academy,2
Department of Public Administration,2
Scientifically Research Institute of the Ministry of Internal Affairs,2
Department of Computer-Integrated Technologies Automation and Mechatronics,2
Department of Administrative and Information Law,2
Ukrainian National Tchaikovsky Academy of Music,2
Software Engineering and Business Faculty,2
Department of Computer Sciences and Technologies,2
Faculty of Mining and Ecology,2
National Academy of Science of Ukraine,2
Priazovie State Technical University,2
Department of Space Radio Physics,2
South Ukrainian National Pedagogical University named after K.D. Ushynsky,2
Department of Software Engineering and Cybersecurity,2
NTU "KhPI",2
Department of Microbiology and Epidemiology,2
Laboratory of Modification of Polymers,2
Kamianets-Podilskyi National Ivan Ohiienko University,2
Department of Ophthalmology,2
Department of Informatics and Computer Technique,2
Scientific Library,2
Department of Electronics,2
Research Institute,2
Grammarly,2
Dnipropetrovsk National University,2
Institute of Special Communication and Information Protection,2
Donetsk Institute for Physics and Engineering,2
Department of Financial Law,2
Verkhovna Rada of Ukraine,2
Independent Researcher,2
National Tech. University of Oil and Gas,2
Department of Computer Engineering and Electromechanics,2
T. Shevchenko National University,2
Kiev National University of Construction and Architecture,2
M.S. Poliakov Institute of Geotechnical Mechanics under the National Academy of Sciences of Ukraine,2
National University of Life and Environment Sciences of Ukraine,2
Department of Computer Science and Cybernetics,2
Department of Reproductology,2
Bila Tserkva National Agrarian University,2
National Research Center for Radiation Medicine,2
State University of Intellectual Technologies and Telecommunications,2
Pediatric Dentistry Dept,2
Department of Cellular Membranology,2
Department of Journalism,2
Institute of Gerontology,2
Institute of Software Systems of NAS of Ukraine,2
Scientific Dept,2
Institute of Applied Mathematics and Mechanic,2
Institute of Bioorganic Chemistry & Petrochemistry,2
Institute for Digitalisation of Education of NAES of Ukraine,2
Kyiv International University,2
Kharkiv National University of Air Forces named by I. Kozhedub,2
Vinnitsa State Technical Univ.,2
O.Ya. Usikov Institute for Radio Physics and Electronics,2
Department of Transplantology Surgery,2
International Research and Training Centre for Information Technologies and Systems of the NAS and MES of Ukraine,2
Economic Cybernetics Department,2
Department of Pedagogy and Psychology of Social Systems Management,2
Kharkiv National University of Radio Electronic,2
Aviation Computer-Integrated Complexes Department,2
Institute of Computer Science and Information Technologies,2
Institute of Engineering Thermophysics of NAS of Ukraine,2
Institute of Archaeology National Academy of Sciences of Ukraine,2
Institute for Problems of Cryobiology and Cryomedicine of the National Academy of Sciences of Ukraine,2
Scientific and Organizational Department,2
Karpenko Physico-Mechanical Institute of the Nasu,2
Department of Electric Transport,2
Laboratory of Holography,2
PU "Kiev Department" Branch of the Main Information and Computing Center of the JSC "Ukrzaliznytsya",2
Department of Endocrinology,2
Bienta/Enamine Ltd,2
Department of Molecular Biology,2
Department of Design,2
National University of Radioelectronics,2
State Institution "Scientific Centre for Aerospace Research of the Earth of the Institute of Geological Science of the National Academy of Sciences",2
PJSC "DTEK Pavlohradvuhillia",2
Faculty of Finance,2
Department of Cybersecurity and Computer Engineering,2
Dnipro National University of Railway Transport Named after Academician V. Lazaryan,2
Department of Management of Organizations,2
Odesa Scientific Research Institute of Forensic Expertise of the Ministry of Justice of Ukraine,2
Institute of Cell Biology and Gene Engineering,2
University of Kiev,2
I. I. Mechnikov Odessa National University,2
Ukrainian Center for Social Data,2
Department of Information Computing Systems and Control,2
Research Institute of Intelligent Computer Systems,2
Department of International Finance,2
International Research/Training Center for Information Technology and Systems,2
Donbass State Mechanical Engineering Academy,2
Astronomical Institute of Kharkiv V.N. Karazin National University,2
Aviation University,2
Dge Dniproheofizyka,2
Kharkiv Medical Academy of Postgraduate Education,2
Department of the Telecommunication Technologies and Automation,2
Department of Specialized Computer Systems,2
Educational and Scientific Centre "Institute of Biology and Medicine",2
National Academy of Medical Sciences of Ukraine,2
Department of Robotics and specialized computer systems,2
Samsung Electronics Ukraine Company,2
Luhansk Taras Shevchenko National University,2
Department of Anesthesiology and Intensive Care,2
Institute for Economics and Forecasting,2
Priazovsky State Technical University,2
LCL Diaprof,2
Kharkiv Educational and Scientific Institute of SHEI "Banking University",2
Kharkiv National University of Civil Engineering and Architecture,2
Department of Mechanical Engineering,2
Ternopil National Medical University,2
Artificial intelligence department,2
Department of the theory of wave processes and optical systems of diagnostics,2
Space Research Institute NAS Ukraine,2
Observatory "URAN-4",2
Department of Statistics,2
Candidate of Technical Sciences,2
Informational Technologies Department,2
Department of Criminal Law and Justice,2
Institute of Molecular Biology and Genetics of NASU,2
State Institution of Higher Education,2
Analytical Chemistry Department,2
National University "Yuri Kondratyuk Poltava Polytechnic",2
Western Radio Technical Surveillance Center State Space Agency of Ukraine,2
Department of the Theory of Wave Processes and Optical Systems of Diagnostics,2
State Institution "The Institute of Environmental Geochemistry of National Academy of Sciences of Ukraine",2
Department of Life Safety,2
Ivano-Frankivsk National Technical,2
O. Honchar Dnipropetrovsk National University,2
SI "National Institute of Phthisiology and Pulmonology named after F.G. Yanovsky,2
M.P. Semenenko Institute of Geochemistry,2
Odesa State Academy of Civil Engineering and Architecture,2
Institute of Radiophysics and Electronics,2
Department of Air Navigation Systems,2
Department of Geodesy and Cartography,2
Shupyk National Medical Academy Of Postgraduate Education,2
Kremenchuk Mykhailo Ostrohradskyi,2
A.V. Bogatsky Physico-Chemical Institute of National Academy of Sciences of Ukraine,2
Institute of Food Biotechnology and Genomics,2
International Academy of Ecology and Medicine,2
PU 'Kiev Department' Branch of the Main Information and Computing Center of the JSC 'Ukrzaliznytsya',2
Department of Anesthesiology,2
Open International University of Human Development,2
National Amosov Institute of Cardiovascular Surgery,2
Department of Molecular Biotechnology and Bioinformatics,2
National Academy of Statistics,2
Ukrainian Engineering Pedagogics Academy,2
Institute of Geology and Geochemistry of Combustible Minerals,2
UZHHOROD NATIONAL UNIVERSITY,2
Department of Computer Systems and Technologies,2
Balatskyi Academic and Research Institute of Finance,2
Department of Psychology,2
Department of Accounting and Taxation of Entrepreneurship,2
Department of Economic Expertise and Audit for Business,2
Laboratory of Epigenetics,2
Institute of Neurology,2
Department of International Trade and Entrepreneurship,2
Zhytomyr National Agroecological University,2
Kharkiv State Academy of Design and Arts,2
Scientific Research and Design Institute 'Molniya',2
Department of Information Technology Publishing,2
SumDU,2
Department of Aerospace Geodesy and Land Management,2
Faculty of Geography,2
Dobrov Institute for Scientific and Technological Potential and Science History Studies,2
Sevastopol Banking Institute,2
Usikov Institute of Radio Physics and Electronics,2
Department of Informatics and Computer Engineering,2
Institute of Bioorganic and Petrochemistry,2
Donetsk Law Institute of the Ministry of Internal Affairs of Ukraine,2
Scientific and Research Institute of Providing Legal Framework for the Innovative Development,2
Cadabra Studio,2
Pukhov Institute for Modeling in Energy Engineering of NAS of Ukraine,2
Department of Genetics and Cytology,2
Dnipro National University of Railway Transport named after Academician V. Lazaryan,2
Institute of Physics of the National Academy of Sciences of Ukraine,2
Department of Technology of Biologically Active Substances,2
Zhytomyr Ivan Franko State University,2
School of Physics and Technology,2
East-European National University of Lesya Ukrainka,2
Institute of Food Biotechnology and Genomics NAS of Ukraine,2
National university "Zaporizhzhia polytechnic",2
Department of Economical Cybernetics and Marketing Management,2
Department of Computer Mathematics and Mathematical Modeling,2
General Knowledge Machine Research Group,2
Department of General Mechanics and Machine Dynamics,2
Dmytro Yavornytsky National Historical Museum of Dnipro,2
National Defence University of Ukraine,2
Samsung RandD Institute Ukraine,2
Ukrainian Institute of Speleology and Karstology,2
Department of Functional Diagnostics,2
Dept of Signal Transmission,2
Center for Mental Health and Psychosocial Support,2
Department of Marketing and Business Administration,2
Dnipro National University of Railway Transport,2
Higher Educational Institution Podillia State University,2
BUKOVINIAN STATE MEDICAL UNIVERSITY,2
National Science Center,2
Petro Vasilenko Kharkiv National Technical University of Agriculture,2
NSC Kharkov Institute of Physics and Technology,2
National Pedagogical Dragomanov University,2
Epidemiology Department,2
Military Institute of Telecommunications and Information Technologies named after Heroes of Kruty,2
Computer science department,2
M. M. Gryshko National Botanical Garden,2
Scientific and Research Department of Tests of Missile and Artillery Weapons,2
Taurida National V.I. Vernadsky University,2
Department of Pedagogy and Management of Education,2
Institute of Energy Saving and Energy Management,2
Department of Metrology and Life Safety,2
Ukrainian State Research and Design Institute of Mining Geology,2
Department of Environmental Psychology and Sociology,2
Institute of Radio Astronomy of the National Academy of Sciences of Ukraine,2
State University of Intellectual Technologies And Telecommunications,2
Zhytomyr Military Institute Named after S. P. Korolov,2
PAO Ukrgrafit,2
Department of Management of Enterprises,2
Carpathians State Center of Informative Tools and Technologies of NASU,2
Air Navigation Systems Department,2
Neurosurgery,2
International Research and Training Centre of Information Technologies and Systems,2
Department of Computer Equipment and Programming,2
Academic and Research Institute of Law,2
National Forestry University of Ukraine,2
Institute of Cell Biology,2
Software engineering department,2
King Danylo University,2
Ntu 'KhPI',2
Faculty for Computer Systems and Automation,2
Department of Computer Science and Applied Mathematics,2
Khmelnitskiy National University,2
National University 'Odessa Maritime Academy',2
Dept. of Receivers,2
Department of Dermatology and Venereology,2
Karpenko Physico-Mechanical Institute of the Nas of Ukraine,2
"L"vivs"ka Politekhnika" National University,2
Department of Solid State Physics,2
Shevchenko Kyiv National University,2
Department of Mathematical and Software Automated Control Systems,2
Space Research Institute of National Academy of Sciences of Ukraine and State Space Agency of Ukraine,2
Electronics Department,2
National University "Zaporizhzhia Polytechnic",2
M. V. Lomonosov Moscow State University,2
Space Research Institute of National Academy of Sciences of Ukraine,2
ChemEx Laboratory,2
State Agrarian and Engineering University,2
SoftServe Inc.,2
Department of Designing and Operation of Machines,2
Institute of Archaeology,2
Department of Information Security Management,2
Department of Engineering and Computer Graphics,2
National Scientific Centre "Institute of Agrarian Economics",2
Institute of Applied Systems Analysis,2
Samsung R and D Institute,2
Mykhailo Kotsiubynsky Vinnytsia State Pedagogical University,2
ICF Alliance for Public Health,2
Tneu,2
Department of Life Safety and Law,2
Institute of Animal Biology,2
Institute of Applied Optics,2
N.S. Polyakov Institute of Geotechnical Mechanics,2
Donbass National Academy of Civil Engineering and Architecture,2
Department of Applied Linguistics,2
Institute of Higher Education,2
Doctor of Public Administration Sciences,2
Institute of Geophysics NAS of Ukraine,2
Technical College,2
Glushkov Institute of Cybernetics of National Academy of Sciences of Ukraine,2
Department of Fire and Rescue Training,2
Institute for Sorption and Problems of Endoecology of National Academy of Sciences of Ukraine,2
National University of Ostroh Academy,2
Higher State Educational Establishment Of Ukraine,2
Ptoukha Institute for Demography and Social Studies,2
Research Institute Group,2
Institute of Astronomy of Kharkiv National University,2
Department of Computational Mathematics and Programming,2
Department of Entrepreneurship and Business,2
Department of Mechanics,2
Institute for Problems of Cryobiology and Cryomedicine,2
Organizational and Scientific Division,2
Eastern European Scientific Society,2
Ivano-Frankivs'k National Technical University of Oil and Gas,2
G.E. Pukhov Institute for Modelling in Energy Engineering of Nas of Ukraine,2
Department of Finance and Banking,2
Department of Inorganic Materials Technology and Ecology,2
National University falseska Politechnika,2
Department of Automation and Intelligent Information Technologies,2
Institute of Geological Sciences of the National Academy of Sciences of Ukraine,2
Yuriy Fedkovich National University,2
Kerch State Maritime Technological University,2
C-Job Nikolayev,2
Taurida National University,2
Kundiiev Institute of Occupational Health,2
Danylo Halytsky,2
Department of Computer Engineering and Electronics,2
Institute for Condensed Matter Physics of the National Academy of Sciences of Ukraine,2
Pukhov Institute for Modeling in Energy Engineering,2
Radio Engineering Faculty,2
IC Institute of Applied Optics,2
Software Systems and Technologies Department,2
Vinnitsya National Technical University,2
Faculty of Cybersecurity,2
AI Department,2
Vinnytsia State Pedagogical University named after Mykhailo Kotsiubynsky,2
Department of Radioelectronic Systems of Control Points of Air Forces,2
Institute of Telecommunication Systems,2
Department of Higher Mathematics,2
V. Karazin National University of Kharkiv,2
PADCFM Department,2
Faculty of informatics,2
Department of Public,2
National University of Life and Environmental,2
International Center for Molecular Physiology (Dnipropetrovsk Division),2
State Ecological Academy of Postgraduate Education and Management,2
Department of Genetics and Biotechnology,2
Kherson Academy of Life-Long Education,2
Research Institute for Environment Treatment,2
Department of Parasitology,2
false Center of Institute of Space Research,2
National University "false Polytechnic",2
Kharkiv International Medical University,2
Economics,2
Road Transport Faculty,2
Lang-uk,2
Scientific Centre for Aerospace Research of the Earth NAS of Ukraine,2
Kharkiv V. N. Karazin National University,2
R. Glier Kyiv Municipal Academy of Music,1
Bohdan Khmelnytsky National University Of Cherkasy,1
Business And Administratiom State Biotechnological University,1
Research Unit,1
Institute For Digitalisation Of Education Of The Naes Of Ukraine,1
NSC "Institute of Metrology",1
Institute of Market Problems and Economic and Ecological Research,1
Department of Genetics,1
Institute of agriculture of Carpathian region of the NAAS,1
Department of Social and Humanitarian Education,1
Institute of Public Administration and Research in Civil Protection,1
Department of Chemical and Pharmaceutical Disciplines,1
Limited Liability Company Technical University Metinvest Polytechnic,1
Department of Applied Language Studies,1
Department of Prosthetic Dentistry,1
Kyiv Cooperative Institute of Business and Law,1
National Academy of Security,1
Faculty of Information Technologies and Systems,1
Krivoy Rog National University,1
Computer Engineering and Information Systems Department,1
National University Of Kyiv Mohyla Academy,1
Telecommunication Systems and Networks Department,1
Therapeutic Dentistry,1
Institute of applied physics and computer sciences,1
Dept. of Informatics,1
Lviv University of Trade and Economics,1
